address_id,customer_id,address_type,address_line1,address_line2,city,state,postal_code,country,is_current,effective_date,expiry_date
ADDR00000052,CUST00000046,Mailing,89/273 Sahota,,CHENNAI,TAMIL NADU,600083,India,True,2023-05-29,
ADDR00000053,CUST00000047,Permanent,H.No. 97 Kurian Marg,,BUXAR,BIHAR,802136,India,True,2015-06-16,
ADDR00000054,CUST00000047,Mailing,567 Som Nagar,,RANGA REDDY,TELANGANA,509217,India,False,2014-03-07,2019-07-11
ADDR00000055,CUST00000048,Permanent,77/55 Dutt Road,Flat 201,DHANBAD,JHARKHAND,828109,India,True,2021-06-28,
ADDR00000056,CUST00000049,Mailing,H.No. 903 Lad Circle,Near Metro Station,RAIGAD,MAHARASHTRA,402113,India,True,2009-10-30,
ADDR00000057,CUST00000049,Office,36 Shah Street,Flat 12,HOSHIARPUR,PUNJAB,146105,India,False,1999-12-28,2006-02-22
ADDR00000058,CUST00000050,Permanent,022 Subramaniam Street,Floor 15,CHIKKABALLAPURA,KARNATAKA,561207,India,True,2022-12-11,
ADDR00000059,CUST00000051,Mailing,H.No. 175 Sandhu Chowk,Floor 11,GUNTUR,ANDHRA PRADESH,522313,India,True,2026-05-06,
ADDR00000060,CUST00000052,Office,H.No. 716 Bhandari Street,Near Bus Stand,LUDHIANA,PUNJAB,141011,India,True,2023-02-28,
ADDR00000061,CUST00000052,Mailing,85/14 Raval Road,Suite 22,JAMNAGAR,GUJARAT,361005,India,False,2012-07-15,2015-03-21
ADDR00000062,CUST00000053,Mailing,30/52 Sandal Zila,Near Metro Station,OSMANABAD,MAHARASHTRA,413601,India,True,2026-07-17,
ADDR00000063,CUST00000054,Home,922 Gole Nagar,Apartment 483,SATNA,MADHYA PRADESH,485775,India,True,1990-10-16,
ADDR00000064,CUST00000055,Mailing,80/14 Rao Street,,CHURU,RAJASTHAN,331031,India,True,2026-04-28,
ADDR00000065,CUST00000055,Mailing,H.No. 068 Bora Nagar,Opposite City Mall,PALGHAR,MAHARASHTRA,401301,India,False,2026-01-06,2026-07-17
ADDR00000066,CUST00000056,Permanent,03 Ratta Zila,Near Bus Stand,HAMIRPUR,UTTAR PRADESH,210425,India,True,2012-12-30,
ADDR00000067,CUST00000057,Mailing,05 Bali Nagar,,BENGALURU RURAL,KARNATAKA,562129,India,True,1984-01-18,
ADDR00000068,CUST00000058,Home,33/26 Goswami Chowk,Floor 13,24 PARAGANAS NORTH,WEST BENGAL,700159,India,True,2026-06-20,
ADDR00000069,CUST00000058,Home,93 Sastry Zila,Near Bus Stand,KURNOOL,ANDHRA PRADESH,518422,India,False,2026-06-16,2026-06-29
ADDR00000070,CUST00000059,Home,47/63 Ahluwalia Circle,Near Metro Station,NANDED,MAHARASHTRA,431745,India,True,1992-07-09,
ADDR00000071,CUST00000060,Permanent,906 Lad Path,Apartment 226,VILLUPURAM,TAMIL NADU,607209,India,True,2017-07-19,
ADDR00000072,CUST00000061,Office,599 Nair Circle,Apartment 131,AHMEDNAGAR,MAHARASHTRA,414111,India,True,2010-07-20,
ADDR00000073,CUST00000062,Permanent,93/932 Dugar Chowk,Flat 146,RUDRA PRAYAG,UTTARAKHAND,246495,India,True,2023-06-24,
ADDR00000074,CUST00000063,Mailing,28 Dutta Zila,,HATHRAS,UTTAR PRADESH,281104,India,True,2025-03-05,
ADDR00000075,CUST00000063,Mailing,35 Misra Nagar,Suite 43,AMROHA,UTTAR PRADESH,244222,India,False,2018-11-11,2019-11-12
ADDR00000076,CUST00000064,Permanent,02 Saini Marg,Near Metro Station,PERAMBALUR,TAMIL NADU,621114,India,True,2025-07-09,
ADDR00000077,CUST00000065,Permanent,52 Ganesan Chowk,Near Metro Station,ALAPPUZHA,KERALA,690572,India,True,2020-07-05,
ADDR00000078,CUST00000066,Permanent,45/397 Prakash Road,,CUTTACK,ODISHA,753016,India,True,2015-02-14,
ADDR00000079,CUST00000067,Home,08 Saran Circle,Floor 14,BALLARI,KARNATAKA,583219,India,True,1994-06-19,
ADDR00000080,CUST00000067,Home,75 Bains Marg,,SOLAPUR,MAHARASHTRA,413308,India,False,2003-12-04,2004-01-07
ADDR00000081,CUST00000068,Office,H.No. 801 Garg,Apartment 311,CHITTOOR,ANDHRA PRADESH,517418,India,True,2015-04-18,
ADDR00000082,CUST00000068,Office,154 Bali Ganj,Floor 12,SPSR NELLORE,ANDHRA PRADESH,524228,India,False,2011-02-07,2013-12-03
ADDR00000083,CUST00000069,Permanent,H.No. 89 Kar Nagar,Near Bus Stand,CHAMPAWAT,UTTARAKHAND,262524,India,True,2025-01-21,
ADDR00000084,CUST00000070,Home,533 Ghose Ganj,,THANJAVUR,TAMIL NADU,613102,India,True,2024-03-18,
ADDR00000085,CUST00000071,Office,351 Dube Nagar,,NAMAKKAL,TAMIL NADU,637407,India,True,2011-12-24,
ADDR00000086,CUST00000072,Permanent,55/019 Nazareth Ganj,,KACHCHH,GUJARAT,370475,India,True,2020-12-04,
ADDR00000087,CUST00000072,Office,03/698 Mane Circle,,KOLAR,KARNATAKA,563101,India,False,2019-05-21,2022-03-06
ADDR00000088,CUST00000073,Mailing,33/32 Koshy Road,Flat 265,JALANDHAR,PUNJAB,144806,India,True,2022-11-21,
ADDR00000089,CUST00000074,Home,962 Yogi Nagar,,BATHINDA,PUNJAB,151004,India,True,2008-07-20,
ADDR00000090,CUST00000075,Permanent,H.No. 98 Das Ganj,Near Bus Stand,RAJOURI,JAMMU AND KASHMIR,185153,India,True,2025-02-24,
ADDR00000091,CUST00000075,Permanent,H.No. 12 Bhandari,Apartment 228,BALAGHAT,MADHYA PRADESH,481551,India,False,2025-05-13,2025-12-08
ADDR00000092,CUST00000076,Office,H.No. 96 Desai Path,Near Metro Station,ADILABAD,TELANGANA,504001,India,True,2023-03-31,
ADDR00000093,CUST00000077,Permanent,H.No. 237 Hora Marg,Near Bus Stand,WARDHA,MAHARASHTRA,442305,India,True,2022-06-18,
ADDR00000094,CUST00000077,Office,49 Mall Path,Flat 264,AHMADABAD,GUJARAT,380049,India,False,2022-08-15,2024-08-31
ADDR00000095,CUST00000078,Office,H.No. 062 Loyal,Floor 4,RAJGARH,MADHYA PRADESH,465687,India,True,1998-04-04,
ADDR00000096,CUST00000078,Permanent,759 Deo Zila,Near Metro Station,DUMKA,JHARKHAND,816117,India,False,1993-09-08,2012-12-15
ADDR00000097,CUST00000079,Home,71 Chaudhry Ganj,Apartment 173,PAURI GARHWAL,UTTARAKHAND,246285,India,True,2025-01-07,
ADDR00000098,CUST00000079,Home,626 Solanki Road,Flat 217,TIRUNELVELI,TAMIL NADU,627105,India,False,2026-04-20,2026-05-26
ADDR00000099,CUST00000080,Permanent,864 Chauhan Marg,,KANCHIPURAM,TAMIL NADU,602108,India,True,2026-04-27,
ADDR00000100,CUST00000081,Permanent,09/617 Bala Ganj,Flat 151,VIZIANAGARAM,ANDHRA PRADESH,535501,India,True,2023-09-03,
ADDR00000101,CUST00000082,Home,92/84 Devan Path,Opposite City Mall,AMROHA,UTTAR PRADESH,244245,India,True,2025-11-16,
ADDR00000102,CUST00000082,Permanent,211 Karpe Path,Apartment 148,BALRAMPUR,CHHATTISGARH,497118,India,False,2026-02-28,2026-03-11
ADDR00000103,CUST00000083,Permanent,H.No. 05 Madan Zila,Floor 14,BALLARI,KARNATAKA,583120,India,True,2015-02-11,
ADDR00000104,CUST00000084,Permanent,21/914 Bawa Ganj,Near Metro Station,JALNA,MAHARASHTRA,431154,India,True,2026-03-13,
ADDR00000105,CUST00000085,Home,79 Dey Chowk,Near Bus Stand,GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201307,India,True,2025-09-16,
ADDR00000106,CUST00000086,Permanent,92 Krishnamurthy Path,Flat 232,JALNA,MAHARASHTRA,431205,India,True,2019-06-21,
ADDR00000107,CUST00000087,Office,218 Keer Circle,Apartment 190,CHENGALPATTU,TAMIL NADU,603202,India,True,2026-04-24,
ADDR00000108,CUST00000088,Office,H.No. 58 Gole Zila,Near Bus Stand,PURI,ODISHA,752050,India,True,2025-04-28,
ADDR00000109,CUST00000089,Home,H.No. 87 Barman Chowk,Flat 253,SRIKAKULAM,ANDHRA PRADESH,532407,India,True,2015-05-01,
ADDR00000110,CUST00000090,Permanent,69 Joshi Ganj,Opposite City Mall,24 PARAGANAS SOUTH,WEST BENGAL,700151,India,True,2022-08-05,
ADDR00000111,CUST00000091,Mailing,998 Pandya Marg,Suite 28,WARANGAL URBAN,TELANGANA,505122,India,True,2024-03-10,
ADDR00000112,CUST00000091,Permanent,02/57 Mann Circle,,SOUTH GOA,GOA,403728,India,False,2023-01-03,2024-07-12
ADDR00000113,CUST00000092,Permanent,H.No. 08 Thakur Path,,PURBI CHAMPARAN,BIHAR,845426,India,True,2013-05-20,
ADDR00000114,CUST00000093,Mailing,88/382 Sarkar Path,,MUMBAI SUBURBAN,MAHARASHTRA,400077,India,True,2026-07-22,
ADDR00000115,CUST00000094,Home,26 Badami Street,,KOLHAPUR,MAHARASHTRA,416120,India,True,2019-06-14,
ADDR00000116,CUST00000095,Mailing,H.No. 67 Ganguly Street,Floor 3,PUNE,MAHARASHTRA,410512,India,True,2026-04-10,
ADDR00000117,CUST00000096,Office,H.No. 35 Buch Path,,ALWAR,RAJASTHAN,301021,India,True,2019-04-15,
ADDR00000118,CUST00000096,Permanent,822 Palla Street,Apartment 492,RUDRA PRAYAG,UTTARAKHAND,246171,India,False,2026-06-28,2026-07-17
ADDR00000119,CUST00000097,Permanent,H.No. 825 Ganguly Marg,Floor 20,RAE BARELI,UTTAR PRADESH,229404,India,True,2018-02-06,
ADDR00000120,CUST00000098,Office,28 Gulati Marg,Apartment 491,SIROHI,RAJASTHAN,307513,India,True,2011-01-18,
ADDR00000121,CUST00000098,Mailing,012 Korpal Street,,MALKANGIRI,ODISHA,764051,India,False,2020-11-19,2023-01-10
ADDR00000122,CUST00000099,Permanent,H.No. 499 Apte Street,Opposite City Mall,JORHAT,ASSAM,785014,India,True,2021-11-09,
ADDR00000123,CUST00000099,Mailing,66/27 Desai Nagar,,DHAMTARI,CHHATTISGARH,492109,India,False,2026-03-27,2026-03-29
ADDR00000124,CUST00000100,Mailing,04 Ben Path,Near Bus Stand,AMRELI,GUJARAT,365620,India,True,2022-08-06,
ADDR00000125,CUST00000101,Office,H.No. 63 Bhavsar Street,Apartment 48,SONBHADRA,UTTAR PRADESH,231216,India,True,2025-05-20,
ADDR00000126,CUST00000101,Mailing,H.No. 00 Borde Ganj,Apartment 455,SANGLI,MAHARASHTRA,416315,India,False,2024-07-02,2026-04-12
ADDR00000127,CUST00000102,Home,19/335 Yohannan Ganj,Opposite City Mall,ROHTAS,BIHAR,802226,India,True,2020-07-19,
ADDR00000128,CUST00000103,Permanent,247 Chadha Zila,Floor 3,KURUKSHETRA,HARYANA,136132,India,True,2004-06-20,
ADDR00000129,CUST00000104,Office,600 Bail Marg,Floor 3,BALAGHAT,MADHYA PRADESH,481332,India,True,2022-08-09,
ADDR00000130,CUST00000105,Office,770 Ratta Path,,KULGAM,JAMMU AND KASHMIR,192231,India,True,2022-12-20,
ADDR00000131,CUST00000105,Office,H.No. 607 Dayal Marg,Suite 37,BENGALURU URBAN,KARNATAKA,562149,India,False,2014-07-14,2021-05-04
ADDR00000132,CUST00000106,Office,H.No. 38 Anne Path,Apartment 256,BARABANKI,UTTAR PRADESH,225126,India,True,2016-10-15,
ADDR00000133,CUST00000107,Mailing,53/72 Madan Ganj,Near Metro Station,JAGATSINGHAPUR,ODISHA,754104,India,True,1991-05-29,
ADDR00000134,CUST00000108,Permanent,H.No. 762 Choudhry Ganj,Suite 7,TIRUVANNAMALAI,TAMIL NADU,632326,India,True,2017-02-27,
ADDR00000135,CUST00000109,Mailing,610 Lad,,WEST GODAVARI,ANDHRA PRADESH,534003,India,True,2023-10-12,
ADDR00000136,CUST00000110,Permanent,16/423 Ramachandran Zila,,SALEM,TAMIL NADU,637104,India,True,2023-08-12,
ADDR00000137,CUST00000111,Mailing,H.No. 41 Sharaf Ganj,,RANGA REDDY,TELANGANA,509358,India,True,2025-03-11,
ADDR00000138,CUST00000112,Mailing,76 Pathak Circle,Near Bus Stand,BHILWARA,RAJASTHAN,311030,India,True,2026-03-19,
ADDR00000139,CUST00000113,Office,06 Krishnamurthy Ganj,Suite 39,MANCHERIAL,TELANGANA,504219,India,True,2020-04-09,
ADDR00000140,CUST00000114,Mailing,H.No. 29 Mall Nagar,Near Metro Station,CACHAR,ASSAM,788015,India,True,2025-06-14,
ADDR00000141,CUST00000115,Permanent,H.No. 755 Vaidya Zila,Suite 20,KANGRA,HIMACHAL PRADESH,176058,India,True,2018-09-16,
ADDR00000142,CUST00000116,Home,01 Gulati Chowk,Apartment 157,NORTH GOA,GOA,403507,India,True,2014-11-16,
ADDR00000143,CUST00000117,Permanent,H.No. 20 Mangat Street,Suite 22,CUDDALORE,TAMIL NADU,607003,India,True,2001-12-09,
ADDR00000144,CUST00000118,Office,744 Brahmbhatt Road,Suite 10,UJJAIN,MADHYA PRADESH,456441,India,True,2026-07-04,
ADDR00000145,CUST00000119,Home,345 Nayak Marg,Flat 285,DHENKANAL,ODISHA,759023,India,True,2021-08-25,
ADDR00000146,CUST00000120,Mailing,869 Sen Road,,NAGAPATTINAM,TAMIL NADU,611106,India,True,2026-06-13,
ADDR00000147,CUST00000121,Office,H.No. 254 Pingle Circle,Apartment 430,WEST GODAVARI,ANDHRA PRADESH,534124,India,True,2016-06-13,
ADDR00000148,CUST00000122,Office,626 Barman Circle,,SURENDRANAGAR,GUJARAT,363435,India,True,2025-07-23,
ADDR00000149,CUST00000122,Home,386 Bhatnagar Road,Near Bus Stand,NORTH EAST,DELHI,110094,India,False,2017-08-28,2025-08-11
ADDR00000150,CUST00000123,Permanent,H.No. 095 Tella Ganj,Near Metro Station,SANT KABEER NAGAR,UTTAR PRADESH,272154,India,True,2026-07-13,
ADDR00000151,CUST00000124,Permanent,57/421 Mallick Marg,Near Metro Station,PEDDAPALLI,TELANGANA,505208,India,True,2024-06-16,
ADDR00000152,CUST00000124,Permanent,90/09 Sood Ganj,Suite 38,BARPETA,ASSAM,781321,India,False,2024-01-09,2025-05-22
ADDR00000153,CUST00000125,Permanent,H.No. 460 Suresh Road,Floor 13,HAZARIBAGH,JHARKHAND,825323,India,True,2022-05-08,
ADDR00000154,CUST00000126,Mailing,61/437 Virk Circle,,RAICHUR,KARNATAKA,584125,India,True,2026-01-06,
ADDR00000155,CUST00000126,Permanent,706 Butala Marg,Near Bus Stand,GORAKHPUR,UTTAR PRADESH,273203,India,False,2016-01-27,2020-10-05
ADDR00000156,CUST00000127,Mailing,56 Sachdeva Road,Apartment 134,MARIGAON,ASSAM,782106,India,True,2021-07-14,
ADDR00000157,CUST00000128,Office,636 Bhavsar Circle,Suite 24,TIRUCHIRAPPALLI,TAMIL NADU,620015,India,True,2025-01-11,
ADDR00000158,CUST00000128,Mailing,18/589 Bandi,,MYSURU,KARNATAKA,571129,India,False,2024-03-07,2025-06-11
ADDR00000159,CUST00000129,Home,772 Choudhary,Near Metro Station,DARJEELING,WEST BENGAL,734427,India,True,1994-12-21,
ADDR00000160,CUST00000130,Permanent,45/07 Rajan Circle,,SOLAN,HIMACHAL PRADESH,173225,India,True,2015-08-01,
ADDR00000161,CUST00000130,Home,566 Nazareth Nagar,Near Metro Station,GUNTUR,ANDHRA PRADESH,522661,India,False,2015-09-28,2020-09-03
ADDR00000162,CUST00000131,Permanent,H.No. 337 Sandal Road,Floor 11,DAKSHINA KANNADA,KARNATAKA,574233,India,True,2026-04-23,
ADDR00000163,CUST00000132,Office,33/06 Sarraf Chowk,,GUNA,MADHYA PRADESH,473118,India,True,2023-01-24,
ADDR00000164,CUST00000133,Permanent,H.No. 671 Deshmukh Circle,Opposite City Mall,DURG,CHHATTISGARH,491111,India,True,2019-02-03,
ADDR00000165,CUST00000134,Mailing,26/679 Bumb Road,Apartment 461,RANCHI,JHARKHAND,835213,India,True,2020-10-24,
ADDR00000166,CUST00000134,Mailing,78/86 Kamdar Path,Apartment 344,ERNAKULAM,KERALA,683104,India,False,2024-06-25,2024-07-07
ADDR00000167,CUST00000135,Office,H.No. 90 Sinha Marg,,ANANTAPUR,ANDHRA PRADESH,515465,India,True,2026-02-02,
ADDR00000168,CUST00000136,Home,63/42 Thakur Circle,Floor 2,Ranipet,TAMIL NADU,631101,India,True,2015-12-27,
ADDR00000169,CUST00000136,Home,H.No. 550 Devi Road,Flat 137,EAST SINGHBUM,JHARKHAND,831006,India,False,2025-05-22,2026-03-28
ADDR00000170,CUST00000137,Mailing,H.No. 704 Sami Circle,Near Bus Stand,Y.S.R.,ANDHRA PRADESH,516454,India,True,2026-07-10,
ADDR00000171,CUST00000137,Office,70 Raman Marg,Flat 220,WEST GODAVARI,ANDHRA PRADESH,534225,India,False,2026-07-08,2026-07-21
ADDR00000172,CUST00000138,Office,016 Aurora Street,Flat 258,24 PARAGANAS SOUTH,WEST BENGAL,700140,India,True,2017-11-15,
ADDR00000173,CUST00000139,Home,992 Buch Circle,Floor 16,LAKHISARAI,BIHAR,811302,India,True,2023-04-03,
ADDR00000174,CUST00000139,Home,27/18 Sahota Street,,KISHANGANJ,BIHAR,855108,India,False,2024-12-09,2026-02-22
ADDR00000175,CUST00000140,Office,H.No. 33 Chana Chowk,Near Bus Stand,KAPURTHALA,PUNJAB,144623,India,True,2024-02-16,
ADDR00000176,CUST00000141,Office,08/649 Garg Road,Near Bus Stand,VIZIANAGARAM,ANDHRA PRADESH,535558,India,True,2014-09-27,
ADDR00000177,CUST00000141,Office,H.No. 20 Wason Ganj,Opposite City Mall,ERNAKULAM,KERALA,683102,India,False,2012-12-15,2022-12-12
ADDR00000178,CUST00000142,Office,31/354 Bahl,,UTTARA KANNADA,KARNATAKA,581360,India,True,2025-12-10,
ADDR00000179,CUST00000143,Mailing,H.No. 59 Sahota,Apartment 180,RATNAGIRI,MAHARASHTRA,415208,India,True,2006-01-08,
ADDR00000180,CUST00000143,Home,92 Oak Zila,Near Metro Station,RAIPUR,CHHATTISGARH,492014,India,False,2017-06-23,2017-12-06
ADDR00000181,CUST00000144,Home,73/05 Wali Road,Floor 9,MYSURU,KARNATAKA,571105,India,True,2025-09-14,
ADDR00000182,CUST00000145,Office,H.No. 38 Mall Circle,Apartment 216,NALANDA,BIHAR,801306,India,True,2004-08-29,
ADDR00000183,CUST00000146,Mailing,021 Yohannan Chowk,Floor 5,GIRIDIH,JHARKHAND,815316,India,True,2024-07-14,
ADDR00000184,CUST00000146,Home,80 Puri Marg,Near Bus Stand,BAGALKOTE,KARNATAKA,587203,India,False,2005-12-03,2020-01-07
ADDR00000185,CUST00000147,Home,31/589 Chauhan Nagar,Near Bus Stand,DAUSA,RAJASTHAN,303304,India,True,2026-04-10,
ADDR00000186,CUST00000148,Home,49/281 Agarwal Path,Near Metro Station,MATHURA,UTTAR PRADESH,281502,India,True,2008-03-14,
ADDR00000187,CUST00000148,Mailing,H.No. 170 Dugal,Floor 6,MURSHIDABAD,WEST BENGAL,742235,India,False,1995-12-16,2011-03-24
ADDR00000188,CUST00000149,Office,40/703 Varghese Nagar,Floor 8,DIBRUGARH,ASSAM,786692,India,True,2023-07-11,
ADDR00000189,CUST00000150,Permanent,17/26 Wadhwa Street,Suite 6,Ranipet,TAMIL NADU,632512,India,True,2018-05-01,
ADDR00000190,CUST00000151,Home,68/24 Vyas Road,Apartment 459,JUNAGADH,GUJARAT,362310,India,True,2013-04-03,
ADDR00000191,CUST00000151,Home,H.No. 072 Tripathi Circle,,KOLKATA,WEST BENGAL,700006,India,False,2018-09-20,2025-02-12
ADDR00000192,CUST00000152,Permanent,59/27 Chakrabarti Road,Near Metro Station,GURDASPUR,PUNJAB,143514,India,True,2024-11-18,
ADDR00000193,CUST00000153,Permanent,80 Chowdhury Marg,,GIR SOMNATH,GUJARAT,362265,India,True,2018-12-31,
ADDR00000194,CUST00000154,Permanent,H.No. 276 Deo Marg,Flat 34,KOLAR,KARNATAKA,563132,India,True,2013-08-19,
ADDR00000195,CUST00000155,Home,08/20 Dar Ganj,Opposite City Mall,Budgam,JAMMU AND KASHMIR,191111,India,True,2023-04-12,
ADDR00000196,CUST00000155,Permanent,26/344 Kamdar Road,Suite 15,BIRBHUM,WEST BENGAL,731103,India,False,2025-02-24,2025-04-09
ADDR00000197,CUST00000156,Office,62/45 Sundaram Circle,Near Bus Stand,KASARAGOD,KERALA,671311,India,True,2024-10-25,
ADDR00000198,CUST00000157,Permanent,H.No. 204 Misra Street,,CHURU,RAJASTHAN,331518,India,True,2021-11-27,
