alert_id,transaction_id,fraud_score,alert_reason,alert_status,alert_timestamp,assigned_to,assignee_emp_id,resolution_date,created_at,updated_at,source_system
ALR00000030,TR00151769,53,High Transaction Amount,Resolved,2022-11-19 14:50:21,Diya Rattan,EMP00000016,2022-12-13,2026-07-25 05:53:11.923742,,Fraud Detection System
ALR00000031,TR00203363,58,Card Not Present,Resolved,2019-12-23 10:48:38,Balveer Bumb,EMP00000079,2020-01-21,2026-07-25 05:53:11.924742,,Fraud Detection System
ALR00000032,TR00183425,88,Card Not Present,Closed,2021-08-16 13:59:47,Kashvi Sarma,EMP00000045,2021-08-17,2026-07-25 05:53:11.925743,,Fraud Detection System
ALR00000033,TR00134780,98,Location Mismatch,Open,2016-07-07 07:01:49,,,,2026-07-25 05:53:11.926743,,Fraud Detection System
ALR00000034,TR00243540,31,Blacklisted Merchant,False Positive,2016-02-24 17:01:07,Riya Pai,EMP00000314,2016-03-22,2026-07-25 05:53:11.927742,,Fraud Detection System
ALR00000035,TR00095077,25,Multiple Failed Attempts,Resolved,2023-02-09 23:07:41,Anirudh Zacharia,EMP00000180,2023-02-18,2026-07-25 05:53:11.928741,,Fraud Detection System
ALR00000036,TR00138805,41,Velocity Check Failed,Resolved,2026-06-12 22:26:36,Jyoti Solanki,EMP00000213,2026-07-08,2026-07-25 05:53:11.929745,,Fraud Detection System
ALR00000037,TR00208480,41,Unusual Spending Pattern,False Positive,2025-06-04 21:32:26,Jyoti Solanki,EMP00000213,2025-06-24,2026-07-25 05:53:11.930743,,Fraud Detection System
ALR00000038,TR00155624,70,Location Mismatch,Resolved,2025-02-19 11:44:09,Pallavi Kakar,EMP00000043,2025-03-01,2026-07-25 05:53:11.931743,,Fraud Detection System
ALR00000039,TR00216326,31,Card Not Present,False Positive,2026-03-30 00:12:51,Yagnesh Shan,EMP00000279,2026-04-20,2026-07-25 05:53:11.933741,,Fraud Detection System
ALR00000040,TR00145043,77,Multiple Failed Attempts,Resolved,2026-02-04 09:24:33,Alka Dewan,EMP00000020,2026-03-04,2026-07-25 05:53:11.934741,,Fraud Detection System
ALR00000041,TR00176938,66,Location Mismatch,Under Investigation,2026-07-12 10:33:52,Benjamin Morar,EMP00000104,,2026-07-25 05:53:11.935741,,Fraud Detection System
ALR00000042,TR00011659,42,Multiple Failed Attempts,Under Investigation,2025-01-12 19:57:21,Balendra Pingle,EMP00000102,,2026-07-25 05:53:11.936741,,Fraud Detection System
ALR00000043,TR00056808,93,Velocity Check Failed,Resolved,2020-07-18 12:14:04,Adweta Edwin,EMP00000099,2020-07-31,2026-07-25 05:53:11.938742,,Fraud Detection System
ALR00000044,TR00072502,3,Blacklisted Merchant,False Positive,2022-06-20 01:16:02,Kiaan Shetty,EMP00000150,2022-06-20,2026-07-25 05:53:11.939741,,Fraud Detection System
ALR00000045,TR00020200,32,Velocity Check Failed,False Positive,2026-07-17 10:22:59,Jeremiah Dave,EMP00000041,2026-07-18,2026-07-25 05:53:11.941745,,Fraud Detection System
ALR00000046,TR00058062,58,High Transaction Amount,Open,2025-06-07 20:32:24,,,,2026-07-25 05:53:11.942743,,Fraud Detection System
ALR00000047,TR00025350,96,High Transaction Amount,Under Investigation,2023-04-19 04:40:30,Jeremiah Dave,EMP00000041,,2026-07-25 05:53:11.943743,,Fraud Detection System
ALR00000048,TR00069569,23,Unusual Spending Pattern,Under Investigation,2018-06-23 19:52:47,Balendra Pingle,EMP00000102,,2026-07-25 05:53:11.944748,,Fraud Detection System
ALR00000049,TR00159624,86,Velocity Check Failed,Under Investigation,2020-05-08 21:56:05,Veer Bir,EMP00000050,,2026-07-25 05:53:11.946741,,Fraud Detection System
ALR00000050,TR00091341,47,Location Mismatch,Resolved,2012-01-21 20:31:43,Anirudh Zacharia,EMP00000180,2012-02-10,2026-07-25 05:53:11.947740,,Fraud Detection System
ALR00000051,TR00092702,30,Blacklisted Merchant,Resolved,2009-10-26 00:41:40,Ekaja Zachariah,EMP00000158,2009-11-11,2026-07-25 05:53:11.948742,,Fraud Detection System
ALR00000052,TR00052255,16,Unusual Spending Pattern,Resolved,2018-05-27 11:21:47,Nimrat Dubey,EMP00000296,2018-06-09,2026-07-25 05:53:11.950740,,Fraud Detection System
ALR00000053,TR00066667,24,High Transaction Amount,False Positive,2025-10-12 11:28:26,Zaid Dara,EMP00000149,2025-10-19,2026-07-25 05:53:11.951740,,Fraud Detection System
ALR00000054,TR00234492,76,Card Not Present,Under Investigation,2025-11-13 01:20:46,Aadhya Andra,EMP00000312,,2026-07-25 05:53:11.953768,,Fraud Detection System
ALR00000055,TR00162718,48,Unusual Spending Pattern,Under Investigation,2012-08-18 00:50:57,Nilima Nath,EMP00000260,,2026-07-25 05:53:11.954763,,Fraud Detection System
ALR00000056,TR00153284,100,Card Not Present,Resolved,2022-07-05 09:10:31,Mohini Pathak,EMP00000022,2022-07-15,2026-07-25 05:53:11.955837,,Fraud Detection System
ALR00000057,TR00042805,90,Multiple Failed Attempts,Resolved,2026-02-05 03:03:13,Nilima Nath,EMP00000260,2026-02-21,2026-07-25 05:53:11.957748,,Fraud Detection System
ALR00000058,TR00183243,38,Card Not Present,Resolved,2022-09-26 15:46:28,Aahana Pillay,EMP00000186,2022-09-30,2026-07-25 05:53:11.958837,,Fraud Detection System
ALR00000059,TR00040973,90,Location Mismatch,Closed,2025-10-23 14:09:26,Vaishnavi Bora,EMP00000143,2025-10-27,2026-07-25 05:53:11.959840,,Fraud Detection System
ALR00000060,TR00095346,84,Location Mismatch,Resolved,2015-11-02 10:06:22,Nakul Bhandari,EMP00000075,2015-11-20,2026-07-25 05:53:11.960846,,Fraud Detection System
ALR00000061,TR00247371,66,Blacklisted Merchant,Under Investigation,2023-02-04 16:39:03,Ekansh Keer,EMP00000077,,2026-07-25 05:53:11.961845,,Fraud Detection System
ALR00000062,TR00160699,23,Blacklisted Merchant,Resolved,2019-02-20 19:45:31,Dipta Sarin,EMP00000122,2019-02-24,2026-07-25 05:53:11.962848,,Fraud Detection System
ALR00000063,TR00139994,6,Velocity Check Failed,Resolved,2024-06-06 18:16:21,Zayan Behl,EMP00000096,2024-06-23,2026-07-25 05:53:11.963846,,Fraud Detection System
ALR00000064,TR00171923,67,Location Mismatch,Open,2025-06-22 17:46:28,,,,2026-07-25 05:53:11.964853,,Fraud Detection System
ALR00000065,TR00211596,90,Location Mismatch,Under Investigation,2024-10-11 12:21:09,Indira Misra,EMP00000166,,2026-07-25 05:53:11.965843,,Fraud Detection System
ALR00000066,TR00195369,98,High Transaction Amount,Under Investigation,2026-04-24 05:34:10,Divya Kala,EMP00000018,,2026-07-25 05:53:11.966842,,Fraud Detection System
ALR00000067,TR00057096,82,Unusual Spending Pattern,False Positive,2025-08-07 22:26:40,Riya Pai,EMP00000314,2025-08-23,2026-07-25 05:53:11.967840,,Fraud Detection System
ALR00000068,TR00008213,60,Velocity Check Failed,Under Investigation,2025-07-29 11:20:05,Ekaja Zachariah,EMP00000158,,2026-07-25 05:53:11.968844,,Fraud Detection System
ALR00000069,TR00079158,82,Velocity Check Failed,Closed,2022-04-07 23:21:23,Ekaja Zachariah,EMP00000158,2022-05-06,2026-07-25 05:53:11.969845,,Fraud Detection System
ALR00000070,TR00066817,58,Card Not Present,Resolved,2021-02-13 12:57:09,Indira Misra,EMP00000166,2021-02-25,2026-07-25 05:53:11.970845,,Fraud Detection System
ALR00000071,TR00052642,61,Blacklisted Merchant,Under Investigation,2022-09-26 06:02:54,Banjeet Balasubramanian,EMP00000182,,2026-07-25 05:53:11.971843,,Fraud Detection System
ALR00000072,TR00235949,91,Location Mismatch,Resolved,2013-01-09 16:37:02,Diya Rattan,EMP00000016,2013-01-11,2026-07-25 05:53:11.972843,,Fraud Detection System
ALR00000073,TR00220119,35,Multiple Failed Attempts,Resolved,2025-06-27 10:43:47,Mohini Pathak,EMP00000022,2025-07-19,2026-07-25 05:53:11.973860,,Fraud Detection System
ALR00000074,TR00079007,16,Unusual Spending Pattern,Under Investigation,2024-01-17 13:46:46,Nakul Sarma,EMP00000089,,2026-07-25 05:53:11.974761,,Fraud Detection System
ALR00000075,TR00164500,100,Unusual Spending Pattern,False Positive,2022-08-27 10:59:06,Indira Misra,EMP00000166,2022-09-22,2026-07-25 05:53:11.975865,,Fraud Detection System
ALR00000076,TR00099212,22,Multiple Failed Attempts,False Positive,2018-06-13 10:46:05,Ekansh Keer,EMP00000077,2018-06-19,2026-07-25 05:53:11.976838,,Fraud Detection System
ALR00000077,TR00228991,68,Location Mismatch,Resolved,2019-08-21 17:54:06,Yuvraj Handa,EMP00000060,2019-09-08,2026-07-25 05:53:11.977844,,Fraud Detection System
ALR00000078,TR00115223,7,Velocity Check Failed,Resolved,2014-11-10 18:54:59,Lajita Seshadri,EMP00000235,2014-11-13,2026-07-25 05:53:11.979841,,Fraud Detection System
ALR00000079,TR00066055,59,High Transaction Amount,Open,2025-08-15 03:45:36,,,,2026-07-25 05:53:11.979841,,Fraud Detection System
ALR00000080,TR00061535,67,Unusual Spending Pattern,Resolved,2026-07-20 21:03:48,Akshay Lalla,EMP00000335,2026-07-23,2026-07-25 05:53:11.980845,,Fraud Detection System
ALR00000081,TR00141011,67,Card Not Present,Resolved,2019-04-24 13:43:14,Balendra Pingle,EMP00000102,2019-05-08,2026-07-25 05:53:11.981859,,Fraud Detection System
ALR00000082,TR00065528,36,Velocity Check Failed,Under Investigation,2023-07-07 23:45:21,Nakul Sarma,EMP00000089,,2026-07-25 05:53:11.982841,,Fraud Detection System
ALR00000083,TR00146899,64,High Transaction Amount,Open,2025-07-31 13:43:12,,,,2026-07-25 05:53:11.983861,,Fraud Detection System
ALR00000084,TR00224972,80,Unusual Spending Pattern,Resolved,2024-05-07 07:05:06,Prisha Andra,EMP00000100,2024-05-24,2026-07-25 05:53:11.984847,,Fraud Detection System
ALR00000085,TR00100144,10,Blacklisted Merchant,Open,2025-01-09 13:31:28,,,,2026-07-25 05:53:11.985857,,Fraud Detection System
ALR00000086,TR00054651,94,High Transaction Amount,False Positive,2021-11-07 17:36:19,Alka Dewan,EMP00000020,2021-12-05,2026-07-25 05:53:11.986847,,Fraud Detection System
ALR00000087,TR00249284,52,Velocity Check Failed,Open,2023-02-11 20:58:12,,,,2026-07-25 05:53:11.986847,,Fraud Detection System
ALR00000088,TR00128016,34,Multiple Failed Attempts,Closed,2021-03-20 18:00:46,Ojas Ray,EMP00000066,2021-03-29,2026-07-25 05:53:11.987848,,Fraud Detection System
ALR00000089,TR00022839,94,Card Not Present,Resolved,2025-06-04 01:23:29,Prisha Andra,EMP00000100,2025-06-07,2026-07-25 05:53:11.988856,,Fraud Detection System
ALR00000090,TR00011993,60,Unusual Spending Pattern,Resolved,2021-04-18 08:40:46,Frederick Khurana,EMP00000208,2021-04-20,2026-07-25 05:53:11.989846,,Fraud Detection System
ALR00000091,TR00027524,79,Multiple Failed Attempts,Under Investigation,2019-01-10 07:18:48,Jeremiah Dave,EMP00000041,,2026-07-25 05:53:11.990845,,Fraud Detection System
ALR00000092,TR00157680,45,High Transaction Amount,Open,2022-12-21 01:17:41,,,,2026-07-25 05:53:11.991752,,Fraud Detection System
ALR00000093,TR00199507,84,Unusual Spending Pattern,False Positive,2023-08-31 15:22:19,Chaaya Saran,EMP00000030,2023-09-11,2026-07-25 05:53:11.992833,,Fraud Detection System
ALR00000094,TR00106040,8,Location Mismatch,Resolved,2017-11-20 22:25:44,Onveer Walla,EMP00000012,2017-12-04,2026-07-25 05:53:11.993845,,Fraud Detection System
ALR00000095,TR00016385,12,Multiple Failed Attempts,Closed,2023-03-03 07:27:37,Kashvi Sarma,EMP00000045,2023-03-06,2026-07-25 05:53:11.994848,,Fraud Detection System
ALR00000096,TR00095829,70,Multiple Failed Attempts,Closed,2013-03-28 05:48:39,Banjeet Balasubramanian,EMP00000182,2013-04-08,2026-07-25 05:53:11.995837,,Fraud Detection System
ALR00000097,TR00248916,1,Blacklisted Merchant,Under Investigation,2026-06-17 02:58:55,Kashvi Sarma,EMP00000045,,2026-07-25 05:53:11.996844,,Fraud Detection System
ALR00000098,TR00132901,2,Velocity Check Failed,Resolved,2018-08-28 10:22:36,Jyoti Solanki,EMP00000213,2018-09-01,2026-07-25 05:53:11.997860,,Fraud Detection System
ALR00000099,TR00243027,89,High Transaction Amount,False Positive,2011-08-01 04:00:48,Chandresh Sood,EMP00000074,2011-08-19,2026-07-25 05:53:11.998841,,Fraud Detection System
ALR00000100,TR00216036,60,Card Not Present,Resolved,2023-04-16 21:59:49,Nicholas Goel,EMP00000108,2023-04-29,2026-07-25 05:53:11.999842,,Fraud Detection System
ALR00000101,TR00003079,28,Velocity Check Failed,Open,2024-11-30 10:25:39,,,,2026-07-25 05:53:12.000835,,Fraud Detection System
ALR00000102,TR00181106,44,Multiple Failed Attempts,Open,2026-03-14 21:31:30,,,,2026-07-25 05:53:12.001175,,Fraud Detection System
ALR00000103,TR00171121,26,Unusual Spending Pattern,Resolved,2023-03-20 20:42:12,Ojas Ray,EMP00000066,2023-04-11,2026-07-25 05:53:12.002220,,Fraud Detection System
ALR00000104,TR00135009,38,Unusual Spending Pattern,Open,2015-06-27 14:37:09,,,,2026-07-25 05:53:12.003323,,Fraud Detection System
ALR00000105,TR00066634,86,Unusual Spending Pattern,Open,2024-10-05 21:47:41,,,,2026-07-25 05:53:12.003323,,Fraud Detection System
ALR00000106,TR00160940,6,Velocity Check Failed,Resolved,2023-08-06 00:20:56,Nimrat Dubey,EMP00000296,2023-08-23,2026-07-25 05:53:12.004317,,Fraud Detection System
ALR00000107,TR00027957,96,Blacklisted Merchant,Under Investigation,2023-03-23 22:48:45,Divya Kala,EMP00000018,,2026-07-25 05:53:12.005333,,Fraud Detection System
ALR00000108,TR00109158,49,Multiple Failed Attempts,Closed,2012-07-27 22:27:10,Nakul Bhandari,EMP00000075,2012-08-03,2026-07-25 05:53:12.006326,,Fraud Detection System
ALR00000109,TR00113969,92,Velocity Check Failed,Open,2022-03-26 17:32:33,,,,2026-07-25 05:53:12.007322,,Fraud Detection System
ALR00000110,TR00238666,5,High Transaction Amount,Under Investigation,2017-06-29 20:20:10,Akshay Lalla,EMP00000335,,2026-07-25 05:53:12.008308,,Fraud Detection System
ALR00000111,TR00220009,42,Card Not Present,False Positive,2024-12-29 11:15:02,Prisha Andra,EMP00000100,2025-01-15,2026-07-25 05:53:12.009312,,Fraud Detection System
ALR00000112,TR00065703,68,Location Mismatch,Resolved,2020-10-03 14:52:03,Zayyan Bumb,EMP00000179,2020-10-20,2026-07-25 05:53:12.010305,,Fraud Detection System
ALR00000113,TR00125710,79,Location Mismatch,Resolved,2015-10-30 15:04:45,Jyoti Solanki,EMP00000213,2015-11-09,2026-07-25 05:53:12.011315,,Fraud Detection System
ALR00000114,TR00044706,97,High Transaction Amount,Resolved,2025-09-03 08:34:58,Prisha Andra,EMP00000100,2025-09-15,2026-07-25 05:53:12.012311,,Fraud Detection System
ALR00000115,TR00228518,80,Velocity Check Failed,False Positive,2024-12-29 14:12:36,Ronith Patla,EMP00000126,2025-01-01,2026-07-25 05:53:12.013311,,Fraud Detection System
ALR00000116,TR00218631,98,High Transaction Amount,Resolved,2026-02-01 12:03:13,Balveer Parmar,EMP00000105,2026-03-02,2026-07-25 05:53:12.014306,,Fraud Detection System
ALR00000117,TR00074848,45,Location Mismatch,Open,2024-08-14 09:30:39,,,,2026-07-25 05:53:12.015313,,Fraud Detection System
ALR00000118,TR00160451,78,Unusual Spending Pattern,Resolved,2025-05-30 15:14:09,Kashvi Sarma,EMP00000045,2025-06-07,2026-07-25 05:53:12.016305,,Fraud Detection System
ALR00000119,TR00153242,7,Velocity Check Failed,Open,2024-04-12 19:29:29,,,,2026-07-25 05:53:12.016305,,Fraud Detection System
ALR00000120,TR00038159,24,Unusual Spending Pattern,Resolved,2016-10-28 20:14:22,Kashvi Sarma,EMP00000045,2016-11-22,2026-07-25 05:53:12.017313,,Fraud Detection System
ALR00000121,TR00191908,68,Card Not Present,False Positive,2014-02-01 17:04:38,Balendra Pingle,EMP00000102,2014-02-12,2026-07-25 05:53:12.018333,,Fraud Detection System
ALR00000122,TR00135668,41,Card Not Present,Under Investigation,2019-12-02 01:42:53,Nakul Sarma,EMP00000089,,2026-07-25 05:53:12.019328,,Fraud Detection System
ALR00000123,TR00196059,85,Card Not Present,Under Investigation,2025-06-20 15:47:14,Jeremiah Dave,EMP00000041,,2026-07-25 05:53:12.020329,,Fraud Detection System
ALR00000124,TR00133202,24,Card Not Present,Resolved,2025-01-31 22:50:44,Ojas Ray,EMP00000066,2025-02-07,2026-07-25 05:53:12.021318,,Fraud Detection System
ALR00000125,TR00000166,98,Card Not Present,Resolved,2016-01-09 02:49:42,Balendra Pingle,EMP00000102,2016-01-31,2026-07-25 05:53:12.022319,,Fraud Detection System
ALR00000126,TR00081379,31,High Transaction Amount,Resolved,2022-11-09 04:34:25,Kashvi Sarma,EMP00000045,2022-11-27,2026-07-25 05:53:12.023324,,Fraud Detection System
ALR00000127,TR00004919,16,Unusual Spending Pattern,False Positive,2018-02-03 16:20:42,Ronith Patla,EMP00000126,2018-02-16,2026-07-25 05:53:12.024320,,Fraud Detection System
ALR00000128,TR00232631,86,Card Not Present,Under Investigation,2016-05-31 04:55:06,Jack Rajan,EMP00000123,,2026-07-25 05:53:12.025320,,Fraud Detection System
ALR00000129,TR00220606,61,Card Not Present,Resolved,2026-07-08 05:54:31,Kashvi Sarma,EMP00000045,2026-07-23,2026-07-25 05:53:12.026304,,Fraud Detection System
ALR00000130,TR00209056,59,High Transaction Amount,Under Investigation,2024-07-16 14:04:51,Ishwar Kamdar,EMP00000185,,2026-07-25 05:53:12.027305,,Fraud Detection System
ALR00000131,TR00077157,22,Unusual Spending Pattern,Resolved,2023-03-11 15:25:19,Veer Bir,EMP00000050,2023-04-07,2026-07-25 05:53:12.028311,,Fraud Detection System
ALR00000132,TR00014933,35,Blacklisted Merchant,Resolved,2022-08-07 02:38:22,Yagnesh Shan,EMP00000279,2022-08-17,2026-07-25 05:53:12.029306,,Fraud Detection System
ALR00000133,TR00220449,86,Card Not Present,Open,2026-04-16 00:59:05,,,,2026-07-25 05:53:12.030306,,Fraud Detection System
ALR00000134,TR00236984,72,Card Not Present,Resolved,2025-06-13 12:38:06,Lakshit Dora,EMP00000159,2025-06-28,2026-07-25 05:53:12.031312,,Fraud Detection System
ALR00000135,TR00021580,17,High Transaction Amount,Resolved,2017-04-20 03:35:21,Alka Dewan,EMP00000020,2017-04-22,2026-07-25 05:53:12.032313,,Fraud Detection System
ALR00000136,TR00121995,52,Card Not Present,Resolved,2022-04-17 09:09:20,Lajita Seshadri,EMP00000235,2022-04-28,2026-07-25 05:53:12.033315,,Fraud Detection System
ALR00000137,TR00017757,58,Velocity Check Failed,Under Investigation,2023-01-23 09:59:13,Jeremiah Dave,EMP00000041,,2026-07-25 05:53:12.034316,,Fraud Detection System
ALR00000138,TR00191367,43,Velocity Check Failed,Open,2022-05-15 21:11:39,,,,2026-07-25 05:53:12.035313,,Fraud Detection System
ALR00000139,TR00192693,26,High Transaction Amount,Resolved,2025-08-16 17:54:20,Nimrat Dubey,EMP00000296,2025-08-17,2026-07-25 05:53:12.036309,,Fraud Detection System
ALR00000140,TR00032023,95,Blacklisted Merchant,Resolved,2026-04-12 16:16:29,Oni Dubey,EMP00000346,2026-04-27,2026-07-25 05:53:12.037318,,Fraud Detection System
ALR00000141,TR00119368,32,Blacklisted Merchant,Closed,2026-07-08 16:13:30,Divya Kala,EMP00000018,2026-07-17,2026-07-25 05:53:12.038308,,Fraud Detection System
ALR00000142,TR00138216,50,Location Mismatch,Under Investigation,2020-07-14 23:49:40,Chandresh Sood,EMP00000074,,2026-07-25 05:53:12.039314,,Fraud Detection System
ALR00000143,TR00066083,29,Location Mismatch,False Positive,2020-10-06 03:53:36,Aahana Pillay,EMP00000186,2020-10-18,2026-07-25 05:53:12.040318,,Fraud Detection System
ALR00000144,TR00219106,62,Unusual Spending Pattern,Resolved,2019-12-14 02:57:39,Aadhya Andra,EMP00000312,2019-12-17,2026-07-25 05:53:12.041217,,Fraud Detection System
ALR00000145,TR00106321,14,High Transaction Amount,Resolved,2021-12-26 15:12:58,Pranav Lanka,EMP00000120,2022-01-05,2026-07-25 05:53:12.042304,,Fraud Detection System
ALR00000146,TR00052819,65,Location Mismatch,Under Investigation,2022-02-02 16:01:15,Alka Dewan,EMP00000020,,2026-07-25 05:53:12.043301,,Fraud Detection System
ALR00000147,TR00135664,41,Multiple Failed Attempts,Resolved,2020-02-08 01:18:18,Pranav Lanka,EMP00000120,2020-03-06,2026-07-25 05:53:12.044303,,Fraud Detection System
ALR00000148,TR00183483,63,Velocity Check Failed,Resolved,2026-04-26 09:21:43,Sudiksha Aggarwal,EMP00000031,2026-05-11,2026-07-25 05:53:12.045303,,Fraud Detection System
ALR00000149,TR00050132,7,Card Not Present,Open,2017-06-11 07:21:30,,,,2026-07-25 05:53:12.046303,,Fraud Detection System
ALR00000150,TR00078200,76,Unusual Spending Pattern,Resolved,2021-01-01 06:32:35,Nicholas Goel,EMP00000108,2021-01-11,2026-07-25 05:53:12.047299,,Fraud Detection System
ALR00000151,TR00248709,69,Unusual Spending Pattern,Under Investigation,2019-06-09 01:45:56,Zaid Dara,EMP00000149,,2026-07-25 05:53:12.048300,,Fraud Detection System
ALR00000152,TR00163197,28,Velocity Check Failed,False Positive,2018-12-09 05:08:31,Ronith Patla,EMP00000126,2019-01-02,2026-07-25 05:53:12.049219,,Fraud Detection System
ALR00000153,TR00109930,31,High Transaction Amount,Resolved,2025-04-28 01:55:29,Onveer Walla,EMP00000012,2025-05-17,2026-07-25 05:53:12.050219,,Fraud Detection System
ALR00000154,TR00129964,53,Card Not Present,Resolved,2026-03-09 14:44:55,Nakul Bhandari,EMP00000075,2026-03-31,2026-07-25 05:53:12.051215,,Fraud Detection System
ALR00000155,TR00030253,69,Multiple Failed Attempts,Resolved,2024-03-05 06:03:17,Aahana Pillay,EMP00000186,2024-03-11,2026-07-25 05:53:12.052223,,Fraud Detection System
ALR00000156,TR00056071,44,High Transaction Amount,Resolved,2026-05-23 09:39:51,Lajita Seshadri,EMP00000235,2026-06-04,2026-07-25 05:53:12.053224,,Fraud Detection System
ALR00000157,TR00084717,50,Blacklisted Merchant,Resolved,2023-10-18 06:21:53,Jyoti Solanki,EMP00000213,2023-10-24,2026-07-25 05:53:12.054223,,Fraud Detection System
