employee_id,branch_id,first_name,last_name,designation,department,hire_date,salary,employee_status,created_at,updated_at,source_system
EMP00000025,BR00000008,Michael,Dutta,Officer,Compliance,2020-12-02,821822.55,Suspended,2026-07-23 01:49:24.027515,,Enterprise System
EMP00000026,BR00000043,Devansh,Rajan,Associate,Risk,2019-07-17,457472.04,Active,2026-07-23 01:49:24.027515,,Enterprise System
EMP00000027,BR00000002,Upadhriti,Wadhwa,Officer,Technology,2015-02-10,832535.81,Active,2026-07-23 01:49:24.027515,,Enterprise System
EMP00000028,BR00000013,Advay,Contractor,Senior Associate,Operations,2024-10-29,797655.22,Active,2026-07-23 01:49:24.027515,,Enterprise System
EMP00000029,BR00000045,Amara,Oak,Officer,Finance,2010-05-09,728016.16,Retired,2026-07-23 01:49:24.027515,,Enterprise System
EMP00000030,BR00000002,Chaaya,Saran,Associate,Compliance,2011-12-09,406160.17,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000031,BR00000042,Sudiksha,Aggarwal,Associate,Risk,2015-07-09,595984.01,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000032,BR00000026,Xiti,Gokhale,Assistant Manager,Technology,2023-10-31,1107220.51,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000033,BR00000008,Hitesh,Misra,Associate,Human Resources,2023-10-31,473594.29,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000034,BR00000035,Rushil,Dua,Officer,Retail Banking,2019-04-12,967797.95,Suspended,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000035,BR00000026,Neel,Zacharia,Manager,Human Resources,2024-08-08,1531304.68,On Leave,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000036,BR00000049,Aadi,Naik,Officer,Technology,2023-03-08,715065.52,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000037,BR00000004,Anirudh,Choudhury,Assistant Manager,Technology,2018-11-27,966669.55,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000038,BR00000049,Damyanti,Khatri,Senior Associate,Customer Service,2008-07-11,778635.7,Retired,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000039,BR00000019,Wridesh,Brar,Manager,Customer Service,2009-06-21,1656044.45,Resigned,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000040,BR00000030,Vedika,Biswas,Senior Associate,Operations,2024-09-06,823096.63,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000041,BR00000003,Jeremiah,Dave,Associate,Risk,2022-09-23,559965.72,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000042,BR00000038,Noah,Lanka,Assistant Manager,Technology,2024-07-05,1213374.22,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000043,BR00000009,Pallavi,Kakar,Associate,Compliance,2024-11-27,408623.39,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000044,BR00000039,Sai,Muni,Manager,Corporate Banking,2020-02-18,1483024.44,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000045,BR00000043,Kashvi,Sarma,Officer,Risk,2024-03-02,719268.66,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000046,BR00000036,Siya,Dara,Senior Associate,Human Resources,2014-12-28,618679.71,Suspended,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000047,BR00000028,Umang,Bhatt,Senior Associate,Retail Banking,2018-01-22,857019.61,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000048,BR00000023,Ansh,Karpe,Senior Associate,Retail Banking,2014-01-18,882822.5,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000049,BR00000021,Abhimanyu,Bobal,Senior Associate,Human Resources,2008-07-23,761466.17,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000050,BR00000042,Veer,Bir,Assistant Manager,Risk,2007-08-17,1144114.74,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000051,BR00000034,Ganga,Bobal,Senior Associate,Human Resources,2024-01-19,700838.86,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000052,BR00000015,Wazir,Mallick,Senior Associate,Operations,2023-01-27,852151.7,Retired,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000053,BR00000035,Tanish,Zacharia,Senior Manager,Customer Service,2011-01-22,2040449.68,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000054,BR00000040,Urvashi,Kibe,Senior Associate,Retail Banking,2022-08-25,625184.24,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000055,BR00000015,Niharika,Gupta,Assistant Manager,Operations,2009-10-07,925142.32,Active,2026-07-23 01:49:24.028512,,Enterprise System
EMP00000056,BR00000023,Gunbir,Sankar,Associate,Finance,2018-08-12,434375.14,Resigned,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000057,BR00000040,Pallavi,Roy,Associate,Human Resources,2022-06-12,413067.88,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000058,BR00000030,Chatura,Chaudhari,Associate,Customer Service,2008-08-14,363021.4,Retired,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000059,BR00000030,Neha,Nori,Associate,Corporate Banking,2010-04-10,545308.26,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000060,BR00000005,Yuvraj,Handa,Assistant Manager,Risk,2013-01-10,999680.34,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000061,BR00000005,Saumya,Dey,Associate,Operations,2020-11-28,468390.27,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000062,BR00000007,Qadim,Mallick,Manager,Technology,2022-04-19,1819678.98,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000063,BR00000010,Zaid,Borra,Associate,Corporate Banking,2021-08-20,544447.97,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000064,BR00000003,Guneet,Bedi,Associate,Retail Banking,2024-12-13,582221.79,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000065,BR00000028,Alexander,Chander,Manager,Human Resources,2014-08-07,1637992.66,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000066,BR00000039,Ojas,Ray,Associate,Risk,2023-01-30,375475.33,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000067,BR00000022,Vasana,Kala,Assistant Manager,Corporate Banking,2020-03-14,1298113.61,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000068,BR00000001,Daniel,Gala,Associate,Customer Service,2019-06-14,457094.5,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000069,BR00000026,Aarnav,Ramakrishnan,Senior Associate,Finance,2015-07-31,603795.65,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000070,BR00000037,Suhani,Mangal,Senior Associate,Human Resources,2020-12-12,888236.27,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000071,BR00000039,Vidhi,Dubey,Assistant Manager,Operations,2013-01-06,1117743.57,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000072,BR00000027,Chaman,Kalla,Senior Manager,Compliance,2008-07-18,2923868.53,Retired,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000073,BR00000031,Darsh,Murthy,Assistant Manager,Technology,2008-07-02,1117787.25,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000074,BR00000038,Chandresh,Sood,Associate,Risk,2023-09-01,557682.75,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000075,BR00000017,Nakul,Bhandari,Manager,Risk,2023-11-02,1850285.77,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000076,BR00000017,Faris,Grewal,Officer,Finance,2008-11-20,708610.0,Suspended,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000077,BR00000012,Ekansh,Keer,Associate,Risk,2020-04-17,438706.24,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000078,BR00000004,Jagdish,Koshy,Associate,Compliance,2026-04-03,488947.76,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000079,BR00000016,Balveer,Bumb,Associate,Risk,2020-10-26,530018.67,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000080,BR00000018,Diya,Lal,Assistant Manager,Technology,2013-07-04,1222951.45,Active,2026-07-23 01:49:24.029513,,Enterprise System
EMP00000081,BR00000004,Dipta,Khare,Assistant Manager,Corporate Banking,2015-08-05,1047117.79,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000082,BR00000021,Meghana,Deep,Associate,Finance,2016-10-06,468315.12,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000083,BR00000009,Tanvi,Mutti,Senior Associate,Customer Service,2009-01-09,699237.39,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000084,BR00000032,Aditya,Shanker,Associate,Compliance,2025-09-17,407634.51,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000085,BR00000023,Harish,Borah,Associate,Customer Service,2024-11-06,587719.39,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000086,BR00000011,Tanay,Toor,Associate,Technology,2015-07-31,419124.91,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000087,BR00000019,Kevin,Palla,Assistant Manager,Compliance,2008-11-23,1390255.32,Suspended,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000088,BR00000037,Yash,Pingle,Associate,Finance,2016-04-02,394860.39,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000089,BR00000011,Nakul,Sarma,Senior Associate,Compliance,2025-01-14,613654.71,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000090,BR00000010,Chasmum,Wadhwa,Associate,Operations,2006-10-28,509467.41,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000091,BR00000027,Chandani,Chawla,Associate,Retail Banking,2011-02-15,493516.05,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000092,BR00000041,Aishani,D’Alia,Senior Associate,Operations,2010-03-14,889649.29,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000093,BR00000046,Nachiket,Magar,Assistant Manager,Corporate Banking,2016-02-22,1311057.82,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000094,BR00000011,Shivansh,Oza,Associate,Retail Banking,2013-06-26,387931.75,On Leave,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000095,BR00000016,Aishani,Tiwari,Manager,Corporate Banking,2023-03-07,1996350.87,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000096,BR00000034,Zayan,Behl,Assistant Manager,Risk,2009-09-12,1287846.77,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000097,BR00000044,Pallavi,Malhotra,Manager,Compliance,2008-01-21,1916100.0,Terminated,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000098,BR00000028,Aarush,Nath,Associate,Retail Banking,2011-01-03,502407.73,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000099,BR00000015,Adweta,Edwin,Manager,Risk,2021-08-03,1775309.02,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000100,BR00000048,Prisha,Andra,Associate,Risk,2010-05-13,393453.39,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000101,BR00000017,Faqid,Dixit,Associate,Technology,2025-02-13,522342.78,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000102,BR00000007,Balendra,Pingle,Associate,Compliance,2026-05-18,526738.96,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000103,BR00000014,Manbir,Sani,Senior Associate,Risk,2010-11-22,877173.31,On Leave,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000104,BR00000041,Benjamin,Morar,Officer,Risk,2018-12-18,827541.69,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000105,BR00000004,Balveer,Parmar,Officer,Compliance,2013-09-14,947989.35,Active,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000106,BR00000010,Zaid,Chauhan,Associate,Compliance,2018-08-04,498761.01,On Leave,2026-07-23 01:49:24.030513,,Enterprise System
EMP00000107,BR00000020,Niharika,Dubey,Manager,Technology,2014-08-12,1474612.19,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000108,BR00000045,Nicholas,Goel,Officer,Compliance,2020-08-01,850141.65,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000109,BR00000025,Aryan,Gola,Associate,Retail Banking,2017-11-10,572355.72,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000110,BR00000008,Nisha,Kothari,Officer,Retail Banking,2015-08-20,727398.07,Terminated,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000111,BR00000010,Nathaniel,Chokshi,Assistant Manager,Retail Banking,2019-07-29,1399786.21,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000112,BR00000038,Balvan,Singhal,Associate,Retail Banking,2014-02-15,540777.25,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000113,BR00000035,Ryan,Sharma,Senior Associate,Technology,2018-06-15,874821.84,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000114,BR00000029,Dalaja,Kari,Senior Associate,Technology,2014-02-21,890716.57,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000115,BR00000004,Arjun,Hans,Senior Associate,Finance,2020-02-11,801040.05,Suspended,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000116,BR00000020,Falguni,Mallick,Associate,Technology,2008-12-01,422054.45,Retired,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000117,BR00000045,Arya,Panchal,Assistant Manager,Customer Service,2023-11-21,918348.57,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000118,BR00000050,Mugdha,Yadav,Associate,Corporate Banking,2017-10-28,592546.18,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000119,BR00000033,Ayaan,D’Alia,Senior Associate,Retail Banking,2015-06-12,797298.12,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000120,BR00000044,Pranav,Lanka,Senior Associate,Risk,2007-11-10,755531.82,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000121,BR00000040,Ikbal,Saraf,Senior Associate,Technology,2018-04-27,827997.16,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000122,BR00000022,Dipta,Sarin,Senior Associate,Compliance,2023-12-16,731434.83,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000123,BR00000040,Jack,Rajan,Associate,Risk,2026-03-05,527445.71,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000124,BR00000043,Ranveer,Kumar,Associate,Human Resources,2008-01-25,373302.3,Terminated,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000125,BR00000035,Rajata,Agarwal,Manager,Technology,2024-03-31,1968236.45,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000126,BR00000001,Ronith,Patla,Associate,Compliance,2021-03-25,477218.0,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000127,BR00000050,Ekaraj,Narayanan,Assistant Manager,Technology,2017-03-28,1021865.45,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000128,BR00000029,Jeet,Mital,Senior Associate,Customer Service,2023-10-24,823887.76,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000129,BR00000050,Dayamai,Rege,Associate,Human Resources,2017-08-27,434968.81,On Leave,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000130,BR00000048,Neha,Merchant,Associate,Retail Banking,2025-06-02,420709.75,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000131,BR00000048,Joshua,Handa,Senior Associate,Technology,2020-11-11,859578.18,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000132,BR00000050,Ladli,Ghosh,Senior Associate,Finance,2025-12-02,765575.23,Active,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000133,BR00000013,Charvi,Ravi,Senior Associate,Finance,2025-03-14,860880.5,Terminated,2026-07-23 01:49:24.031513,,Enterprise System
EMP00000134,BR00000016,Aadi,Modi,Associate,Human Resources,2016-04-26,408390.61,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000135,BR00000018,Shivansh,Sani,Associate,Technology,2026-04-16,526306.97,On Leave,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000136,BR00000024,Ekanta,Shroff,Senior Associate,Operations,2021-08-03,748598.59,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000137,BR00000034,Riya,Kala,Senior Associate,Finance,2023-12-13,860910.09,Resigned,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000138,BR00000029,Urvashi,Gara,Senior Associate,Customer Service,2009-06-10,873132.5,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000139,BR00000030,Bhanumati,Varma,Associate,Operations,2017-12-17,368707.06,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000140,BR00000021,Girik,Keer,Associate,Human Resources,2017-02-12,512459.16,Suspended,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000141,BR00000024,Umang,Issac,Assistant Manager,Customer Service,2011-07-28,1090004.7,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000142,BR00000004,Aryan,Batra,Officer,Technology,2014-11-20,961714.91,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000143,BR00000008,Vaishnavi,Bora,Associate,Compliance,2022-01-19,599356.48,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000144,BR00000013,Oeshi,Hayer,Senior Associate,Corporate Banking,2019-08-15,828110.91,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000145,BR00000014,Warda,Ratta,Associate,Operations,2014-11-10,523500.29,Resigned,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000146,BR00000031,Manbir,Ahluwalia,Associate,Retail Banking,2010-03-08,423341.94,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000147,BR00000014,Pavani,Kanda,Associate,Customer Service,2012-07-16,453012.94,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000148,BR00000020,Zarna,Shetty,Associate,Operations,2008-04-07,369742.09,Resigned,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000149,BR00000009,Zaid,Dara,Officer,Risk,2022-02-01,849300.18,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000150,BR00000019,Kiaan,Shetty,Associate,Compliance,2024-08-17,464892.62,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000151,BR00000015,Edhitha,Savant,Manager,Technology,2023-09-25,1940725.65,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000152,BR00000046,Pooja,Sehgal,Associate,Technology,2011-12-21,586308.91,Terminated,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000153,BR00000018,Vaishnavi,Sengupta,Associate,Human Resources,2015-05-18,522578.38,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000154,BR00000036,Yug,Malhotra,Associate,Human Resources,2024-04-17,563333.86,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000155,BR00000015,Vedhika,Khare,Senior Associate,Finance,2015-11-25,772443.58,Terminated,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000156,BR00000021,Ria,Brahmbhatt,Associate,Human Resources,2016-04-11,418620.1,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000157,BR00000024,Wahab,Magar,Officer,Retail Banking,2017-12-25,973185.09,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000158,BR00000050,Ekaja,Zachariah,Assistant Manager,Compliance,2009-04-19,1287870.49,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000159,BR00000008,Lakshit,Dora,Assistant Manager,Risk,2014-06-05,1218308.94,Active,2026-07-23 01:49:24.032513,,Enterprise System
EMP00000160,BR00000028,Leela,Dua,Officer,Operations,2013-11-01,888474.43,Resigned,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000161,BR00000002,Devansh,Sachdeva,Officer,Compliance,2020-06-04,936583.15,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000162,BR00000004,Ganga,Shukla,Senior Associate,Operations,2020-09-14,627040.01,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000163,BR00000022,David,Jhaveri,Officer,Operations,2020-11-07,760238.44,On Leave,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000164,BR00000026,Lopa,Bahri,Manager,Finance,2026-02-22,1718511.42,Retired,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000165,BR00000014,Lajita,Sood,Assistant Manager,Compliance,2006-10-04,1357024.48,Retired,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000166,BR00000020,Indira,Misra,Senior Manager,Compliance,2019-10-29,3119839.03,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000167,BR00000006,Oni,Yohannan,Associate,Corporate Banking,2025-02-20,385189.25,Terminated,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000168,BR00000047,Thomas,Sura,Assistant Manager,Human Resources,2014-01-08,1383634.87,On Leave,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000169,BR00000041,Anjali,Sarin,Senior Associate,Human Resources,2023-01-30,604175.6,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000170,BR00000011,Ayush,Ramachandran,Senior Associate,Compliance,2017-12-29,775368.03,On Leave,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000171,BR00000036,Nidhi,Gandhi,Manager,Corporate Banking,2022-06-17,1804901.93,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000172,BR00000023,Joshua,Walla,Officer,Customer Service,2007-06-23,798401.88,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000173,BR00000045,Meera,Bala,Officer,Technology,2009-05-31,972816.29,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000174,BR00000049,Priya,Deshmukh,Senior Associate,Operations,2022-04-07,613604.04,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000175,BR00000005,Qabil,Bedi,Senior Manager,Corporate Banking,2015-05-30,2145788.0,Resigned,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000176,BR00000028,Ladli,Narang,Associate,Technology,2013-10-04,442752.88,Retired,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000177,BR00000013,Suhani,Narain,Officer,Customer Service,2018-01-15,825738.03,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000178,BR00000032,Ladli,Mall,Associate,Human Resources,2020-11-25,513730.47,Suspended,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000179,BR00000048,Zayyan,Bumb,Officer,Compliance,2022-07-23,709814.89,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000180,BR00000047,Anirudh,Zacharia,Senior Associate,Risk,2008-04-30,856635.06,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000181,BR00000020,Inaya,Kapur,Officer,Customer Service,2008-11-21,970508.86,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000182,BR00000007,Banjeet,Balasubramanian,Associate,Compliance,2014-12-21,397452.14,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000183,BR00000027,Ryan,Bahri,Assistant Manager,Technology,2011-09-28,945836.71,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000184,BR00000041,William,Date,Officer,Retail Banking,2022-09-02,715173.55,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000185,BR00000015,Ishwar,Kamdar,Senior Manager,Risk,2022-05-19,2102915.23,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000186,BR00000010,Aahana,Pillay,Associate,Risk,2012-04-07,553263.25,Active,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000187,BR00000011,Ishwar,Gade,Assistant Manager,Retail Banking,2017-02-20,1038637.42,Terminated,2026-07-23 01:49:24.033512,,Enterprise System
EMP00000188,BR00000032,Hritik,Bal,Senior Manager,Customer Service,2017-03-03,2375981.3,Active,2026-07-23 01:49:24.034512,,Enterprise System
EMP00000189,BR00000036,Keya,Ranganathan,Officer,Retail Banking,2013-04-21,739540.97,Active,2026-07-23 01:49:24.034512,,Enterprise System
