account_id,customer_id,branch_id,account_opened_branch_id,account_number,account_type,currency,account_status,open_date,current_balance,interest_rate,account_created_city,account_created_state,created_at,updated_at,source_system
ACC00007743,CUST00006198,BR00000078,BR00000078,384142206110,Current,INR,Active,2011-03-08,1316393.74,0.0,KUSHI NAGAR,UTTAR PRADESH,2026-08-03 12:22:46.305096,,Enterprise System
ACC00007744,CUST00006500,BR00000080,BR00000080,454315526023,Recurring Deposit,INR,Active,2025-04-15,491979.34,6.25,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.305096,,Enterprise System
ACC00007745,CUST00006154,BR00000080,BR00000080,348968360782,Savings,INR,Active,2023-06-29,336788.26,4.24,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.305096,,Enterprise System
ACC00007746,CUST00006293,BR00000080,BR00000080,634897693763,Savings,INR,Active,2018-11-16,127406.29,4.22,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.306102,,Enterprise System
ACC00007747,CUST00006086,BR00000079,BR00000079,303539646196,Salary,INR,Active,2006-10-07,146223.19,3.38,SALEM,TAMIL NADU,2026-08-03 12:22:46.306102,,Enterprise System
ACC00007748,CUST00006188,BR00000079,BR00000076,481566560890,Savings,INR,Active,2007-10-09,445009.45,4.4,VIKARABAD,TELANGANA,2026-08-03 12:22:46.306102,,Enterprise System
ACC00007749,CUST00006497,BR00000079,BR00000079,277046405119,Savings,INR,Active,2026-06-08,282383.01,3.14,SALEM,TAMIL NADU,2026-08-03 12:22:46.307098,,Enterprise System
ACC00007750,CUST00006254,BR00000080,BR00000080,190762711477,Savings,INR,Active,2019-02-23,52512.37,4.41,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.307098,,Enterprise System
ACC00007751,CUST00006215,BR00000078,BR00000078,859014933035,Savings,INR,Active,2006-08-12,459532.28,3.27,KUSHI NAGAR,UTTAR PRADESH,2026-08-03 12:22:46.307098,,Enterprise System
ACC00007752,CUST00006264,BR00000078,BR00000078,282544874567,Savings,INR,Active,2025-11-28,161554.96,3.73,KUSHI NAGAR,UTTAR PRADESH,2026-08-03 12:22:46.307098,,Enterprise System
ACC00007753,CUST00006501,BR00000079,BR00000079,441646868871,Salary,INR,Active,2006-08-15,276494.56,2.8,SALEM,TAMIL NADU,2026-08-03 12:22:46.307098,,Enterprise System
ACC00007754,CUST00006616,BR00000078,BR00000078,770426747126,Fixed Deposit,INR,Dormant,2024-06-28,2971598.9,7.06,KUSHI NAGAR,UTTAR PRADESH,2026-08-03 12:22:46.308090,,Enterprise System
ACC00007755,CUST00006624,BR00000080,BR00000080,363523256441,Current,INR,Dormant,2025-06-14,1197299.15,0.0,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.308090,,Enterprise System
ACC00007756,CUST00006246,BR00000077,BR00000080,713019862755,Savings,INR,Closed,2009-12-10,428925.98,4.47,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.308090,,Enterprise System
ACC00007757,CUST00006540,BR00000080,BR00000080,105806271033,Savings,INR,Active,2023-07-16,34656.46,2.83,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.308090,,Enterprise System
ACC00007758,CUST00006260,BR00000079,BR00000078,357018101467,Savings,INR,Active,2019-09-09,141894.0,3.3,KUSHI NAGAR,UTTAR PRADESH,2026-08-03 12:22:46.308090,,Enterprise System
ACC00007759,CUST00006168,BR00000079,BR00000076,461981099515,Savings,INR,Active,2018-10-27,231489.62,3.81,VIKARABAD,TELANGANA,2026-08-03 12:22:46.309859,,Enterprise System
ACC00007760,CUST00006142,BR00000079,BR00000079,493148778312,Fixed Deposit,INR,Active,2022-10-18,2771933.89,5.66,SALEM,TAMIL NADU,2026-08-03 12:22:46.309859,,Enterprise System
ACC00007761,CUST00006712,BR00000076,BR00000076,488127702102,Savings,INR,Active,2019-03-27,46824.6,3.16,VIKARABAD,TELANGANA,2026-08-03 12:22:46.309859,,Enterprise System
ACC00007762,CUST00006239,BR00000077,BR00000077,359189305478,Current,INR,Active,2013-03-07,2758006.82,0.0,UDALGURI,ASSAM,2026-08-03 12:22:46.310711,,Enterprise System
ACC00007763,CUST00006638,BR00000078,BR00000078,753409485616,Savings,INR,Dormant,2024-01-25,88162.55,3.21,KUSHI NAGAR,UTTAR PRADESH,2026-08-03 12:22:46.310711,,Enterprise System
ACC00007764,CUST00006423,BR00000079,BR00000079,857368267213,Current,INR,Active,2022-05-25,299694.47,0.0,SALEM,TAMIL NADU,2026-08-03 12:22:46.310711,,Enterprise System
ACC00007765,CUST00006636,BR00000077,BR00000077,326685538710,NRO,AED,Active,2025-04-18,262307.0,3.39,UDALGURI,ASSAM,2026-08-03 12:22:46.310711,,Enterprise System
ACC00007766,CUST00006304,BR00000076,BR00000076,288503335215,Savings,INR,Active,2023-07-29,312698.44,3.08,VIKARABAD,TELANGANA,2026-08-03 12:22:46.310711,,Enterprise System
ACC00007767,CUST00006648,BR00000080,BR00000080,486298180008,Savings,INR,Dormant,2008-02-01,296497.53,3.18,TIRUNELVELI,TAMIL NADU,2026-08-03 12:22:46.310711,,Enterprise System
ACC00007768,CUST00006037,BR00000077,BR00000077,479905967145,Salary,INR,Active,2013-10-18,196623.58,3.2,UDALGURI,ASSAM,2026-08-03 12:22:46.311786,,Enterprise System
ACC00007769,CUST00006561,BR00000079,BR00000079,929204138215,Savings,INR,Active,2012-09-25,444029.76,3.11,SALEM,TAMIL NADU,2026-08-03 12:22:46.311786,,Enterprise System
ACC00007770,CUST00006339,BR00000077,BR00000077,108056614278,Savings,INR,Active,2018-04-11,148207.76,2.58,UDALGURI,ASSAM,2026-08-03 12:22:46.311786,,Enterprise System
