employee_id,branch_id,first_name,last_name,designation,department,hire_date,salary,employee_status,created_at,updated_at,source_system
EMP00000428,BR00000076,Bhavani,Dhar,Assistant Manager,Operations,2025-10-04,1383701.0,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000429,BR00000079,Krisha,Rau,Associate,Operations,2014-11-16,368859.06,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000430,BR00000078,David,Vaidya,Manager,Risk,2021-11-15,1419987.57,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000431,BR00000080,Falguni,Radhakrishnan,Associate,Retail Banking,2010-09-20,479773.98,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000432,BR00000078,Ijaya,Radhakrishnan,Senior Associate,Human Resources,2026-03-05,812670.41,On Leave,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000433,BR00000078,Damyanti,Chaudhry,Assistant Manager,Customer Service,2021-12-28,959613.62,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000434,BR00000076,Jonathan,Sani,Associate,Customer Service,2018-11-08,553469.52,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000435,BR00000076,Tripti,Morar,Associate,Operations,2013-02-02,598292.33,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000436,BR00000078,Ansh,Sankaran,Officer,Retail Banking,2009-05-27,769893.14,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000437,BR00000079,Radhika,Balakrishnan,Associate,Retail Banking,2016-05-19,358405.06,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000438,BR00000079,Advika,Kaur,Associate,Operations,2008-01-28,384314.63,Active,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000439,BR00000076,Nikita,Deshmukh,Senior Associate,Human Resources,2013-11-01,714345.11,Terminated,2026-08-03 12:22:27.237639,,Enterprise System
EMP00000440,BR00000080,Megha,Nagar,Officer,Customer Service,2024-09-15,700356.02,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000441,BR00000080,Imaran,Kumer,Associate,Human Resources,2008-05-11,586553.38,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000442,BR00000077,Shravya,Kapadia,Associate,Technology,2018-09-29,509973.63,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000443,BR00000077,Abhimanyu,Bal,Manager,Compliance,2022-05-31,1466247.31,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000444,BR00000076,Omkaar,Sandal,Associate,Corporate Banking,2014-11-14,457685.39,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000445,BR00000078,Girindra,Dugar,Associate,Operations,2018-08-10,409577.47,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000446,BR00000080,Rajeshri,Grover,Assistant Manager,Technology,2022-10-31,1299131.43,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000447,BR00000080,Gaurika,Deol,Assistant Manager,Compliance,2025-09-07,1036303.85,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000448,BR00000080,Suhani,Ahuja,Senior Associate,Risk,2020-06-16,789089.4,Suspended,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000449,BR00000079,Tejas,Dewan,Associate,Operations,2022-08-16,383191.27,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000450,BR00000080,Watika,Chowdhury,Senior Associate,Human Resources,2013-10-25,862459.08,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000451,BR00000078,Urishilla,Dash,Assistant Manager,Retail Banking,2019-05-04,1203639.25,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000452,BR00000077,Atharv,Keer,Officer,Corporate Banking,2019-10-23,798706.63,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000453,BR00000080,Ekani,Subramanian,Senior Associate,Customer Service,2008-10-09,613987.75,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000454,BR00000078,Nidra,Naidu,Associate,Corporate Banking,2014-03-16,398369.73,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000455,BR00000077,Chameli,Sodhi,Senior Associate,Retail Banking,2025-11-13,833441.61,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000456,BR00000078,Gagan,Bedi,Officer,Corporate Banking,2010-02-06,962108.88,Retired,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000457,BR00000079,Vrishti,Batra,Associate,Finance,2024-11-26,599946.08,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000458,BR00000079,Jalsa,Dar,Senior Manager,Customer Service,2017-05-27,2298971.93,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000459,BR00000078,Anita,Parmer,Officer,Retail Banking,2015-11-25,998894.51,Active,2026-08-03 12:22:27.239229,,Enterprise System
EMP00000460,BR00000078,Sathvik,Grover,Associate,Compliance,2017-12-27,411285.25,Active,2026-08-03 12:22:27.239229,,Enterprise System
