alert_id,transaction_id,fraud_score,alert_reason,alert_status,alert_timestamp,assigned_to,assignee_emp_id,resolution_date,created_at,updated_at,source_system
ALR00003445,TR00460505,12,Blacklisted Merchant,Under Investigation,2017-05-31 07:26:42,Jagat Bath,EMP00000427,,2026-08-03 12:23:25.796984,,Fraud Detection System
ALR00003446,TR00466739,42,Unusual Spending Pattern,Open,2019-09-21 11:58:07,,,,2026-08-03 12:23:25.797992,,Fraud Detection System
ALR00003447,TR00450429,38,High Transaction Amount,False Positive,2011-03-01 01:47:11,Gaurika Deol,EMP00000447,2011-03-12,2026-08-03 12:23:25.797992,,Fraud Detection System
ALR00003448,TR00469037,18,Velocity Check Failed,Resolved,2025-07-26 08:41:55,Tanish Vohra,EMP00000396,2025-07-28,2026-08-03 12:23:25.799590,,Fraud Detection System
ALR00003449,TR00451617,93,Velocity Check Failed,Under Investigation,2015-09-04 05:40:42,Abhimanyu Bal,EMP00000443,,2026-08-03 12:23:25.799590,,Fraud Detection System
ALR00003450,TR00450607,65,Unusual Spending Pattern,Resolved,2026-03-31 02:26:09,Shivansh Bhagat,EMP00000390,2026-04-24,2026-08-03 12:23:25.800686,,Fraud Detection System
ALR00003451,TR00455302,80,Unusual Spending Pattern,False Positive,2015-01-12 06:04:27,Jagat Bath,EMP00000427,2015-02-04,2026-08-03 12:23:25.801938,,Fraud Detection System
ALR00003452,TR00463675,80,Unusual Spending Pattern,Under Investigation,2025-05-14 11:51:54,Kalpit Balan,EMP00000409,,2026-08-03 12:23:25.801938,,Fraud Detection System
ALR00003453,TR00467762,68,Location Mismatch,Open,2019-04-12 17:19:38,,,,2026-08-03 12:23:25.803040,,Fraud Detection System
ALR00003454,TR00458234,33,High Transaction Amount,Resolved,2023-07-23 00:02:53,Geetika Kumer,EMP00000388,2023-08-18,2026-08-03 12:23:25.803040,,Fraud Detection System
ALR00003455,TR00452698,38,High Transaction Amount,False Positive,2017-07-12 23:12:15,Vincent Johal,EMP00000421,2017-07-26,2026-08-03 12:23:25.804045,,Fraud Detection System
ALR00003456,TR00457990,9,Velocity Check Failed,Resolved,2020-08-10 06:07:09,Kalpit Balan,EMP00000409,2020-09-08,2026-08-03 12:23:25.805059,,Fraud Detection System
ALR00003457,TR00456415,33,High Transaction Amount,False Positive,2020-01-16 19:54:33,Bhavya Ranganathan,EMP00000412,2020-01-26,2026-08-03 12:23:25.806052,,Fraud Detection System
