employee_id,branch_id,first_name,last_name,designation,department,hire_date,salary,employee_status,created_at,updated_at,source_system
EMP00000037,BR00000004,Anirudh,Choudhury,Assistant Manager,Technology,2018-12-08,966669.55,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000038,BR00000049,Damyanti,Khatri,Senior Associate,Customer Service,2008-07-22,778635.7,Retired,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000039,BR00000019,Wridesh,Brar,Manager,Customer Service,2009-07-02,1656044.45,Resigned,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000040,BR00000030,Vedika,Biswas,Senior Associate,Operations,2024-09-17,823096.63,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000041,BR00000003,Jeremiah,Dave,Associate,Risk,2022-10-04,559965.72,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000042,BR00000038,Noah,Lanka,Assistant Manager,Technology,2024-07-16,1213374.22,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000043,BR00000009,Pallavi,Kakar,Associate,Compliance,2024-12-08,408623.39,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000044,BR00000039,Sai,Muni,Manager,Corporate Banking,2020-02-29,1483024.44,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000045,BR00000043,Kashvi,Sarma,Officer,Risk,2024-03-13,719268.66,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000046,BR00000036,Siya,Dara,Senior Associate,Human Resources,2015-01-08,618679.71,Suspended,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000047,BR00000028,Umang,Bhatt,Senior Associate,Retail Banking,2018-02-02,857019.61,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000048,BR00000023,Ansh,Karpe,Senior Associate,Retail Banking,2014-01-29,882822.5,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000049,BR00000021,Abhimanyu,Bobal,Senior Associate,Human Resources,2008-08-03,761466.17,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000050,BR00000042,Veer,Bir,Assistant Manager,Risk,2007-08-28,1144114.74,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000051,BR00000034,Ganga,Bobal,Senior Associate,Human Resources,2024-01-30,700838.86,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000052,BR00000015,Wazir,Mallick,Senior Associate,Operations,2023-02-07,852151.7,Retired,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000053,BR00000035,Tanish,Zacharia,Senior Manager,Customer Service,2011-02-02,2040449.68,Active,2026-08-03 11:19:26.803574,,Enterprise System
EMP00000054,BR00000040,Urvashi,Kibe,Senior Associate,Retail Banking,2022-09-05,625184.24,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000055,BR00000015,Niharika,Gupta,Assistant Manager,Operations,2009-10-18,925142.32,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000056,BR00000023,Gunbir,Sankar,Associate,Finance,2018-08-23,434375.14,Resigned,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000057,BR00000040,Pallavi,Roy,Associate,Human Resources,2022-06-23,413067.88,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000058,BR00000030,Chatura,Chaudhari,Associate,Customer Service,2008-08-25,363021.4,Retired,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000059,BR00000030,Neha,Nori,Associate,Corporate Banking,2010-04-21,545308.26,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000060,BR00000005,Yuvraj,Handa,Assistant Manager,Risk,2013-01-21,999680.34,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000061,BR00000005,Saumya,Dey,Associate,Operations,2020-12-09,468390.27,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000062,BR00000007,Qadim,Mallick,Manager,Technology,2022-04-30,1819678.98,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000063,BR00000010,Zaid,Borra,Associate,Corporate Banking,2021-08-31,544447.97,Active,2026-08-03 11:19:26.804575,,Enterprise System
EMP00000064,BR00000003,Guneet,Bedi,Associate,Retail Banking,2024-12-24,582221.79,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000065,BR00000028,Alexander,Chander,Manager,Human Resources,2014-08-18,1637992.66,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000066,BR00000039,Ojas,Ray,Associate,Risk,2023-02-10,375475.33,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000067,BR00000022,Vasana,Kala,Assistant Manager,Corporate Banking,2020-03-25,1298113.61,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000068,BR00000001,Daniel,Gala,Associate,Customer Service,2019-06-25,457094.5,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000069,BR00000026,Aarnav,Ramakrishnan,Senior Associate,Finance,2015-08-11,603795.65,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000070,BR00000037,Suhani,Mangal,Senior Associate,Human Resources,2020-12-23,888236.27,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000071,BR00000039,Vidhi,Dubey,Assistant Manager,Operations,2013-01-17,1117743.57,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000072,BR00000027,Chaman,Kalla,Senior Manager,Compliance,2008-07-29,2923868.53,Retired,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000073,BR00000031,Darsh,Murthy,Assistant Manager,Technology,2008-07-13,1117787.25,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000074,BR00000038,Chandresh,Sood,Associate,Risk,2023-09-12,557682.75,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000075,BR00000017,Nakul,Bhandari,Manager,Risk,2023-11-13,1850285.77,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000076,BR00000017,Faris,Grewal,Officer,Finance,2008-12-01,708610.0,Suspended,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000077,BR00000012,Ekansh,Keer,Associate,Risk,2020-04-28,438706.24,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000078,BR00000004,Jagdish,Koshy,Associate,Compliance,2026-04-14,488947.76,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000079,BR00000016,Balveer,Bumb,Associate,Risk,2020-11-06,530018.67,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000080,BR00000018,Diya,Lal,Assistant Manager,Technology,2013-07-15,1222951.45,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000081,BR00000004,Dipta,Khare,Assistant Manager,Corporate Banking,2015-08-16,1047117.79,Active,2026-08-03 11:19:26.805078,,Enterprise System
EMP00000082,BR00000021,Meghana,Deep,Associate,Finance,2016-10-17,468315.12,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000083,BR00000009,Tanvi,Mutti,Senior Associate,Customer Service,2009-01-20,699237.39,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000084,BR00000032,Aditya,Shanker,Associate,Compliance,2025-09-28,407634.51,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000085,BR00000023,Harish,Borah,Associate,Customer Service,2024-11-17,587719.39,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000086,BR00000011,Tanay,Toor,Associate,Technology,2015-08-11,419124.91,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000087,BR00000019,Kevin,Palla,Assistant Manager,Compliance,2008-12-04,1390255.32,Suspended,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000088,BR00000037,Yash,Pingle,Associate,Finance,2016-04-13,394860.39,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000089,BR00000011,Nakul,Sarma,Senior Associate,Compliance,2025-01-25,613654.71,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000090,BR00000010,Chasmum,Wadhwa,Associate,Operations,2006-11-08,509467.41,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000091,BR00000027,Chandani,Chawla,Associate,Retail Banking,2011-02-26,493516.05,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000092,BR00000041,Aishani,D’Alia,Senior Associate,Operations,2010-03-25,889649.29,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000093,BR00000046,Nachiket,Magar,Assistant Manager,Corporate Banking,2016-03-04,1311057.82,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000094,BR00000011,Shivansh,Oza,Associate,Retail Banking,2013-07-07,387931.75,On Leave,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000095,BR00000016,Aishani,Tiwari,Manager,Corporate Banking,2023-03-18,1996350.87,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000096,BR00000034,Zayan,Behl,Assistant Manager,Risk,2009-09-23,1287846.77,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000097,BR00000044,Pallavi,Malhotra,Manager,Compliance,2008-02-01,1916100.0,Terminated,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000098,BR00000028,Aarush,Nath,Associate,Retail Banking,2011-01-14,502407.73,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000099,BR00000015,Adweta,Edwin,Manager,Risk,2021-08-14,1775309.02,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000100,BR00000048,Prisha,Andra,Associate,Risk,2010-05-24,393453.39,Active,2026-08-03 11:19:26.806096,,Enterprise System
EMP00000101,BR00000017,Faqid,Dixit,Associate,Technology,2025-02-24,522342.78,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000102,BR00000007,Balendra,Pingle,Associate,Compliance,2026-05-29,526738.96,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000103,BR00000014,Manbir,Sani,Senior Associate,Risk,2010-12-03,877173.31,On Leave,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000104,BR00000041,Benjamin,Morar,Officer,Risk,2018-12-29,827541.69,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000105,BR00000004,Balveer,Parmar,Officer,Compliance,2013-09-25,947989.35,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000106,BR00000010,Zaid,Chauhan,Associate,Compliance,2018-08-15,498761.01,On Leave,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000107,BR00000020,Niharika,Dubey,Manager,Technology,2014-08-23,1474612.19,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000108,BR00000045,Nicholas,Goel,Officer,Compliance,2020-08-12,850141.65,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000109,BR00000025,Aryan,Gola,Associate,Retail Banking,2017-11-21,572355.72,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000110,BR00000008,Nisha,Kothari,Officer,Retail Banking,2015-08-31,727398.07,Terminated,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000111,BR00000010,Nathaniel,Chokshi,Assistant Manager,Retail Banking,2019-08-09,1399786.21,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000112,BR00000038,Balvan,Singhal,Associate,Retail Banking,2014-02-26,540777.25,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000113,BR00000035,Ryan,Sharma,Senior Associate,Technology,2018-06-26,874821.84,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000114,BR00000029,Dalaja,Kari,Senior Associate,Technology,2014-03-04,890716.57,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000115,BR00000004,Arjun,Hans,Senior Associate,Finance,2020-02-22,801040.05,Suspended,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000116,BR00000020,Falguni,Mallick,Associate,Technology,2008-12-12,422054.45,Retired,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000117,BR00000045,Arya,Panchal,Assistant Manager,Customer Service,2023-12-02,918348.57,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000118,BR00000050,Mugdha,Yadav,Associate,Corporate Banking,2017-11-08,592546.18,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000119,BR00000033,Ayaan,D’Alia,Senior Associate,Retail Banking,2015-06-23,797298.12,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000120,BR00000044,Pranav,Lanka,Senior Associate,Risk,2007-11-21,755531.82,Active,2026-08-03 11:19:26.807090,,Enterprise System
EMP00000121,BR00000040,Ikbal,Saraf,Senior Associate,Technology,2018-05-08,827997.16,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000122,BR00000022,Dipta,Sarin,Senior Associate,Compliance,2023-12-27,731434.83,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000123,BR00000040,Jack,Rajan,Associate,Risk,2026-03-16,527445.71,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000124,BR00000043,Ranveer,Kumar,Associate,Human Resources,2008-02-05,373302.3,Terminated,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000125,BR00000035,Rajata,Agarwal,Manager,Technology,2024-04-11,1968236.45,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000126,BR00000001,Ronith,Patla,Associate,Compliance,2021-04-05,477218.0,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000127,BR00000050,Ekaraj,Narayanan,Assistant Manager,Technology,2017-04-08,1021865.45,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000128,BR00000029,Jeet,Mital,Senior Associate,Customer Service,2023-11-04,823887.76,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000129,BR00000050,Dayamai,Rege,Associate,Human Resources,2017-09-07,434968.81,On Leave,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000130,BR00000048,Neha,Merchant,Associate,Retail Banking,2025-06-13,420709.75,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000131,BR00000048,Joshua,Handa,Senior Associate,Technology,2020-11-22,859578.18,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000132,BR00000050,Ladli,Ghosh,Senior Associate,Finance,2025-12-13,765575.23,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000133,BR00000013,Charvi,Ravi,Senior Associate,Finance,2025-03-25,860880.5,Terminated,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000134,BR00000016,Aadi,Modi,Associate,Human Resources,2016-05-07,408390.61,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000135,BR00000018,Shivansh,Sani,Associate,Technology,2026-04-27,526306.97,On Leave,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000136,BR00000024,Ekanta,Shroff,Senior Associate,Operations,2021-08-14,748598.59,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000137,BR00000034,Riya,Kala,Senior Associate,Finance,2023-12-24,860910.09,Resigned,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000138,BR00000029,Urvashi,Gara,Senior Associate,Customer Service,2009-06-21,873132.5,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000139,BR00000030,Bhanumati,Varma,Associate,Operations,2017-12-28,368707.06,Active,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000140,BR00000021,Girik,Keer,Associate,Human Resources,2017-02-23,512459.16,Suspended,2026-08-03 11:19:26.808086,,Enterprise System
EMP00000141,BR00000024,Umang,Issac,Assistant Manager,Customer Service,2011-08-08,1090004.7,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000142,BR00000004,Aryan,Batra,Officer,Technology,2014-12-01,961714.91,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000143,BR00000008,Vaishnavi,Bora,Associate,Compliance,2022-01-30,599356.48,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000144,BR00000013,Oeshi,Hayer,Senior Associate,Corporate Banking,2019-08-26,828110.91,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000145,BR00000014,Warda,Ratta,Associate,Operations,2014-11-21,523500.29,Resigned,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000146,BR00000031,Manbir,Ahluwalia,Associate,Retail Banking,2010-03-19,423341.94,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000147,BR00000014,Pavani,Kanda,Associate,Customer Service,2012-07-27,453012.94,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000148,BR00000020,Zarna,Shetty,Associate,Operations,2008-04-18,369742.09,Resigned,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000149,BR00000009,Zaid,Dara,Officer,Risk,2022-02-12,849300.18,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000150,BR00000019,Kiaan,Shetty,Associate,Compliance,2024-08-28,464892.62,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000151,BR00000015,Edhitha,Savant,Manager,Technology,2023-10-06,1940725.65,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000152,BR00000046,Pooja,Sehgal,Associate,Technology,2012-01-01,586308.91,Terminated,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000153,BR00000018,Vaishnavi,Sengupta,Associate,Human Resources,2015-05-29,522578.38,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000154,BR00000036,Yug,Malhotra,Associate,Human Resources,2024-04-28,563333.86,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000155,BR00000015,Vedhika,Khare,Senior Associate,Finance,2015-12-06,772443.58,Terminated,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000156,BR00000021,Ria,Brahmbhatt,Associate,Human Resources,2016-04-22,418620.1,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000157,BR00000024,Wahab,Magar,Officer,Retail Banking,2018-01-05,973185.09,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000158,BR00000050,Ekaja,Zachariah,Assistant Manager,Compliance,2009-04-30,1287870.49,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000159,BR00000008,Lakshit,Dora,Assistant Manager,Risk,2014-06-16,1218308.94,Active,2026-08-03 11:19:26.809088,,Enterprise System
EMP00000160,BR00000028,Leela,Dua,Officer,Operations,2013-11-12,888474.43,Resigned,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000161,BR00000002,Devansh,Sachdeva,Officer,Compliance,2020-06-15,936583.15,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000162,BR00000004,Ganga,Shukla,Senior Associate,Operations,2020-09-25,627040.01,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000163,BR00000022,David,Jhaveri,Officer,Operations,2020-11-18,760238.44,On Leave,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000164,BR00000026,Lopa,Bahri,Manager,Finance,2026-03-05,1718511.42,Retired,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000165,BR00000014,Lajita,Sood,Assistant Manager,Compliance,2006-10-15,1357024.48,Retired,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000166,BR00000020,Indira,Misra,Senior Manager,Compliance,2019-11-09,3119839.03,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000167,BR00000006,Oni,Yohannan,Associate,Corporate Banking,2025-03-03,385189.25,Terminated,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000168,BR00000047,Thomas,Sura,Assistant Manager,Human Resources,2014-01-19,1383634.87,On Leave,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000169,BR00000041,Anjali,Sarin,Senior Associate,Human Resources,2023-02-10,604175.6,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000170,BR00000011,Ayush,Ramachandran,Senior Associate,Compliance,2018-01-09,775368.03,On Leave,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000171,BR00000036,Nidhi,Gandhi,Manager,Corporate Banking,2022-06-28,1804901.93,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000172,BR00000023,Joshua,Walla,Officer,Customer Service,2007-07-04,798401.88,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000173,BR00000045,Meera,Bala,Officer,Technology,2009-06-11,972816.29,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000174,BR00000049,Priya,Deshmukh,Senior Associate,Operations,2022-04-18,613604.04,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000175,BR00000005,Qabil,Bedi,Senior Manager,Corporate Banking,2015-06-10,2145788.0,Resigned,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000176,BR00000028,Ladli,Narang,Associate,Technology,2013-10-15,442752.88,Retired,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000177,BR00000013,Suhani,Narain,Officer,Customer Service,2018-01-26,825738.03,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000178,BR00000032,Ladli,Mall,Associate,Human Resources,2020-12-06,513730.47,Suspended,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000179,BR00000048,Zayyan,Bumb,Officer,Compliance,2022-08-03,709814.89,Active,2026-08-03 11:19:26.810087,,Enterprise System
EMP00000180,BR00000047,Anirudh,Zacharia,Senior Associate,Risk,2008-05-11,856635.06,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000181,BR00000020,Inaya,Kapur,Officer,Customer Service,2008-12-02,970508.86,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000182,BR00000007,Banjeet,Balasubramanian,Associate,Compliance,2015-01-01,397452.14,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000183,BR00000027,Ryan,Bahri,Assistant Manager,Technology,2011-10-09,945836.71,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000184,BR00000041,William,Date,Officer,Retail Banking,2022-09-13,715173.55,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000185,BR00000015,Ishwar,Kamdar,Senior Manager,Risk,2022-05-30,2102915.23,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000186,BR00000010,Aahana,Pillay,Associate,Risk,2012-04-18,553263.25,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000187,BR00000011,Ishwar,Gade,Assistant Manager,Retail Banking,2017-03-03,1038637.42,Terminated,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000188,BR00000032,Hritik,Bal,Senior Manager,Customer Service,2017-03-14,2375981.3,Active,2026-08-03 11:19:26.811089,,Enterprise System
EMP00000189,BR00000036,Keya,Ranganathan,Officer,Retail Banking,2013-05-02,739540.97,Active,2026-08-03 11:19:26.811089,,Enterprise System
