customer_id,first_name,last_name,dob,gender,email,phone,occupation,annual_income,customer_since,risk_rating,customer_status,created_at,updated_at,source_system
CUST00000018,Azad,Mutti,1972-11-20,Non-Binary,azad.mutti995@gmail.com,+919982070937,Brewing technologist,500000.0,2009-02-03,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000019,Siddharth,Murty,1960-01-21,Non-Binary,siddharth.murty115@yahoo.com,+919331227574,Restaurant manager,1200000.0,2022-08-24,Medium,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000020,Meghana,Shanker,1955-04-24,Non-Binary,meghana.shanker996@outlook.com,+919124282218,Corporate treasurer,3500000.0,1991-04-28,Low,Dormant,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000021,Yatin,Yohannan,1963-06-20,Female,yatin.yohannan157@yahoo.com,+919782394227,Phytotherapist,300000.0,2021-03-26,High,Blocked,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000022,Mohini,Pathak,1960-07-06,Male,mohini.pathak614@yahoo.com,+919212614124,Sales executive,2000000.0,1987-11-30,Low,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000023,Wakeeta,Chand,1997-01-07,Non-Binary,wakeeta.chand246@gmail.com,+919686149359,Clinical molecular geneticist,500000.0,2015-10-22,High,Blocked,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000024,Michael,Dutta,1999-06-28,Prefer Not to Say,michael.dutta836@gmail.com,+919126879290,"Therapist, occupational",300000.0,2024-08-28,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000025,Devansh,Rajan,1971-07-23,Female,devansh.rajan272@hotmail.com,+919682383095,Seismic interpreter,500000.0,2021-05-24,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000026,Zayan,Apte,1991-11-18,Non-Binary,zayan.apte409@yahoo.com,+919279467853,Colour technologist,800000.0,2022-02-16,Medium,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000027,Amara,Oak,1953-03-06,Male,amara.oak347@gmail.com,+919084346088,"Presenter, broadcasting",300000.0,1991-02-19,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000028,Nakul,Setty,1945-10-22,Male,nakul.setty725@gmail.com,+919619046318,General practice doctor,300000.0,2012-12-06,High,Dormant,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000029,Xiti,Gokhale,1980-02-19,Male,xiti.gokhale527@outlook.com,+919599788677,Hydrogeologist,2000000.0,2001-09-28,Low,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000030,Yashica,Issac,1955-12-27,Prefer Not to Say,yashica.issac249@hotmail.com,+919335556386,"Designer, television/film set",500000.0,1999-06-02,High,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000031,Aadi,Naik,1978-11-02,Non-Binary,aadi.naik434@hotmail.com,+919217270733,Clinical research associate,800000.0,1997-06-27,Medium,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000032,Janani,Mohanty,1961-11-18,Male,janani.mohanty63@hotmail.com,+919424665841,Financial adviser,5000000.0,1983-10-23,Low,Active,2026-08-03 11:18:57.393024,2026-08-03 11:18:57.393024,Enterprise System
CUST00000033,Farhan,Chada,1995-05-24,Prefer Not to Say,farhan.chada144@hotmail.com,+919747385696,Broadcast presenter,300000.0,2021-08-24,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000034,Jeremiah,Dave,1990-06-26,Male,jeremiah.dave454@gmail.com,+919897529405,Stage manager,2000000.0,2024-08-22,Low,Closed,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000035,Noah,Lanka,1981-06-30,Male,noah.lanka949@outlook.com,+919764547971,Pharmacologist,1200000.0,2020-02-14,Medium,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000036,Siddharth,Zacharia,1996-12-25,Prefer Not to Say,siddharth.zacharia925@gmail.com,+919760864911,Insurance underwriter,300000.0,2018-05-23,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000037,Mohini,Prakash,1975-05-27,Prefer Not to Say,mohini.prakash293@hotmail.com,+919198834863,"Scientist, forensic",500000.0,2023-12-31,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000038,Siya,Dara,1962-06-16,Non-Binary,siya.dara223@gmail.com,+919082772208,Bonds trader,300000.0,1995-09-25,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000039,Hamsini,Bail,1985-08-15,Male,hamsini.bail599@hotmail.com,+919181286543,Event organiser,300000.0,2022-06-15,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000040,Thomas,Amble,1950-06-02,Male,thomas.amble872@outlook.com,+919989864260,Barrister's clerk,3500000.0,2016-07-28,Low,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000041,Veer,Bir,2007-03-15,Prefer Not to Say,veer.bir123@outlook.com,+919089795010,Lawyer,2000000.0,2025-04-03,Low,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000042,Ekavir,Varkey,1961-10-13,Non-Binary,ekavir.varkey958@yahoo.com,+919699889098,"Radiographer, diagnostic",300000.0,1998-09-20,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000043,Tanish,Zacharia,1954-08-04,Prefer Not to Say,tanish.zacharia135@yahoo.com,+919252436584,"Teacher, English as a foreign language",300000.0,2021-10-20,High,Blocked,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000044,Urvashi,Kibe,1998-12-24,Male,urvashi.kibe470@gmail.com,+919982160068,Optometrist,3500000.0,2025-01-04,Low,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000045,Ranveer,Chandra,1952-03-08,Non-Binary,ranveer.chandra903@gmail.com,+919659597086,Plant breeder/geneticist,300000.0,2015-01-06,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000046,Irya,Sampath,1973-07-25,Non-Binary,irya.sampath627@gmail.com,+919150181935,Audiological scientist,500000.0,2023-05-01,High,Blocked,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000047,Guneet,Bhat,1972-12-26,Female,guneet.bhat271@gmail.com,+919984252420,Clinical embryologist,300000.0,2014-01-23,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000048,Yuvraj,Handa,1958-07-13,Female,yuvraj.handa735@yahoo.com,+919695125977,"Production assistant, radio",300000.0,2013-01-04,High,Dormant,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000049,Logan,Sami,1958-01-27,Non-Binary,logan.sami928@gmail.com,+919995132217,"Psychologist, counselling",500000.0,1995-01-06,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000050,Zaid,Borra,1975-09-29,Male,zaid.borra342@outlook.com,+919531687165,Statistician,300000.0,2021-03-22,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000051,Guneet,Bedi,1989-12-19,Prefer Not to Say,guneet.bedi575@gmail.com,+919920099059,"Administrator, local government",500000.0,2026-05-07,High,Blocked,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000052,Girik,Khalsa,1956-11-26,Female,girik.khalsa559@gmail.com,+919488183110,"Radiographer, diagnostic",800000.0,2002-07-19,Medium,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000053,Vasana,Kala,2004-06-05,Male,vasana.kala316@yahoo.com,+919858024342,Barrister's clerk,500000.0,2024-02-13,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000054,Nitesh,Raghavan,1945-09-25,Male,nitesh.raghavan363@hotmail.com,+919030743797,Geochemist,300000.0,1990-04-15,High,Blocked,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000055,Suhani,Mangal,1974-05-16,Female,suhani.mangal820@outlook.com,+919313326769,"Designer, fashion/clothing",300000.0,2025-06-23,High,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000056,Ranveer,Minhas,1960-05-26,Prefer Not to Say,ranveer.minhas822@outlook.com,+919531367172,TEFL teacher,2000000.0,1982-05-14,Low,Active,2026-08-03 11:18:57.394041,2026-08-03 11:18:57.394041,Enterprise System
CUST00000057,Darsh,Murthy,1949-06-23,Male,darsh.murthy880@hotmail.com,+919636786211,Television/film/video producer,300000.0,1970-11-16,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000058,Vansha,Thakkar,2008-02-25,Non-Binary,vansha.thakkar841@outlook.com,+919613176186,"Designer, industrial/product",500000.0,2026-06-03,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000059,Dakshesh,Trivedi,1951-01-15,Non-Binary,dakshesh.trivedi886@gmail.com,+919557130035,Broadcast presenter,500000.0,1981-09-02,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000060,Ekansh,Keer,1973-01-23,Non-Binary,ekansh.keer962@gmail.com,+919945059710,"Teacher, early years/pre",500000.0,1999-03-17,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000061,Yatin,Baral,1987-09-26,Non-Binary,yatin.baral40@gmail.com,+919068326160,Personnel officer,3500000.0,2008-07-05,Low,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000062,Diya,Lal,1959-06-27,Prefer Not to Say,diya.lal621@gmail.com,+919387388337,Interior and spatial designer,1200000.0,2023-01-18,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000063,William,Lanka,1972-07-09,Prefer Not to Say,william.lanka2@outlook.com,+919467887757,Hydrologist,300000.0,1999-05-31,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000064,Tanvi,Mutti,1996-10-01,Non-Binary,tanvi.mutti639@yahoo.com,+919950308572,Acupuncturist,800000.0,2015-12-21,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000065,Tara,Chaudhry,1950-07-28,Non-Binary,tara.chaudhry413@yahoo.com,+919127084279,"Engineer, production",800000.0,2005-02-21,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000066,Yashawini,Lanka,1954-08-08,Prefer Not to Say,yashawini.lanka694@outlook.com,+919086384014,Broadcast presenter,800000.0,1996-05-03,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000067,Yash,Pingle,1964-12-24,Male,yash.pingle312@yahoo.com,+919667698610,Primary school teacher,500000.0,1993-09-13,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000068,Chasmum,Wadhwa,1946-02-13,Non-Binary,chasmum.wadhwa477@hotmail.com,+919238682516,"Surveyor, building",800000.0,2009-07-21,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000069,Chandani,Chawla,2005-05-05,Female,chandani.chawla675@gmail.com,+919579182797,"Geneticist, molecular",1200000.0,2023-11-25,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000070,Jack,Chhabra,1996-02-09,Male,jack.chhabra839@outlook.com,+919540150759,"Designer, furniture",800000.0,2023-07-04,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000071,Anita,Manda,1986-09-30,Male,anita.manda251@hotmail.com,+919019774839,Lobbyist,300000.0,2011-11-25,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000072,Samar,Lalla,1979-12-25,Female,samar.lalla736@hotmail.com,+919263640499,Food technologist,2000000.0,2014-08-04,Low,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000073,Charan,Chanda,1988-10-01,Male,charan.chanda915@gmail.com,+919339372360,Health and safety inspector,800000.0,2021-02-24,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000074,Chaitanya,Aggarwal,1968-04-14,Prefer Not to Say,chaitanya.aggarwal52@outlook.com,+919971265269,Garment/textile technologist,3500000.0,1995-03-05,Low,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000075,Neel,Sathe,1983-02-17,Non-Binary,neel.sathe973@hotmail.com,+919077750178,Physiotherapist,500000.0,2025-02-15,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000076,Aditya,Choudhury,1950-09-16,Prefer Not to Say,aditya.choudhury919@outlook.com,+919270407340,Database administrator,2000000.0,2015-09-20,Low,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000077,Balendra,Pingle,1985-03-24,Non-Binary,balendra.pingle785@hotmail.com,+919646855845,Data scientist,300000.0,2022-01-05,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000078,Qushi,Datta,1948-06-07,Female,qushi.datta279@yahoo.com,+919482498004,Medical sales representative,800000.0,1987-05-25,Medium,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000079,Balveer,Parmar,1959-11-19,Prefer Not to Say,balveer.parmar711@outlook.com,+919618620650,Fisheries officer,300000.0,2024-04-13,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000080,Harshil,Pandya,1998-09-03,Prefer Not to Say,harshil.pandya426@gmail.com,+919666390708,Optometrist,300000.0,2026-03-08,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000081,Mohammed,Khalsa,2004-06-03,Male,mohammed.khalsa878@hotmail.com,+919210791358,"Editor, film/video",1200000.0,2023-02-06,Medium,Blocked,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000082,Nitara,Bakshi,1957-10-17,Prefer Not to Say,nitara.bakshi874@hotmail.com,+919183300637,Learning mentor,300000.0,2025-11-26,High,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000083,Nisha,Kothari,1963-09-29,Prefer Not to Say,nisha.kothari225@yahoo.com,+919375181765,Clinical cytogeneticist,2000000.0,1992-07-24,Low,Active,2026-08-03 11:18:57.395050,2026-08-03 11:18:57.395050,Enterprise System
CUST00000084,Lavanya,Barad,2004-01-06,Prefer Not to Say,lavanya.barad742@outlook.com,+919227129912,Environmental education officer,300000.0,2026-01-02,High,Closed,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000085,Ryan,Sharma,1969-05-19,Prefer Not to Say,ryan.sharma607@gmail.com,+919996268397,Estate agent,500000.0,2008-02-19,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000086,Udant,Bajwa,1990-07-03,Female,udant.bajwa52@yahoo.com,+919353936531,Oceanographer,2000000.0,2015-01-23,Low,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000087,Falguni,Mallick,2004-05-28,Prefer Not to Say,falguni.mallick285@hotmail.com,+919520993268,Health promotion specialist,300000.0,2022-09-08,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000088,Indali,Upadhyay,1972-10-14,Male,indali.upadhyay975@yahoo.com,+919697260863,Air broker,800000.0,2013-04-22,Medium,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000089,Jack,Lal,1957-09-27,Male,jack.lal773@gmail.com,+919636757737,Geochemist,3500000.0,2015-03-27,Low,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000090,Balvan,Chopra,1986-03-08,Female,balvan.chopra130@hotmail.com,+919985694715,Location manager,800000.0,2018-12-15,Medium,Blocked,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000091,Dipta,Sarin,1986-11-03,Non-Binary,dipta.sarin786@yahoo.com,+919791321540,Commercial art gallery manager,500000.0,2022-03-24,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000092,Lekha,Gupta,1962-12-03,Male,lekha.gupta797@outlook.com,+919524508768,Press photographer,800000.0,1983-12-06,Medium,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000093,Aarav,Venkatesh,2008-07-28,Prefer Not to Say,aarav.venkatesh407@outlook.com,+919989470029,Solicitor,2000000.0,2026-08-02,Low,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000094,Ronith,Patla,1974-12-08,Male,ronith.patla714@yahoo.com,+919026247735,Lawyer,800000.0,1995-04-21,Medium,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000095,Dipta,Dash,1994-07-26,Male,dipta.dash356@hotmail.com,+919419255216,"Runner, broadcasting/film/video",500000.0,2017-08-30,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000096,Dayamai,Rege,1967-10-14,Prefer Not to Say,dayamai.rege843@hotmail.com,+919968186525,Hotel manager,300000.0,2013-02-25,High,Blocked,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000097,Joshua,Handa,1974-03-14,Prefer Not to Say,joshua.handa725@outlook.com,+919333640702,Ecologist,800000.0,2017-12-26,Medium,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000098,Charvi,Ravi,1982-11-16,Non-Binary,charvi.ravi631@hotmail.com,+919268461818,Industrial buyer,3500000.0,2000-11-16,Low,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000099,Bhavini,Kade,1974-11-03,Non-Binary,bhavini.kade873@outlook.com,+919947437115,TEFL teacher,500000.0,2019-07-25,High,Dormant,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000100,Ekanta,Shroff,1975-08-26,Prefer Not to Say,ekanta.shroff584@hotmail.com,+919413852048,"Engineer, production",300000.0,2008-09-05,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000101,Yasti,Solanki,1999-08-08,Prefer Not to Say,yasti.solanki218@yahoo.com,+919555679506,Chartered accountant,300000.0,2020-06-22,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000102,Bhanumati,Varma,1990-10-06,Non-Binary,bhanumati.varma570@gmail.com,+919135643159,Chief Financial Officer,500000.0,2020-02-26,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000103,Wahab,Mukherjee,1960-11-15,Prefer Not to Say,wahab.mukherjee569@outlook.com,+919296691619,Data processing manager,800000.0,1992-05-30,Medium,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000104,Aryan,Batra,1962-04-01,Male,aryan.batra96@yahoo.com,+919664277800,Tree surgeon,500000.0,2012-07-26,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000105,Elijah,Shah,1973-10-15,Non-Binary,elijah.shah485@yahoo.com,+919383871890,Music tutor,300000.0,2005-01-02,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000106,Warda,Ratta,1962-03-11,Non-Binary,warda.ratta314@yahoo.com,+919626194158,"Accountant, chartered public finance",800000.0,1990-03-21,Medium,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000107,Hredhaan,Sandal,1960-06-24,Female,hredhaan.sandal197@outlook.com,+919247111151,"Scientist, marine",300000.0,1990-06-08,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000108,Ucchal,Bedi,1983-07-09,Non-Binary,ucchal.bedi103@outlook.com,+919540532273,Community development worker,3500000.0,2009-12-25,Low,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000109,Tanmayi,Deol,2000-02-15,Female,tanmayi.deol281@gmail.com,+919884270583,Set designer,300000.0,2022-01-23,High,Active,2026-08-03 11:18:57.396041,2026-08-03 11:18:57.396041,Enterprise System
CUST00000110,Edhitha,Savant,1987-04-12,Prefer Not to Say,edhitha.savant106@gmail.com,+919048163378,Physiological scientist,3500000.0,2022-06-10,Low,Active,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000111,Sanaya,Dutt,1996-03-11,Female,sanaya.dutt989@gmail.com,+919574119726,"Production assistant, television",500000.0,2022-04-03,High,Active,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000112,Aashi,Kota,2002-09-27,Prefer Not to Say,aashi.kota76@gmail.com,+919730024960,Health and safety inspector,300000.0,2026-02-24,High,Active,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000113,Vedhika,Khare,1964-04-10,Male,vedhika.khare255@gmail.com,+919165857931,Careers adviser,3500000.0,2012-03-12,Low,Active,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000114,Bhavika,Keer,1964-01-29,Female,bhavika.keer795@hotmail.com,+919269421007,IT consultant,1200000.0,2004-12-01,Medium,Active,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000115,Faris,Devi,1955-11-07,Prefer Not to Say,faris.devi313@gmail.com,+919023318904,Music therapist,500000.0,1989-07-29,High,Blocked,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000116,Michael,Kala,1949-12-16,Female,michael.kala271@gmail.com,+919742194159,Orthoptist,300000.0,1996-03-05,High,Active,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000117,Ganga,Shukla,1973-11-18,Male,ganga.shukla419@hotmail.com,+919073070585,"Engineer, maintenance",300000.0,1996-02-08,High,Active,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
CUST00000118,Osha,Ramachandran,2007-02-28,Non-Binary,osha.ramachandran720@hotmail.com,+919941329612,Advertising account planner,300000.0,2026-05-22,High,Blocked,2026-08-03 11:18:57.397041,2026-08-03 11:18:57.397041,Enterprise System
