alert_id,transaction_id,fraud_score,alert_reason,alert_status,alert_timestamp,assigned_to,assignee_emp_id,resolution_date,created_at,updated_at,source_system
ALR00000064,TR00171923,67,Location Mismatch,Open,2025-07-01 17:46:28,,,,2026-08-03 11:22:26.994398,,Fraud Detection System
ALR00000065,TR00211596,90,Location Mismatch,Under Investigation,2024-10-20 12:21:09,Chandresh Sood,EMP00000074,,2026-08-03 11:22:26.994398,,Fraud Detection System
ALR00000066,TR00195369,98,High Transaction Amount,Under Investigation,2026-05-03 05:34:10,Nicholas Goel,EMP00000108,,2026-08-03 11:22:26.995398,,Fraud Detection System
ALR00000067,TR00057096,82,Unusual Spending Pattern,False Positive,2025-08-16 22:26:40,Ekaja Zachariah,EMP00000158,2025-09-01,2026-08-03 11:22:26.996398,,Fraud Detection System
ALR00000068,TR00008213,60,Velocity Check Failed,Under Investigation,2025-08-07 11:20:05,Chandresh Sood,EMP00000074,,2026-08-03 11:22:26.997345,,Fraud Detection System
ALR00000069,TR00079158,82,Velocity Check Failed,Closed,2022-04-16 23:21:23,Mohini Pathak,EMP00000022,2022-05-15,2026-08-03 11:22:26.998391,,Fraud Detection System
ALR00000070,TR00066817,58,Card Not Present,Resolved,2021-02-22 12:57:09,Ekansh Keer,EMP00000077,2021-03-06,2026-08-03 11:22:26.998391,,Fraud Detection System
ALR00000071,TR00052642,61,Blacklisted Merchant,Under Investigation,2022-10-05 06:02:54,Sudiksha Aggarwal,EMP00000031,,2026-08-03 11:22:26.999398,,Fraud Detection System
ALR00000072,TR00235949,91,Location Mismatch,Resolved,2020-09-02 14:55:08,Gaurang Murty,EMP00000264,2020-09-04,2026-08-03 11:22:27.000397,,Fraud Detection System
ALR00000073,TR00220119,35,Multiple Failed Attempts,Resolved,2025-07-06 10:43:47,Zaid Dara,EMP00000149,2025-07-28,2026-08-03 11:22:27.001652,,Fraud Detection System
ALR00000074,TR00079007,16,Unusual Spending Pattern,Under Investigation,2024-01-26 13:46:46,Frederick Khurana,EMP00000208,,2026-08-03 11:22:27.002391,,Fraud Detection System
ALR00000075,TR00164500,100,Unusual Spending Pattern,False Positive,2022-09-05 10:59:06,Onveer Walla,EMP00000012,2022-10-01,2026-08-03 11:22:27.002954,,Fraud Detection System
ALR00000076,TR00099212,22,Multiple Failed Attempts,False Positive,2018-06-22 10:46:05,Akshay Lalla,EMP00000335,2018-06-28,2026-08-03 11:22:27.004046,,Fraud Detection System
ALR00000077,TR00228991,68,Location Mismatch,Resolved,2019-08-30 17:54:06,Pallavi Kakar,EMP00000043,2019-09-17,2026-08-03 11:22:27.004959,,Fraud Detection System
ALR00000078,TR00115223,7,Velocity Check Failed,Resolved,2014-11-19 18:54:59,Vaishnavi Bora,EMP00000143,2014-11-22,2026-08-03 11:22:27.005960,,Fraud Detection System
ALR00000079,TR00066055,59,High Transaction Amount,Open,2025-08-24 03:45:36,,,,2026-08-03 11:22:27.005960,,Fraud Detection System
ALR00000080,TR00061535,67,Unusual Spending Pattern,Resolved,2026-07-29 21:03:48,Chaaya Saran,EMP00000030,2026-08-01,2026-08-03 11:22:27.006959,,Fraud Detection System
ALR00000081,TR00141011,67,Card Not Present,Resolved,2019-05-03 13:43:14,Chaaya Saran,EMP00000030,2019-05-17,2026-08-03 11:22:27.007959,,Fraud Detection System
ALR00000082,TR00065528,36,Velocity Check Failed,Under Investigation,2023-07-16 23:45:21,Gaurang Murty,EMP00000264,,2026-08-03 11:22:27.008959,,Fraud Detection System
ALR00000083,TR00146899,64,High Transaction Amount,Open,2025-08-09 13:43:12,,,,2026-08-03 11:22:27.008959,,Fraud Detection System
ALR00000084,TR00224972,80,Unusual Spending Pattern,Resolved,2024-05-16 07:05:06,Aahana Pillay,EMP00000186,2024-06-02,2026-08-03 11:22:27.009959,,Fraud Detection System
ALR00000085,TR00100144,10,Blacklisted Merchant,Open,2025-01-18 13:31:28,,,,2026-08-03 11:22:27.009959,,Fraud Detection System
ALR00000086,TR00054651,94,High Transaction Amount,False Positive,2021-11-16 17:36:19,Aditya Shanker,EMP00000084,2021-12-14,2026-08-03 11:22:27.010959,,Fraud Detection System
ALR00000087,TR00249284,52,Velocity Check Failed,Open,2023-02-20 20:58:12,,,,2026-08-03 11:22:27.010959,,Fraud Detection System
ALR00000088,TR00128016,34,Multiple Failed Attempts,Closed,2021-03-29 18:00:46,Lajita Seshadri,EMP00000235,2021-04-07,2026-08-03 11:22:27.012465,,Fraud Detection System
ALR00000089,TR00022839,94,Card Not Present,Resolved,2018-03-27 07:09:37,Banjeet Balasubramanian,EMP00000182,2018-03-30,2026-08-03 11:22:27.012589,,Fraud Detection System
ALR00000090,TR00011993,60,Unusual Spending Pattern,Resolved,2021-04-27 08:40:46,Indira Misra,EMP00000166,2021-04-29,2026-08-03 11:22:27.013471,,Fraud Detection System
ALR00000091,TR00027524,79,Multiple Failed Attempts,Under Investigation,2019-01-19 07:18:48,Yuvraj Handa,EMP00000060,,2026-08-03 11:22:27.014478,,Fraud Detection System
ALR00000092,TR00157680,45,High Transaction Amount,Open,2022-12-30 01:17:41,,,,2026-08-03 11:22:27.015477,,Fraud Detection System
ALR00000093,TR00199507,84,Unusual Spending Pattern,False Positive,2023-09-09 15:22:19,Jeremiah Dave,EMP00000041,2023-09-20,2026-08-03 11:22:27.015477,,Fraud Detection System
ALR00000094,TR00106040,8,Location Mismatch,Resolved,2017-11-29 22:25:44,Balveer Parmar,EMP00000105,2017-12-13,2026-08-03 11:22:27.016477,,Fraud Detection System
ALR00000095,TR00016385,12,Multiple Failed Attempts,Closed,2023-03-12 07:27:37,Zayyan Bumb,EMP00000179,2023-03-15,2026-08-03 11:22:27.017477,,Fraud Detection System
ALR00000096,TR00095829,70,Multiple Failed Attempts,Closed,2013-04-06 05:48:39,Zaid Dara,EMP00000149,2013-04-17,2026-08-03 11:22:27.018477,,Fraud Detection System
ALR00000097,TR00248916,1,Blacklisted Merchant,Under Investigation,2026-06-26 02:58:55,Veer Bir,EMP00000050,,2026-08-03 11:22:27.019477,,Fraud Detection System
ALR00000098,TR00132901,2,Velocity Check Failed,Resolved,2018-09-06 10:22:36,Gaurang Murty,EMP00000264,2018-09-10,2026-08-03 11:22:27.019477,,Fraud Detection System
ALR00000099,TR00243027,89,High Transaction Amount,False Positive,2024-04-17 14:20:38,Zaid Dara,EMP00000149,2024-05-05,2026-08-03 11:22:27.020477,,Fraud Detection System
ALR00000100,TR00216036,60,Card Not Present,Resolved,2023-04-25 21:59:49,Devansh Sachdeva,EMP00000161,2023-05-08,2026-08-03 11:22:27.021477,,Fraud Detection System
ALR00000101,TR00003079,28,Velocity Check Failed,Open,2024-12-09 10:25:39,,,,2026-08-03 11:22:27.021477,,Fraud Detection System
ALR00000102,TR00181106,44,Multiple Failed Attempts,Open,2026-03-23 21:31:30,,,,2026-08-03 11:22:27.022477,,Fraud Detection System
ALR00000103,TR00171121,26,Unusual Spending Pattern,Resolved,2023-03-29 20:42:12,Nakul Sarma,EMP00000089,2023-04-20,2026-08-03 11:22:27.022981,,Fraud Detection System
ALR00000104,TR00135009,38,Unusual Spending Pattern,Open,2015-07-06 14:37:09,,,,2026-08-03 11:22:27.022981,,Fraud Detection System
ALR00000105,TR00066634,86,Unusual Spending Pattern,Open,2024-10-14 21:47:41,,,,2026-08-03 11:22:27.023988,,Fraud Detection System
ALR00000106,TR00160940,6,Velocity Check Failed,Resolved,2023-08-15 00:20:56,Ekansh Keer,EMP00000077,2023-09-01,2026-08-03 11:22:27.024993,,Fraud Detection System
ALR00000107,TR00027957,96,Blacklisted Merchant,Under Investigation,2023-04-01 22:48:45,Jack Rajan,EMP00000123,,2026-08-03 11:22:27.024993,,Fraud Detection System
ALR00000108,TR00109158,49,Multiple Failed Attempts,Closed,2012-08-05 22:27:10,Hritik Kaur,EMP00000338,2012-08-12,2026-08-03 11:22:27.025993,,Fraud Detection System
ALR00000109,TR00113969,92,Velocity Check Failed,Open,2022-04-04 17:32:33,,,,2026-08-03 11:22:27.025993,,Fraud Detection System
ALR00000110,TR00238666,5,High Transaction Amount,Under Investigation,2017-07-08 20:20:10,Nakul Bhandari,EMP00000075,,2026-08-03 11:22:27.026993,,Fraud Detection System
ALR00000111,TR00220009,42,Card Not Present,False Positive,2025-01-07 11:15:02,Jack Rajan,EMP00000123,2025-01-24,2026-08-03 11:22:27.027993,,Fraud Detection System
ALR00000112,TR00065703,68,Location Mismatch,Resolved,2020-10-12 14:52:03,Nakul Bhandari,EMP00000075,2020-10-29,2026-08-03 11:22:27.028993,,Fraud Detection System
ALR00000113,TR00125710,79,Location Mismatch,Resolved,2015-11-08 15:04:45,Yagnesh Shan,EMP00000279,2015-11-18,2026-08-03 11:22:27.029993,,Fraud Detection System
ALR00000114,TR00044706,97,High Transaction Amount,Resolved,2025-09-12 08:34:58,Adweta Edwin,EMP00000099,2025-09-24,2026-08-03 11:22:27.029993,,Fraud Detection System
ALR00000115,TR00228518,80,Velocity Check Failed,False Positive,2025-01-07 14:12:36,Ojas Ray,EMP00000066,2025-01-10,2026-08-03 11:22:27.030994,,Fraud Detection System
ALR00000116,TR00218631,98,High Transaction Amount,Resolved,2026-02-10 12:03:13,Vaishnavi Bora,EMP00000143,2026-03-11,2026-08-03 11:22:27.032500,,Fraud Detection System
ALR00000117,TR00074848,45,Location Mismatch,Open,2024-08-23 09:30:39,,,,2026-08-03 11:22:27.032608,,Fraud Detection System
ALR00000118,TR00160451,78,Unusual Spending Pattern,Resolved,2025-06-08 15:14:09,Meghana Maharaj,EMP00000320,2025-06-16,2026-08-03 11:22:27.033506,,Fraud Detection System
ALR00000119,TR00153242,7,Velocity Check Failed,Open,2024-04-21 19:29:29,,,,2026-08-03 11:22:27.033506,,Fraud Detection System
ALR00000120,TR00038159,24,Unusual Spending Pattern,Resolved,2016-11-06 20:14:22,Gaurang Murty,EMP00000264,2016-12-01,2026-08-03 11:22:27.034506,,Fraud Detection System
ALR00000121,TR00191908,68,Card Not Present,False Positive,2014-02-10 17:04:38,Balveer Parmar,EMP00000105,2014-02-21,2026-08-03 11:22:27.035511,,Fraud Detection System
ALR00000122,TR00135668,41,Card Not Present,Under Investigation,2019-12-11 01:42:53,Zayyan Bumb,EMP00000179,,2026-08-03 11:22:27.036512,,Fraud Detection System
ALR00000123,TR00196059,85,Card Not Present,Under Investigation,2023-09-28 11:16:40,Mohini Pathak,EMP00000022,,2026-08-03 11:22:27.036512,,Fraud Detection System
ALR00000124,TR00133202,24,Card Not Present,Resolved,2025-02-09 22:50:44,Frederick Khurana,EMP00000208,2025-02-16,2026-08-03 11:22:27.037512,,Fraud Detection System
ALR00000125,TR00000166,98,Card Not Present,Resolved,2016-01-18 02:49:42,Alka Dewan,EMP00000020,2016-02-09,2026-08-03 11:22:27.038511,,Fraud Detection System
ALR00000126,TR00081379,31,High Transaction Amount,Resolved,2022-11-18 04:34:25,Zayan Behl,EMP00000096,2022-12-06,2026-08-03 11:22:27.039511,,Fraud Detection System
ALR00000127,TR00004919,16,Unusual Spending Pattern,False Positive,2018-02-12 16:20:42,Jagdish Koshy,EMP00000078,2018-02-25,2026-08-03 11:22:27.039511,,Fraud Detection System
ALR00000128,TR00232631,86,Card Not Present,Under Investigation,2015-02-25 19:08:39,Adweta Edwin,EMP00000099,,2026-08-03 11:22:27.040511,,Fraud Detection System
ALR00000129,TR00220606,61,Card Not Present,Resolved,2026-07-17 05:54:31,Nakul Sarma,EMP00000089,2026-08-01,2026-08-03 11:22:27.041511,,Fraud Detection System
ALR00000130,TR00209056,59,High Transaction Amount,Under Investigation,2024-07-25 14:04:51,Indira Misra,EMP00000166,,2026-08-03 11:22:27.042511,,Fraud Detection System
ALR00000131,TR00077157,22,Unusual Spending Pattern,Resolved,2023-03-20 15:25:19,Nilima Nath,EMP00000260,2023-04-16,2026-08-03 11:22:27.043016,,Fraud Detection System
ALR00000132,TR00014933,35,Blacklisted Merchant,Resolved,2021-02-18 06:14:55,Adweta Edwin,EMP00000099,2021-02-28,2026-08-03 11:22:27.044022,,Fraud Detection System
ALR00000133,TR00220449,86,Card Not Present,Open,2026-04-25 00:59:05,,,,2026-08-03 11:22:27.044022,,Fraud Detection System
ALR00000134,TR00236984,72,Card Not Present,Resolved,2023-07-06 10:57:27,Prisha Andra,EMP00000100,2023-07-21,2026-08-03 11:22:27.045027,,Fraud Detection System
ALR00000135,TR00021580,17,High Transaction Amount,Resolved,2017-04-29 03:35:21,Riya Pai,EMP00000314,2017-05-01,2026-08-03 11:22:27.046027,,Fraud Detection System
ALR00000136,TR00121995,52,Card Not Present,Resolved,2022-04-26 09:09:20,Lakshit Upadhyay,EMP00000023,2022-05-07,2026-08-03 11:22:27.047028,,Fraud Detection System
ALR00000137,TR00017757,58,Velocity Check Failed,Under Investigation,2023-02-01 09:59:13,Ronith Patla,EMP00000126,,2026-08-03 11:22:27.047028,,Fraud Detection System
ALR00000138,TR00191367,43,Velocity Check Failed,Open,2022-05-24 21:11:39,,,,2026-08-03 11:22:27.049026,,Fraud Detection System
ALR00000139,TR00192693,26,High Transaction Amount,Resolved,2025-08-25 17:54:20,Alka Dewan,EMP00000020,2025-08-26,2026-08-03 11:22:27.049026,,Fraud Detection System
ALR00000140,TR00032023,95,Blacklisted Merchant,Resolved,2026-04-21 16:16:29,Aditya Shanker,EMP00000084,2026-05-06,2026-08-03 11:22:27.050027,,Fraud Detection System
ALR00000141,TR00119368,32,Blacklisted Merchant,Closed,2026-07-17 16:13:30,Zayyan Bumb,EMP00000179,2026-07-26,2026-08-03 11:22:27.051027,,Fraud Detection System
ALR00000142,TR00138216,50,Location Mismatch,Under Investigation,2020-07-23 23:49:40,Yagnesh Shan,EMP00000279,,2026-08-03 11:22:27.051027,,Fraud Detection System
ALR00000143,TR00066083,29,Location Mismatch,False Positive,2020-10-15 03:53:36,Onveer Walla,EMP00000012,2020-10-27,2026-08-03 11:22:27.052643,,Fraud Detection System
ALR00000144,TR00219106,62,Unusual Spending Pattern,Resolved,2019-12-23 02:57:39,Nimrat Dubey,EMP00000296,2019-12-26,2026-08-03 11:22:27.053538,,Fraud Detection System
ALR00000145,TR00106321,14,High Transaction Amount,Resolved,2022-01-04 15:12:58,Divya Kala,EMP00000018,2022-01-14,2026-08-03 11:22:27.054538,,Fraud Detection System
ALR00000146,TR00052819,65,Location Mismatch,Under Investigation,2022-02-11 16:01:15,Nicholas Goel,EMP00000108,,2026-08-03 11:22:27.054538,,Fraud Detection System
ALR00000147,TR00135664,41,Multiple Failed Attempts,Resolved,2020-02-17 01:18:18,Ojas Ray,EMP00000066,2020-03-15,2026-08-03 11:22:27.055543,,Fraud Detection System
ALR00000148,TR00183483,63,Velocity Check Failed,Resolved,2026-05-05 09:21:43,Zayyan Bumb,EMP00000179,2026-05-20,2026-08-03 11:22:27.056543,,Fraud Detection System
ALR00000149,TR00050132,7,Card Not Present,Open,2017-06-20 07:21:30,,,,2026-08-03 11:22:27.056543,,Fraud Detection System
ALR00000150,TR00078200,76,Unusual Spending Pattern,Resolved,2021-01-10 06:32:35,Ishwar Kamdar,EMP00000185,2021-01-20,2026-08-03 11:22:27.057543,,Fraud Detection System
ALR00000151,TR00248709,69,Unusual Spending Pattern,Under Investigation,2019-06-18 01:45:56,Balveer Bumb,EMP00000079,,2026-08-03 11:22:27.058544,,Fraud Detection System
ALR00000152,TR00163197,28,Velocity Check Failed,False Positive,2018-12-18 05:08:31,Rudra Sandal,EMP00000245,2019-01-11,2026-08-03 11:22:27.059544,,Fraud Detection System
ALR00000153,TR00109930,31,High Transaction Amount,Resolved,2023-02-13 10:45:23,Ronith Patla,EMP00000126,2023-03-04,2026-08-03 11:22:27.059544,,Fraud Detection System
ALR00000154,TR00129964,53,Card Not Present,Resolved,2026-03-18 14:44:55,Riya Pai,EMP00000314,2026-04-09,2026-08-03 11:22:27.060544,,Fraud Detection System
ALR00000155,TR00030253,69,Multiple Failed Attempts,Resolved,2024-03-14 06:03:17,Pallavi Kakar,EMP00000043,2024-03-20,2026-08-03 11:22:27.061543,,Fraud Detection System
ALR00000156,TR00056071,44,High Transaction Amount,Resolved,2026-06-01 09:39:51,Ekaja Zachariah,EMP00000158,2026-06-13,2026-08-03 11:22:27.062543,,Fraud Detection System
ALR00000157,TR00084717,50,Blacklisted Merchant,Resolved,2023-10-27 06:21:53,Akshay Lalla,EMP00000335,2023-11-02,2026-08-03 11:22:27.063048,,Fraud Detection System
