alert_id,transaction_id,fraud_score,alert_reason,alert_status,alert_timestamp,assigned_to,assignee_emp_id,resolution_date,created_at,updated_at,source_system
ALR00003018,TR00421792,64,High Transaction Amount,Under Investigation,2022-10-19 02:05:08,Faris Ray,EMP00000371,,2026-08-03 12:15:19.646542,,Fraud Detection System
ALR00003019,TR00409760,22,Velocity Check Failed,Resolved,2015-01-17 14:32:54,Oni Naidu,EMP00000363,2015-01-20,2026-08-03 12:15:19.646542,,Fraud Detection System
ALR00003020,TR00415027,47,Velocity Check Failed,Resolved,2021-02-20 06:30:52,Ekaja Madan,EMP00000358,2021-03-19,2026-08-03 12:15:19.647542,,Fraud Detection System
ALR00003021,TR00278274,66,Unusual Spending Pattern,False Positive,2014-08-15 08:04:48,Orinder Sani,EMP00000359,2014-09-06,2026-08-03 12:15:19.648540,,Fraud Detection System
ALR00003022,TR00320839,15,Blacklisted Merchant,Resolved,2026-05-17 23:54:27,Ekaja Madan,EMP00000358,2026-05-29,2026-08-03 12:15:19.650054,,Fraud Detection System
ALR00003023,TR00365472,18,Card Not Present,Resolved,2019-04-05 01:28:46,Oni Naidu,EMP00000363,2019-04-14,2026-08-03 12:15:19.650054,,Fraud Detection System
ALR00003024,TR00324103,21,Velocity Check Failed,Resolved,2018-04-03 19:25:57,Orinder Sani,EMP00000359,2018-04-25,2026-08-03 12:15:19.651065,,Fraud Detection System
ALR00003025,TR00297112,78,High Transaction Amount,Resolved,2015-10-13 00:02:01,Ekaja Madan,EMP00000358,2015-10-15,2026-08-03 12:15:19.652064,,Fraud Detection System
ALR00003026,TR00434403,3,Multiple Failed Attempts,Resolved,2017-03-09 17:45:19,Neel Deo,EMP00000368,2017-03-21,2026-08-03 12:15:19.653068,,Fraud Detection System
ALR00003027,TR00376918,44,Velocity Check Failed,Closed,2013-01-03 05:27:00,Neel Deo,EMP00000368,2013-01-08,2026-08-03 12:15:19.654059,,Fraud Detection System
ALR00003028,TR00330178,57,Unusual Spending Pattern,Under Investigation,2024-01-29 12:16:40,Orinder Sani,EMP00000359,,2026-08-03 12:15:19.655064,,Fraud Detection System
ALR00003029,TR00345582,25,Blacklisted Merchant,Resolved,2025-07-23 16:27:00,Faris Ray,EMP00000371,2025-07-30,2026-08-03 12:15:19.656062,,Fraud Detection System
ALR00003030,TR00389671,38,Velocity Check Failed,False Positive,2025-12-24 09:41:21,Oni Naidu,EMP00000363,2026-01-18,2026-08-03 12:15:19.657065,,Fraud Detection System
ALR00003031,TR00402076,66,Velocity Check Failed,Closed,2020-05-18 07:45:41,Neel Deo,EMP00000368,2020-05-24,2026-08-03 12:15:19.658065,,Fraud Detection System
ALR00003032,TR00406017,88,Multiple Failed Attempts,False Positive,2026-07-06 10:17:26,Neel Deo,EMP00000368,2026-07-12,2026-08-03 12:15:19.658065,,Fraud Detection System
ALR00003033,TR00317493,72,Unusual Spending Pattern,Resolved,2026-03-18 00:27:46,Faris Ray,EMP00000371,2026-03-24,2026-08-03 12:15:19.659682,,Fraud Detection System
ALR00003034,TR00443719,22,Velocity Check Failed,Under Investigation,2024-11-13 12:29:53,Ekaja Madan,EMP00000358,,2026-08-03 12:15:19.660586,,Fraud Detection System
ALR00003035,TR00402739,6,Velocity Check Failed,Resolved,2021-05-22 07:07:21,Vaishnavi Bahri,EMP00000375,2021-06-08,2026-08-03 12:15:19.660586,,Fraud Detection System
ALR00003036,TR00304736,100,Card Not Present,False Positive,2026-07-12 22:06:13,Oni Naidu,EMP00000363,2026-07-20,2026-08-03 12:15:19.661589,,Fraud Detection System
ALR00003037,TR00285387,62,Multiple Failed Attempts,Open,2026-05-17 01:25:49,,,,2026-08-03 12:15:19.662586,,Fraud Detection System
ALR00003038,TR00336712,30,Location Mismatch,Resolved,2017-09-21 10:29:01,Vaishnavi Bahri,EMP00000375,2017-10-19,2026-08-03 12:15:19.662586,,Fraud Detection System
ALR00003039,TR00302967,75,Multiple Failed Attempts,Resolved,2015-07-28 19:53:46,Faris Ray,EMP00000371,2015-08-14,2026-08-03 12:15:19.663585,,Fraud Detection System
ALR00003040,TR00425469,62,Unusual Spending Pattern,Closed,2024-03-26 13:51:45,Ekaja Madan,EMP00000358,2024-04-24,2026-08-03 12:15:19.664585,,Fraud Detection System
ALR00003041,TR00251963,76,Unusual Spending Pattern,False Positive,2020-10-16 15:59:27,Oni Naidu,EMP00000363,2020-10-27,2026-08-03 12:15:19.665585,,Fraud Detection System
ALR00003042,TR00413799,73,Unusual Spending Pattern,Open,2025-08-10 14:06:23,,,,2026-08-03 12:15:19.665585,,Fraud Detection System
ALR00003043,TR00283278,67,Card Not Present,Resolved,2016-04-06 20:20:23,Faris Ray,EMP00000371,2016-04-17,2026-08-03 12:15:19.666586,,Fraud Detection System
ALR00003044,TR00412632,26,Blacklisted Merchant,Closed,2026-05-24 02:55:14,Oni Naidu,EMP00000363,2026-06-12,2026-08-03 12:15:19.667585,,Fraud Detection System
ALR00003045,TR00337200,49,Blacklisted Merchant,Closed,2024-06-11 03:37:03,Neel Deo,EMP00000368,2024-07-02,2026-08-03 12:15:19.667585,,Fraud Detection System
ALR00003046,TR00277244,72,Blacklisted Merchant,Resolved,2023-07-20 08:54:13,Faris Ray,EMP00000371,2023-08-12,2026-08-03 12:15:19.668586,,Fraud Detection System
ALR00003047,TR00447196,78,Multiple Failed Attempts,False Positive,2026-06-06 02:11:51,Ekaja Madan,EMP00000358,2026-06-08,2026-08-03 12:15:19.669585,,Fraud Detection System
ALR00003048,TR00334516,93,High Transaction Amount,Open,2009-08-14 10:10:42,,,,2026-08-03 12:15:19.670096,,Fraud Detection System
ALR00003049,TR00445790,63,High Transaction Amount,Under Investigation,2013-06-15 19:40:20,Vaishnavi Bahri,EMP00000375,,2026-08-03 12:15:19.671107,,Fraud Detection System
ALR00003050,TR00315081,71,Location Mismatch,Resolved,2021-05-02 17:42:41,Orinder Sani,EMP00000359,2021-05-09,2026-08-03 12:15:19.672104,,Fraud Detection System
ALR00003051,TR00298521,43,Multiple Failed Attempts,Under Investigation,2025-06-12 18:16:03,Faris Ray,EMP00000371,,2026-08-03 12:15:19.672104,,Fraud Detection System
ALR00003052,TR00361141,34,Card Not Present,Under Investigation,2022-05-24 04:56:49,Orinder Sani,EMP00000359,,2026-08-03 12:15:19.673103,,Fraud Detection System
ALR00003053,TR00289993,74,Unusual Spending Pattern,Closed,2025-07-26 08:48:31,Neel Deo,EMP00000368,2025-07-27,2026-08-03 12:15:19.674102,,Fraud Detection System
ALR00003054,TR00365505,5,Location Mismatch,Closed,2021-02-02 19:55:28,Ekaja Madan,EMP00000358,2021-02-18,2026-08-03 12:15:19.675103,,Fraud Detection System
ALR00003055,TR00391258,11,Unusual Spending Pattern,Closed,2020-04-21 15:47:15,Faris Ray,EMP00000371,2020-05-03,2026-08-03 12:15:19.676103,,Fraud Detection System
ALR00003056,TR00378171,40,Card Not Present,Resolved,2009-06-23 06:21:00,Neel Deo,EMP00000368,2009-07-08,2026-08-03 12:15:19.676103,,Fraud Detection System
ALR00003057,TR00251252,41,Unusual Spending Pattern,Resolved,2021-08-29 20:35:33,Vaishnavi Bahri,EMP00000375,2021-09-11,2026-08-03 12:15:19.677102,,Fraud Detection System
ALR00003058,TR00383398,25,Multiple Failed Attempts,False Positive,2026-02-10 07:21:44,Neel Deo,EMP00000368,2026-02-10,2026-08-03 12:15:19.678103,,Fraud Detection System
ALR00003059,TR00304270,90,High Transaction Amount,Closed,2023-11-28 11:05:13,Faris Ray,EMP00000371,2023-12-06,2026-08-03 12:15:19.678103,,Fraud Detection System
ALR00003060,TR00341203,9,High Transaction Amount,Resolved,2023-03-26 21:45:14,Faris Ray,EMP00000371,2023-04-15,2026-08-03 12:15:19.679717,,Fraud Detection System
ALR00003061,TR00421696,98,High Transaction Amount,Resolved,2019-04-20 17:29:28,Oni Naidu,EMP00000363,2019-04-23,2026-08-03 12:15:19.680614,,Fraud Detection System
ALR00003062,TR00423399,9,Velocity Check Failed,Open,2026-03-20 17:41:27,,,,2026-08-03 12:15:19.680614,,Fraud Detection System
ALR00003063,TR00277261,37,Card Not Present,Resolved,2021-02-26 02:45:14,Neel Deo,EMP00000368,2021-03-10,2026-08-03 12:15:19.681614,,Fraud Detection System
ALR00003064,TR00269089,21,Card Not Present,Resolved,2025-10-28 22:32:06,Oni Naidu,EMP00000363,2025-11-23,2026-08-03 12:15:19.682620,,Fraud Detection System
ALR00003065,TR00400846,17,Card Not Present,Open,2025-09-19 06:12:59,,,,2026-08-03 12:15:19.682620,,Fraud Detection System
ALR00003066,TR00336983,66,High Transaction Amount,False Positive,2024-09-12 00:16:12,Neel Deo,EMP00000368,2024-09-12,2026-08-03 12:15:19.683620,,Fraud Detection System
ALR00003067,TR00391319,21,High Transaction Amount,False Positive,2022-07-07 22:33:52,Neel Deo,EMP00000368,2022-07-15,2026-08-03 12:15:19.684620,,Fraud Detection System
ALR00003068,TR00379171,43,High Transaction Amount,Resolved,2026-03-25 19:09:43,Vaishnavi Bahri,EMP00000375,2026-04-01,2026-08-03 12:15:19.684620,,Fraud Detection System
ALR00003069,TR00447992,99,Card Not Present,Resolved,2026-03-16 17:59:01,Vaishnavi Bahri,EMP00000375,2026-04-12,2026-08-03 12:15:19.685620,,Fraud Detection System
ALR00003070,TR00422140,96,Velocity Check Failed,False Positive,2025-12-30 18:17:22,Faris Ray,EMP00000371,2026-01-25,2026-08-03 12:15:19.686620,,Fraud Detection System
ALR00003071,TR00449097,88,High Transaction Amount,Under Investigation,2012-12-17 08:09:36,Oni Naidu,EMP00000363,,2026-08-03 12:15:19.687620,,Fraud Detection System
ALR00003072,TR00430501,78,Blacklisted Merchant,Under Investigation,2019-08-03 15:48:02,Orinder Sani,EMP00000359,,2026-08-03 12:15:19.687620,,Fraud Detection System
ALR00003073,TR00363828,59,Card Not Present,Under Investigation,2025-09-13 17:04:39,Vaishnavi Bahri,EMP00000375,,2026-08-03 12:15:19.688620,,Fraud Detection System
ALR00003074,TR00332095,56,Multiple Failed Attempts,Resolved,2023-02-26 05:26:13,Faris Ray,EMP00000371,2023-03-19,2026-08-03 12:15:19.689620,,Fraud Detection System
ALR00003075,TR00283444,38,Multiple Failed Attempts,Under Investigation,2021-04-01 22:39:05,Orinder Sani,EMP00000359,,2026-08-03 12:15:19.690125,,Fraud Detection System
ALR00003076,TR00418040,76,High Transaction Amount,Resolved,2024-08-07 15:26:28,Vaishnavi Bahri,EMP00000375,2024-08-27,2026-08-03 12:15:19.691131,,Fraud Detection System
ALR00003077,TR00348724,26,Card Not Present,False Positive,2026-07-22 23:19:25,Neel Deo,EMP00000368,2026-07-23,2026-08-03 12:15:19.692138,,Fraud Detection System
ALR00003078,TR00347439,81,Multiple Failed Attempts,False Positive,2025-04-11 19:56:20,Ekaja Madan,EMP00000358,2025-05-06,2026-08-03 12:15:19.693137,,Fraud Detection System
ALR00003079,TR00309265,68,Velocity Check Failed,Under Investigation,2024-03-07 22:32:00,Ekaja Madan,EMP00000358,,2026-08-03 12:15:19.693137,,Fraud Detection System
ALR00003080,TR00316677,33,Location Mismatch,Open,2017-10-23 16:37:51,,,,2026-08-03 12:15:19.694136,,Fraud Detection System
ALR00003081,TR00351360,2,Unusual Spending Pattern,Resolved,2024-03-11 12:33:11,Oni Naidu,EMP00000363,2024-03-31,2026-08-03 12:15:19.694136,,Fraud Detection System
ALR00003082,TR00378538,56,Location Mismatch,Under Investigation,2025-06-17 23:32:06,Neel Deo,EMP00000368,,2026-08-03 12:15:19.695136,,Fraud Detection System
ALR00003083,TR00312481,5,Unusual Spending Pattern,Open,2011-04-03 21:06:11,,,,2026-08-03 12:15:19.696137,,Fraud Detection System
ALR00003084,TR00280785,74,Blacklisted Merchant,Resolved,2025-11-07 05:21:55,Oni Naidu,EMP00000363,2025-11-22,2026-08-03 12:15:19.696137,,Fraud Detection System
ALR00003085,TR00369229,39,Blacklisted Merchant,Open,2019-09-04 00:14:47,,,,2026-08-03 12:15:19.697136,,Fraud Detection System
ALR00003086,TR00439006,53,Multiple Failed Attempts,Resolved,2018-04-01 23:45:59,Faris Ray,EMP00000371,2018-04-11,2026-08-03 12:15:19.697136,,Fraud Detection System
ALR00003087,TR00362331,4,Unusual Spending Pattern,False Positive,2015-06-08 09:36:29,Orinder Sani,EMP00000359,2015-06-19,2026-08-03 12:15:19.698136,,Fraud Detection System
ALR00003088,TR00445850,57,High Transaction Amount,Resolved,2016-04-09 11:05:19,Neel Deo,EMP00000368,2016-04-23,2026-08-03 12:15:19.699642,,Fraud Detection System
ALR00003089,TR00287173,61,Unusual Spending Pattern,Under Investigation,2025-02-07 07:43:55,Ekaja Madan,EMP00000358,,2026-08-03 12:15:19.699752,,Fraud Detection System
ALR00003090,TR00409535,16,Velocity Check Failed,Open,2026-04-21 10:53:27,,,,2026-08-03 12:15:19.700649,,Fraud Detection System
ALR00003091,TR00357825,17,Card Not Present,Resolved,2022-09-17 22:20:55,Vaishnavi Bahri,EMP00000375,2022-10-13,2026-08-03 12:15:19.700649,,Fraud Detection System
ALR00003092,TR00256725,18,Velocity Check Failed,Resolved,2025-07-22 19:49:50,Faris Ray,EMP00000371,2025-08-08,2026-08-03 12:15:19.701974,,Fraud Detection System
ALR00003093,TR00285915,100,Blacklisted Merchant,Open,2020-04-09 14:59:26,,,,2026-08-03 12:15:19.701974,,Fraud Detection System
ALR00003094,TR00394055,95,Card Not Present,Resolved,2026-04-24 13:32:15,Neel Deo,EMP00000368,2026-05-03,2026-08-03 12:15:19.703103,,Fraud Detection System
ALR00003095,TR00413882,35,Multiple Failed Attempts,Under Investigation,2025-10-18 16:45:48,Vaishnavi Bahri,EMP00000375,,2026-08-03 12:15:19.704087,,Fraud Detection System
ALR00003096,TR00277251,97,Card Not Present,False Positive,2019-12-02 16:32:55,Oni Naidu,EMP00000363,2019-12-20,2026-08-03 12:15:19.705085,,Fraud Detection System
ALR00003097,TR00386402,48,Unusual Spending Pattern,Closed,2024-07-25 04:36:56,Neel Deo,EMP00000368,2024-08-22,2026-08-03 12:15:19.706097,,Fraud Detection System
ALR00003098,TR00427462,72,Location Mismatch,Resolved,2022-01-06 19:49:16,Neel Deo,EMP00000368,2022-02-04,2026-08-03 12:15:19.706097,,Fraud Detection System
ALR00003099,TR00299089,68,Multiple Failed Attempts,Open,2026-04-30 12:53:03,,,,2026-08-03 12:15:19.707093,,Fraud Detection System
ALR00003100,TR00416059,69,Unusual Spending Pattern,Resolved,2022-04-19 02:35:44,Oni Naidu,EMP00000363,2022-04-19,2026-08-03 12:15:19.707093,,Fraud Detection System
ALR00003101,TR00281997,41,Blacklisted Merchant,Under Investigation,2025-12-17 23:12:31,Orinder Sani,EMP00000359,,2026-08-03 12:15:19.708108,,Fraud Detection System
ALR00003102,TR00278539,53,Card Not Present,Open,2025-08-16 17:25:12,,,,2026-08-03 12:15:19.708108,,Fraud Detection System
ALR00003103,TR00409535,94,Card Not Present,Open,2026-04-21 12:58:27,,,,2026-08-03 12:15:19.709697,,Fraud Detection System
ALR00003104,TR00427274,44,Multiple Failed Attempts,Closed,2023-11-13 18:58:47,Orinder Sani,EMP00000359,2023-11-27,2026-08-03 12:15:19.709697,,Fraud Detection System
ALR00003105,TR00389669,41,Blacklisted Merchant,Resolved,2013-02-07 12:21:48,Ekaja Madan,EMP00000358,2013-02-10,2026-08-03 12:15:19.710806,,Fraud Detection System
ALR00003106,TR00350813,62,Multiple Failed Attempts,Resolved,2019-06-16 10:47:53,Ekaja Madan,EMP00000358,2019-06-29,2026-08-03 12:15:19.711787,,Fraud Detection System
ALR00003107,TR00381056,34,Card Not Present,Open,2021-06-19 04:31:48,,,,2026-08-03 12:15:19.711787,,Fraud Detection System
ALR00003108,TR00362779,100,Location Mismatch,Open,2024-01-29 17:38:39,,,,2026-08-03 12:15:19.712793,,Fraud Detection System
ALR00003109,TR00371529,49,Blacklisted Merchant,Under Investigation,2025-06-13 23:07:48,Faris Ray,EMP00000371,,2026-08-03 12:15:19.712793,,Fraud Detection System
ALR00003110,TR00435864,1,Blacklisted Merchant,Open,2021-07-29 20:28:21,,,,2026-08-03 12:15:19.713793,,Fraud Detection System
ALR00003111,TR00345182,0,Unusual Spending Pattern,Resolved,2019-01-20 10:07:09,Oni Naidu,EMP00000363,2019-02-03,2026-08-03 12:15:19.713793,,Fraud Detection System
ALR00003112,TR00304789,7,High Transaction Amount,Closed,2013-10-25 16:05:45,Vaishnavi Bahri,EMP00000375,2013-11-16,2026-08-03 12:15:19.714794,,Fraud Detection System
ALR00003113,TR00294897,63,Unusual Spending Pattern,Under Investigation,2025-11-08 03:02:23,Faris Ray,EMP00000371,,2026-08-03 12:15:19.715792,,Fraud Detection System
ALR00003114,TR00355593,19,Location Mismatch,Under Investigation,2024-08-17 21:14:02,Neel Deo,EMP00000368,,2026-08-03 12:15:19.716795,,Fraud Detection System
ALR00003115,TR00402368,97,Velocity Check Failed,Resolved,2024-03-04 04:17:05,Vaishnavi Bahri,EMP00000375,2024-03-11,2026-08-03 12:15:19.716795,,Fraud Detection System
ALR00003116,TR00327859,42,Card Not Present,Resolved,2026-07-22 19:54:01,Ekaja Madan,EMP00000358,2026-08-01,2026-08-03 12:15:19.717790,,Fraud Detection System
ALR00003117,TR00303600,81,Location Mismatch,Open,2018-01-06 23:25:52,,,,2026-08-03 12:15:19.718798,,Fraud Detection System
ALR00003118,TR00283050,71,Location Mismatch,Resolved,2022-04-19 18:43:37,Faris Ray,EMP00000371,2022-04-25,2026-08-03 12:15:19.718798,,Fraud Detection System
ALR00003119,TR00393921,74,Blacklisted Merchant,False Positive,2016-06-02 07:02:56,Faris Ray,EMP00000371,2016-06-08,2026-08-03 12:15:19.720390,,Fraud Detection System
ALR00003120,TR00251811,34,Multiple Failed Attempts,Resolved,2021-06-30 04:24:01,Faris Ray,EMP00000371,2021-07-04,2026-08-03 12:15:19.720390,,Fraud Detection System
ALR00003121,TR00322541,23,Card Not Present,Under Investigation,2021-04-20 17:36:10,Vaishnavi Bahri,EMP00000375,,2026-08-03 12:15:19.721415,,Fraud Detection System
ALR00003122,TR00283316,92,Blacklisted Merchant,Under Investigation,2025-09-08 10:41:12,Vaishnavi Bahri,EMP00000375,,2026-08-03 12:15:19.722484,,Fraud Detection System
ALR00003123,TR00394686,54,Card Not Present,Closed,2019-03-11 16:57:23,Faris Ray,EMP00000371,2019-03-24,2026-08-03 12:15:19.722484,,Fraud Detection System
ALR00003124,TR00397632,23,Location Mismatch,Open,2025-05-16 07:01:27,,,,2026-08-03 12:15:19.723482,,Fraud Detection System
ALR00003125,TR00387025,3,Card Not Present,Resolved,2019-07-18 02:28:04,Vaishnavi Bahri,EMP00000375,2019-08-07,2026-08-03 12:15:19.724481,,Fraud Detection System
ALR00003126,TR00269908,39,Velocity Check Failed,Under Investigation,2022-11-25 21:00:23,Oni Naidu,EMP00000363,,2026-08-03 12:15:19.725398,,Fraud Detection System
ALR00003127,TR00304055,1,Unusual Spending Pattern,False Positive,2019-06-23 05:45:32,Vaishnavi Bahri,EMP00000375,2019-07-21,2026-08-03 12:15:19.725398,,Fraud Detection System
ALR00003128,TR00305632,51,Unusual Spending Pattern,Resolved,2024-05-08 09:01:22,Vaishnavi Bahri,EMP00000375,2024-05-27,2026-08-03 12:15:19.726485,,Fraud Detection System
ALR00003129,TR00431849,90,High Transaction Amount,Open,2020-07-19 20:48:18,,,,2026-08-03 12:15:19.726485,,Fraud Detection System
ALR00003130,TR00437666,40,Unusual Spending Pattern,Resolved,2018-07-31 19:42:30,Neel Deo,EMP00000368,2018-08-18,2026-08-03 12:15:19.727481,,Fraud Detection System
ALR00003131,TR00405892,45,Card Not Present,Resolved,2022-02-14 14:42:07,Faris Ray,EMP00000371,2022-03-12,2026-08-03 12:15:19.728485,,Fraud Detection System
ALR00003132,TR00364946,69,High Transaction Amount,Open,2026-04-02 14:43:47,,,,2026-08-03 12:15:19.728485,,Fraud Detection System
ALR00003133,TR00334433,88,Location Mismatch,Under Investigation,2026-05-24 10:30:58,Orinder Sani,EMP00000359,,2026-08-03 12:15:19.729480,,Fraud Detection System
ALR00003134,TR00367953,64,Velocity Check Failed,Resolved,2025-05-14 06:06:22,Neel Deo,EMP00000368,2025-05-17,2026-08-03 12:15:19.730084,,Fraud Detection System
ALR00003135,TR00360485,42,Velocity Check Failed,Resolved,2026-01-28 18:52:42,Ekaja Madan,EMP00000358,2026-02-24,2026-08-03 12:15:19.731179,,Fraud Detection System
ALR00003136,TR00325505,23,Location Mismatch,Resolved,2020-01-08 18:14:27,Neel Deo,EMP00000368,2020-01-27,2026-08-03 12:15:19.732182,,Fraud Detection System
ALR00003137,TR00292301,64,Velocity Check Failed,Resolved,2026-01-02 13:48:33,Orinder Sani,EMP00000359,2026-01-09,2026-08-03 12:15:19.732182,,Fraud Detection System
ALR00003138,TR00261978,81,Multiple Failed Attempts,Open,2018-03-14 01:14:09,,,,2026-08-03 12:15:19.733193,,Fraud Detection System
ALR00003139,TR00302967,85,Card Not Present,False Positive,2015-07-28 20:03:46,Oni Naidu,EMP00000363,2015-08-04,2026-08-03 12:15:19.734172,,Fraud Detection System
ALR00003140,TR00282810,52,Multiple Failed Attempts,Resolved,2023-04-07 19:45:18,Faris Ray,EMP00000371,2023-04-30,2026-08-03 12:15:19.734172,,Fraud Detection System
ALR00003141,TR00395203,71,Velocity Check Failed,Open,2024-09-22 23:52:50,,,,2026-08-03 12:15:19.734172,,Fraud Detection System
ALR00003142,TR00411923,31,Multiple Failed Attempts,Under Investigation,2021-06-11 07:05:41,Neel Deo,EMP00000368,,2026-08-03 12:15:19.735946,,Fraud Detection System
ALR00003143,TR00282905,86,Multiple Failed Attempts,False Positive,2025-01-21 05:49:03,Ekaja Madan,EMP00000358,2025-02-13,2026-08-03 12:15:19.736856,,Fraud Detection System
ALR00003144,TR00427053,58,Card Not Present,Under Investigation,2022-06-11 13:50:43,Orinder Sani,EMP00000359,,2026-08-03 12:15:19.736856,,Fraud Detection System
ALR00003145,TR00403356,40,High Transaction Amount,Under Investigation,2026-05-18 14:52:57,Oni Naidu,EMP00000363,,2026-08-03 12:15:19.737855,,Fraud Detection System
ALR00003146,TR00323831,65,Location Mismatch,Open,2025-10-02 04:19:47,,,,2026-08-03 12:15:19.738866,,Fraud Detection System
ALR00003147,TR00397997,23,Location Mismatch,Under Investigation,2017-08-13 21:23:29,Ekaja Madan,EMP00000358,,2026-08-03 12:15:19.738866,,Fraud Detection System
ALR00003148,TR00348051,80,High Transaction Amount,Open,2015-10-03 20:18:10,,,,2026-08-03 12:15:19.739860,,Fraud Detection System
ALR00003149,TR00380942,93,Card Not Present,Resolved,2023-02-15 15:32:29,Orinder Sani,EMP00000359,2023-03-01,2026-08-03 12:15:19.740452,,Fraud Detection System
ALR00003150,TR00400125,56,Unusual Spending Pattern,Under Investigation,2025-07-02 01:35:35,Oni Naidu,EMP00000363,,2026-08-03 12:15:19.741560,,Fraud Detection System
ALR00003151,TR00434601,9,Blacklisted Merchant,Resolved,2022-08-03 22:24:27,Faris Ray,EMP00000371,2022-08-26,2026-08-03 12:15:19.741560,,Fraud Detection System
ALR00003152,TR00365654,3,Unusual Spending Pattern,Resolved,2020-01-26 22:18:11,Neel Deo,EMP00000368,2020-02-11,2026-08-03 12:15:19.742545,,Fraud Detection System
ALR00003153,TR00294475,78,Unusual Spending Pattern,False Positive,2016-10-05 05:39:00,Faris Ray,EMP00000371,2016-10-29,2026-08-03 12:15:19.743551,,Fraud Detection System
ALR00003154,TR00379226,61,Velocity Check Failed,Resolved,2021-03-10 14:02:03,Orinder Sani,EMP00000359,2021-03-25,2026-08-03 12:15:19.744552,,Fraud Detection System
ALR00003155,TR00381664,47,Location Mismatch,Open,2023-08-05 01:13:22,,,,2026-08-03 12:15:19.744552,,Fraud Detection System
ALR00003156,TR00350202,41,Multiple Failed Attempts,Open,2020-01-28 05:53:53,,,,2026-08-03 12:15:19.744552,,Fraud Detection System
ALR00003157,TR00323572,64,Multiple Failed Attempts,False Positive,2018-11-21 14:02:03,Orinder Sani,EMP00000359,2018-11-28,2026-08-03 12:15:19.745553,,Fraud Detection System
ALR00003158,TR00449458,44,Blacklisted Merchant,Resolved,2024-10-09 15:12:49,Vaishnavi Bahri,EMP00000375,2024-11-06,2026-08-03 12:15:19.746551,,Fraud Detection System
ALR00003159,TR00441460,81,High Transaction Amount,Resolved,2019-02-01 04:44:37,Neel Deo,EMP00000368,2019-02-24,2026-08-03 12:15:19.747552,,Fraud Detection System
