account_id,customer_id,branch_id,account_opened_branch_id,account_number,account_type,currency,account_status,open_date,current_balance,interest_rate,account_created_city,account_created_state,created_at,updated_at,source_system
ACC00007021,CUST00005248,BR00000055,BR00000055,534243534317,Salary,INR,Active,2015-04-29,275417.0,2.97,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.384371,,Enterprise System
ACC00007022,CUST00005352,BR00000070,BR00000070,056621537097,Recurring Deposit,INR,Active,2010-06-06,823270.58,5.84,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.384371,,Enterprise System
ACC00007023,CUST00005648,BR00000075,BR00000075,574187520093,Savings,INR,Active,2012-01-02,51754.37,4.47,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.384371,,Enterprise System
ACC00007024,CUST00005186,BR00000075,BR00000075,889336299475,NRO,AED,Closed,2024-07-25,1068005.16,3.61,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.385371,,Enterprise System
ACC00007025,CUST00005790,BR00000066,BR00000060,417158424932,Recurring Deposit,INR,Closed,2011-03-11,15529.29,5.85,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.385371,,Enterprise System
ACC00007026,CUST00005905,BR00000066,BR00000066,912273936085,Savings,INR,Active,2010-10-30,283918.36,2.78,Ariyalur,TAMIL NADU,2026-08-03 12:14:11.385371,,Enterprise System
ACC00007027,CUST00005834,BR00000070,BR00000070,702583711127,Salary,INR,Active,2011-04-02,148346.39,3.95,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.386371,,Enterprise System
ACC00007028,CUST00005998,BR00000068,BR00000056,866076353275,Recurring Deposit,INR,Active,2018-07-07,780479.8,6.47,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.386371,,Enterprise System
ACC00007029,CUST00005163,BR00000063,BR00000063,571481226841,Current,INR,Active,2019-02-03,646032.9,0.0,DHANBAD,JHARKHAND,2026-08-03 12:14:11.386371,,Enterprise System
ACC00007030,CUST00005994,BR00000059,BR00000059,399996540904,Savings,INR,Active,2026-03-20,62003.22,4.13,KODAGU,KARNATAKA,2026-08-03 12:14:11.386371,,Enterprise System
ACC00007031,CUST00005057,BR00000054,BR00000054,623625641265,Salary,INR,Active,2019-01-21,166987.24,3.36,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.387371,,Enterprise System
ACC00007032,CUST00005338,BR00000062,BR00000062,108251438709,Salary,INR,Active,2014-06-08,90528.65,3.39,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.387371,,Enterprise System
ACC00007033,CUST00005735,BR00000056,BR00000056,340044352328,Savings,INR,Active,2014-05-01,255465.98,2.54,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.387371,,Enterprise System
ACC00007034,CUST00005081,BR00000064,BR00000064,791002603932,Salary,INR,Dormant,2020-02-17,57866.86,2.85,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.387371,,Enterprise System
ACC00007035,CUST00005209,BR00000055,BR00000055,359658386470,Savings,INR,Closed,2021-11-20,314006.37,3.7,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.387371,,Enterprise System
ACC00007036,CUST00005262,BR00000067,BR00000054,724890599100,Fixed Deposit,INR,Active,2022-10-14,2645010.56,6.83,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.388371,,Enterprise System
ACC00007037,CUST00005003,BR00000073,BR00000073,206024206739,Savings,INR,Dormant,2008-04-15,354245.3,2.97,MANDYA,KARNATAKA,2026-08-03 12:14:11.388371,,Enterprise System
ACC00007038,CUST00005085,BR00000056,BR00000056,688152037495,Savings,INR,Active,2011-10-16,438837.6,3.46,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.388371,,Enterprise System
ACC00007039,CUST00005379,BR00000064,BR00000064,655249016658,Salary,INR,Active,2007-04-18,264573.07,3.41,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.388371,,Enterprise System
ACC00007040,CUST00005556,BR00000070,BR00000070,911775858405,Savings,INR,Active,2017-12-19,304346.32,3.42,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.388371,,Enterprise System
ACC00007041,CUST00005014,BR00000071,BR00000071,927753199847,Salary,INR,Active,2015-02-07,126639.37,2.75,CHURU,RAJASTHAN,2026-08-03 12:14:11.389978,,Enterprise System
ACC00007042,CUST00005538,BR00000074,BR00000074,452751391799,Current,INR,Active,2017-06-16,717419.25,0.0,KODAGU,KARNATAKA,2026-08-03 12:14:11.389978,,Enterprise System
ACC00007043,CUST00005971,BR00000074,BR00000074,867002678014,Salary,INR,Active,2015-10-17,284055.49,3.35,KODAGU,KARNATAKA,2026-08-03 12:14:11.389978,,Enterprise System
ACC00007044,CUST00005251,BR00000064,BR00000075,013924902844,Savings,INR,Active,2006-11-12,21460.63,3.79,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.390882,,Enterprise System
ACC00007045,CUST00005770,BR00000056,BR00000056,892657425803,Savings,INR,Dormant,2012-06-09,66596.77,2.64,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.390882,,Enterprise System
ACC00007046,CUST00005388,BR00000053,BR00000053,948947922715,Salary,INR,Active,2021-03-22,16735.17,3.18,TENKASI,TAMIL NADU,2026-08-03 12:14:11.390882,,Enterprise System
ACC00007047,CUST00005313,BR00000064,BR00000064,928404496628,NRE,USD,Active,2009-02-01,7743505.33,6.75,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.390882,,Enterprise System
ACC00007048,CUST00005367,BR00000055,BR00000055,993152577861,Savings,INR,Active,2015-06-15,43817.85,4.45,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.390882,,Enterprise System
ACC00007049,CUST00005590,BR00000052,BR00000052,367949418390,Savings,INR,Active,2025-03-17,401883.58,3.3,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.391887,,Enterprise System
ACC00007050,CUST00005876,BR00000056,BR00000056,438352148753,NRE,GBP,Active,2006-11-26,9612655.92,5.69,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.391887,,Enterprise System
ACC00007051,CUST00005181,BR00000073,BR00000073,490590951476,Salary,INR,Active,2012-10-17,245790.65,3.69,MANDYA,KARNATAKA,2026-08-03 12:14:11.391887,,Enterprise System
ACC00007052,CUST00005598,BR00000053,BR00000055,588641632445,Savings,INR,Active,2012-02-04,250964.12,4.42,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.391887,,Enterprise System
ACC00007053,CUST00005435,BR00000064,BR00000064,065907020446,Savings,INR,Active,2026-01-30,491650.15,3.93,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.392887,,Enterprise System
ACC00007054,CUST00005636,BR00000064,BR00000064,892900787772,Salary,INR,Active,2024-11-22,257850.07,3.86,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.392887,,Enterprise System
ACC00007055,CUST00005416,BR00000074,BR00000052,893510835706,Savings,INR,Closed,2021-04-23,142271.48,2.55,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.392887,,Enterprise System
ACC00007056,CUST00005171,BR00000067,BR00000067,037573814052,Savings,INR,Active,2021-03-22,436628.76,4.09,JEHANABAD,BIHAR,2026-08-03 12:14:11.392887,,Enterprise System
ACC00007057,CUST00005666,BR00000056,BR00000072,693535674059,Savings,INR,Closed,2011-01-26,128366.62,3.76,SITAMARHI,BIHAR,2026-08-03 12:14:11.393887,,Enterprise System
ACC00007058,CUST00005290,BR00000062,BR00000062,482739581511,Savings,INR,Active,2024-02-20,293777.8,3.47,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.393887,,Enterprise System
ACC00007059,CUST00005562,BR00000060,BR00000060,153496775781,Savings,INR,Active,2020-11-04,447835.75,2.68,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.393887,,Enterprise System
ACC00007060,CUST00005915,BR00000059,BR00000068,370257794929,Recurring Deposit,INR,Dormant,2017-07-23,895517.97,5.37,KARIMNAGAR,TELANGANA,2026-08-03 12:14:11.394887,,Enterprise System
ACC00007061,CUST00005242,BR00000060,BR00000060,288432089214,Current,INR,Active,2014-03-14,473617.65,0.0,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.394887,,Enterprise System
ACC00007062,CUST00005212,BR00000055,BR00000055,392152625740,Savings,INR,Active,2014-09-04,368571.11,2.52,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.394887,,Enterprise System
ACC00007063,CUST00005025,BR00000051,BR00000051,497361361777,Savings,INR,Active,2016-09-15,395916.77,4.37,HYDERABAD,TELANGANA,2026-08-03 12:14:11.394887,,Enterprise System
ACC00007064,CUST00005221,BR00000063,BR00000063,076602602164,Savings,INR,Closed,2025-06-24,473630.9,4.03,DHANBAD,JHARKHAND,2026-08-03 12:14:11.395887,,Enterprise System
ACC00007065,CUST00005016,BR00000053,BR00000053,727451112725,Savings,INR,Active,2018-09-03,353702.57,3.42,TENKASI,TAMIL NADU,2026-08-03 12:14:11.395887,,Enterprise System
ACC00007066,CUST00005679,BR00000066,BR00000066,240248698421,Savings,INR,Active,2013-03-18,131828.89,4.04,Ariyalur,TAMIL NADU,2026-08-03 12:14:11.395887,,Enterprise System
ACC00007067,CUST00005611,BR00000054,BR00000054,688584131916,Salary,INR,Active,2019-03-16,40585.04,3.76,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.395887,,Enterprise System
ACC00007068,CUST00005705,BR00000051,BR00000051,390174445056,Recurring Deposit,INR,Active,2026-03-22,695156.34,6.72,HYDERABAD,TELANGANA,2026-08-03 12:14:11.396887,,Enterprise System
ACC00007069,CUST00005493,BR00000074,BR00000074,205221965588,Savings,INR,Active,2006-10-14,116263.57,3.15,KODAGU,KARNATAKA,2026-08-03 12:14:11.396887,,Enterprise System
ACC00007070,CUST00005523,BR00000055,BR00000060,312904445850,Salary,INR,Active,2016-12-13,96066.07,3.85,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.396887,,Enterprise System
ACC00007071,CUST00005286,BR00000067,BR00000067,874299459797,Savings,INR,Dormant,2008-10-23,31322.04,4.47,JEHANABAD,BIHAR,2026-08-03 12:14:11.397887,,Enterprise System
ACC00007072,CUST00005420,BR00000073,BR00000073,209804093834,NRO,AED,Active,2015-09-15,813978.27,3.58,MANDYA,KARNATAKA,2026-08-03 12:14:11.397887,,Enterprise System
ACC00007073,CUST00005371,BR00000061,BR00000061,715615356070,Current,INR,Active,2016-06-03,966899.97,0.0,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.397887,,Enterprise System
ACC00007074,CUST00005337,BR00000071,BR00000071,672407061426,Salary,INR,Frozen,2022-01-04,81255.93,2.85,CHURU,RAJASTHAN,2026-08-03 12:14:11.397887,,Enterprise System
ACC00007075,CUST00005061,BR00000062,BR00000062,084076400186,Savings,INR,Frozen,2012-02-01,220452.0,3.37,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.397887,,Enterprise System
ACC00007076,CUST00005975,BR00000054,BR00000054,972683338259,Savings,INR,Active,2011-01-28,382892.64,3.08,CHENGALPATTU,TAMIL NADU,2026-08-03 12:14:11.398887,,Enterprise System
ACC00007077,CUST00005126,BR00000064,BR00000064,192070146371,Savings,INR,Active,2011-02-08,425724.18,3.34,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.398887,,Enterprise System
ACC00007078,CUST00005873,BR00000075,BR00000075,758479756282,Savings,INR,Active,2009-09-13,302610.62,3.95,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.398887,,Enterprise System
ACC00007079,CUST00005563,BR00000055,BR00000055,898661080060,Salary,INR,Active,2016-01-04,150134.35,2.91,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.398887,,Enterprise System
ACC00007080,CUST00005875,BR00000053,BR00000053,751814912850,Salary,INR,Active,2021-04-07,290317.31,2.68,TENKASI,TAMIL NADU,2026-08-03 12:14:11.399935,,Enterprise System
ACC00007081,CUST00005935,BR00000071,BR00000071,077190950717,Fixed Deposit,INR,Active,2020-01-31,4842447.3,6.43,CHURU,RAJASTHAN,2026-08-03 12:14:11.399935,,Enterprise System
ACC00007082,CUST00005002,BR00000063,BR00000063,331677132767,Savings,INR,Active,2019-04-19,204793.51,3.14,DHANBAD,JHARKHAND,2026-08-03 12:14:11.400539,,Enterprise System
ACC00007083,CUST00005708,BR00000057,BR00000057,177528915755,Recurring Deposit,INR,Active,2025-02-28,975427.14,6.72,JAJAPUR,ODISHA,2026-08-03 12:14:11.400539,,Enterprise System
ACC00007084,CUST00005324,BR00000058,BR00000058,752718436577,Current,INR,Active,2009-05-01,1451500.84,0.0,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.400539,,Enterprise System
ACC00007085,CUST00005134,BR00000059,BR00000059,403118878314,Savings,INR,Active,2025-12-11,254281.99,3.73,KODAGU,KARNATAKA,2026-08-03 12:14:11.400539,,Enterprise System
ACC00007086,CUST00005711,BR00000058,BR00000058,334903998294,Current,INR,Active,2020-06-09,2275234.1,0.0,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.401636,,Enterprise System
ACC00007087,CUST00005792,BR00000065,BR00000065,828494799375,Savings,INR,Active,2011-10-01,347404.14,2.85,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.401900,,Enterprise System
ACC00007088,CUST00005268,BR00000071,BR00000071,152691139865,Fixed Deposit,INR,Active,2012-02-13,890356.15,6.16,CHURU,RAJASTHAN,2026-08-03 12:14:11.401900,,Enterprise System
ACC00007089,CUST00005283,BR00000070,BR00000070,200940839012,NRE,INR,Active,2023-04-29,5118689.37,6.47,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.401900,,Enterprise System
ACC00007090,CUST00005974,BR00000068,BR00000068,578989063339,Savings,INR,Active,2023-02-10,403075.12,3.18,KARIMNAGAR,TELANGANA,2026-08-03 12:14:11.401900,,Enterprise System
ACC00007091,CUST00005398,BR00000051,BR00000051,663909840957,Savings,INR,Active,2016-07-24,465132.54,3.95,HYDERABAD,TELANGANA,2026-08-03 12:14:11.401900,,Enterprise System
ACC00007092,CUST00005191,BR00000053,BR00000053,001930397895,Salary,INR,Active,2022-10-31,183075.22,3.55,TENKASI,TAMIL NADU,2026-08-03 12:14:11.403005,,Enterprise System
ACC00007093,CUST00005920,BR00000064,BR00000064,765611914133,Salary,INR,Active,2017-10-30,2330.25,3.49,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.403005,,Enterprise System
ACC00007094,CUST00005434,BR00000052,BR00000052,470813913728,Savings,INR,Active,2023-10-04,362068.4,2.59,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.403005,,Enterprise System
ACC00007095,CUST00005241,BR00000056,BR00000056,416352737440,Savings,INR,Active,2017-02-16,284568.77,3.79,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.403005,,Enterprise System
ACC00007096,CUST00005970,BR00000069,BR00000069,676162396208,Recurring Deposit,INR,Dormant,2011-09-03,880812.93,5.73,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.403005,,Enterprise System
ACC00007097,CUST00005178,BR00000051,BR00000051,316120398283,Savings,INR,Active,2022-10-03,456014.61,3.32,HYDERABAD,TELANGANA,2026-08-03 12:14:11.403005,,Enterprise System
ACC00007098,CUST00005205,BR00000056,BR00000056,171359350760,Current,INR,Active,2025-09-04,1406521.33,0.0,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.404005,,Enterprise System
ACC00007099,CUST00005496,BR00000061,BR00000061,821917691297,Current,INR,Active,2007-04-07,1183146.92,0.0,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.404005,,Enterprise System
ACC00007100,CUST00005063,BR00000073,BR00000073,285041174151,Savings,INR,Active,2009-09-13,264535.71,4.46,MANDYA,KARNATAKA,2026-08-03 12:14:11.404005,,Enterprise System
ACC00007101,CUST00005895,BR00000051,BR00000051,168986469679,Savings,INR,Active,2012-09-24,407687.63,4.47,HYDERABAD,TELANGANA,2026-08-03 12:14:11.404005,,Enterprise System
ACC00007102,CUST00005856,BR00000062,BR00000062,020841912643,Savings,INR,Dormant,2024-04-04,42230.06,3.59,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.404005,,Enterprise System
ACC00007103,CUST00005477,BR00000062,BR00000062,387211289999,Salary,INR,Active,2018-04-30,3770.02,2.66,PURBI CHAMPARAN,BIHAR,2026-08-03 12:14:11.405025,,Enterprise System
ACC00007104,CUST00005369,BR00000065,BR00000065,863334043966,Savings,INR,Active,2024-11-20,230991.59,2.72,HOOGHLY,WEST BENGAL,2026-08-03 12:14:11.405025,,Enterprise System
ACC00007105,CUST00005635,BR00000051,BR00000051,310679079148,Salary,INR,Active,2007-08-31,33664.47,3.32,HYDERABAD,TELANGANA,2026-08-03 12:14:11.405025,,Enterprise System
ACC00007106,CUST00005965,BR00000063,BR00000063,563798500170,Savings,INR,Active,2012-07-13,336870.45,3.17,DHANBAD,JHARKHAND,2026-08-03 12:14:11.405025,,Enterprise System
ACC00007107,CUST00005731,BR00000073,BR00000073,035839007055,Savings,INR,Active,2015-08-10,249500.21,4.24,MANDYA,KARNATAKA,2026-08-03 12:14:11.405025,,Enterprise System
ACC00007108,CUST00005615,BR00000051,BR00000051,608305103691,Savings,INR,Active,2013-11-01,205052.43,2.86,HYDERABAD,TELANGANA,2026-08-03 12:14:11.406018,,Enterprise System
ACC00007109,CUST00005183,BR00000071,BR00000071,107370277027,Fixed Deposit,INR,Active,2011-01-28,4094706.71,6.5,CHURU,RAJASTHAN,2026-08-03 12:14:11.406018,,Enterprise System
ACC00007110,CUST00005018,BR00000055,BR00000071,200858336268,NRO,EUR,Dormant,2015-08-14,2675939.11,4.5,CHURU,RAJASTHAN,2026-08-03 12:14:11.406018,,Enterprise System
ACC00007111,CUST00005397,BR00000054,BR00000066,080335523817,Current,INR,Active,2016-07-22,1237249.43,0.0,Ariyalur,TAMIL NADU,2026-08-03 12:14:11.407006,,Enterprise System
ACC00007112,CUST00005798,BR00000069,BR00000058,476504299865,Savings,INR,Active,2014-10-06,134914.41,3.63,SIMDEGA,JHARKHAND,2026-08-03 12:14:11.407006,,Enterprise System
ACC00007113,CUST00005520,BR00000069,BR00000069,235428242609,NRE,INR,Active,2017-03-19,1985498.2,6.78,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.408009,,Enterprise System
ACC00007114,CUST00005152,BR00000074,BR00000074,686871136479,NRE,USD,Active,2020-01-11,9908536.12,5.86,KODAGU,KARNATAKA,2026-08-03 12:14:11.408009,,Enterprise System
ACC00007115,CUST00005595,BR00000053,BR00000052,594551797295,Savings,INR,Active,2011-11-12,27749.82,4.2,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.408009,,Enterprise System
ACC00007116,CUST00005475,BR00000073,BR00000073,152290751357,Fixed Deposit,INR,Active,2020-10-16,79222.77,6.0,MANDYA,KARNATAKA,2026-08-03 12:14:11.408009,,Enterprise System
ACC00007117,CUST00005510,BR00000070,BR00000070,379388363206,Savings,INR,Active,2011-04-15,289928.14,3.46,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.409011,,Enterprise System
ACC00007118,CUST00005307,BR00000053,BR00000053,566841821301,Salary,INR,Active,2023-08-29,167320.49,2.94,TENKASI,TAMIL NADU,2026-08-03 12:14:11.409011,,Enterprise System
ACC00007119,CUST00005559,BR00000065,BR00000057,631520150979,Savings,INR,Active,2016-02-08,105260.05,3.71,JAJAPUR,ODISHA,2026-08-03 12:14:11.409011,,Enterprise System
ACC00007120,CUST00005060,BR00000069,BR00000069,060964783839,Savings,INR,Active,2009-09-23,28174.23,4.26,HAMIRPUR,HIMACHAL PRADESH,2026-08-03 12:14:11.410005,,Enterprise System
ACC00007121,CUST00005281,BR00000055,BR00000055,859593596546,Fixed Deposit,INR,Active,2025-10-07,3987423.47,7.04,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.410005,,Enterprise System
ACC00007122,CUST00005472,BR00000070,BR00000070,096745812605,NRO,GBP,Active,2024-09-26,2927242.26,4.45,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.410005,,Enterprise System
ACC00007123,CUST00005894,BR00000054,BR00000056,241450410188,Savings,INR,Active,2022-09-22,123446.74,3.39,SRIKAKULAM,ANDHRA PRADESH,2026-08-03 12:14:11.410598,,Enterprise System
ACC00007124,CUST00005070,BR00000061,BR00000068,215904798927,Savings,INR,Active,2015-10-22,287598.86,3.83,KARIMNAGAR,TELANGANA,2026-08-03 12:14:11.410598,,Enterprise System
ACC00007125,CUST00005196,BR00000073,BR00000073,043527859404,Savings,INR,Active,2014-02-08,302152.0,2.62,MANDYA,KARNATAKA,2026-08-03 12:14:11.410598,,Enterprise System
ACC00007126,CUST00005404,BR00000064,BR00000064,429000388243,Salary,INR,Active,2014-01-14,169955.58,3.1,THIRUVARUR,TAMIL NADU,2026-08-03 12:14:11.411713,,Enterprise System
ACC00007127,CUST00005329,BR00000070,BR00000070,418670054678,Fixed Deposit,INR,Closed,2014-04-26,4514422.01,6.16,NAGAUR,RAJASTHAN,2026-08-03 12:14:11.411713,,Enterprise System
ACC00007128,CUST00005866,BR00000065,BR00000067,588994966268,Salary,INR,Active,2024-07-02,121696.61,3.89,JEHANABAD,BIHAR,2026-08-03 12:14:11.412688,,Enterprise System
ACC00007129,CUST00005308,BR00000055,BR00000055,687092045497,Salary,INR,Active,2019-09-23,127186.14,3.77,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.412688,,Enterprise System
ACC00007130,CUST00005848,BR00000069,BR00000055,645308190844,Salary,INR,Active,2015-07-28,29295.88,3.85,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.412688,,Enterprise System
ACC00007131,CUST00005553,BR00000073,BR00000073,653326416130,Savings,INR,Active,2015-04-19,351896.72,2.64,MANDYA,KARNATAKA,2026-08-03 12:14:11.412688,,Enterprise System
ACC00007132,CUST00005861,BR00000052,BR00000071,838169047517,Savings,INR,Active,2012-01-22,220315.38,4.21,CHURU,RAJASTHAN,2026-08-03 12:14:11.413689,,Enterprise System
ACC00007133,CUST00005606,BR00000053,BR00000053,468412449350,Recurring Deposit,INR,Active,2014-02-15,818038.05,5.2,TENKASI,TAMIL NADU,2026-08-03 12:14:11.413689,,Enterprise System
ACC00007134,CUST00005720,BR00000055,BR00000055,507371584970,Recurring Deposit,INR,Active,2018-02-14,672678.98,6.69,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.413689,,Enterprise System
ACC00007135,CUST00005577,BR00000075,BR00000075,819533266695,Savings,INR,Active,2006-11-17,218456.47,3.81,Y.S.R.,ANDHRA PRADESH,2026-08-03 12:14:11.414704,,Enterprise System
ACC00007136,CUST00005564,BR00000063,BR00000055,672598272896,Salary,INR,Active,2016-09-01,279466.26,2.53,MURSHIDABAD,WEST BENGAL,2026-08-03 12:14:11.414704,,Enterprise System
ACC00007137,CUST00005138,BR00000054,BR00000052,857809154455,Savings,INR,Active,2018-10-23,298015.53,2.66,PATHANAMTHITTA,KERALA,2026-08-03 12:14:11.415605,,Enterprise System
ACC00007138,CUST00005449,BR00000060,BR00000060,315137097863,Recurring Deposit,INR,Active,2016-02-19,268445.45,5.85,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.415605,,Enterprise System
ACC00007139,CUST00005822,BR00000060,BR00000060,570162719259,Recurring Deposit,INR,Active,2012-02-06,510496.32,5.7,VIZIANAGARAM,ANDHRA PRADESH,2026-08-03 12:14:11.415605,,Enterprise System
