card_id,account_id,card_number,card_type,network,issue_date,expiry_date,credit_limit,card_status,card_holder_name,cvv,pin_generation_status,contactless_enabled,international_usage_enabled,created_at,updated_at,source_system
CD00007346,ACC00007021,9829367452888215,Debit,Visa,2026-06-05,2031-06-04,0.0,Active,UPADHRITI SARKAR,121,Generated,No,Yes,2026-08-03 12:14:11.594456,,Enterprise System
CD00007347,ACC00007023,7208717005390806,Debit,Visa,2012-02-18,2017-02-16,0.0,Active,GEORGE BATRA,579,Generated,Yes,Yes,2026-08-03 12:14:11.594456,,Enterprise System
CD00007348,ACC00007023,6548705226097843,Debit,Visa,2015-08-27,2020-08-25,0.0,Active,GEORGE BATRA,724,Generated,Yes,No,2026-08-03 12:14:11.595463,,Enterprise System
CD00007349,ACC00007024,2277684512439416,Credit,Visa,2024-09-11,2029-09-10,50000.0,Expired,KRISHNA LALA,221,Generated,Yes,No,2026-08-03 12:14:11.595463,,Enterprise System
CD00007350,ACC00007024,7709342122669303,Debit,Visa,2024-11-08,2029-11-07,0.0,Active,KRISHNA LALA,898,Generated,Yes,No,2026-08-03 12:14:11.595463,,Enterprise System
CD00007351,ACC00007026,8903036990885141,Debit,Mastercard,2018-03-31,2023-03-30,0.0,Active,ROBERT MOHANTY,225,Generated,No,No,2026-08-03 12:14:11.596454,,Enterprise System
CD00007352,ACC00007026,4112875474588394,Debit,RuPay,2025-12-21,2030-12-20,0.0,Active,ROBERT MOHANTY,776,Generated,Yes,No,2026-08-03 12:14:11.596454,,Enterprise System
CD00007353,ACC00007027,2214079562620120,Debit,Visa,2015-07-12,2020-07-10,0.0,Active,UBIKA MODI,247,Generated,Yes,Yes,2026-08-03 12:14:11.596454,,Enterprise System
CD00007354,ACC00007029,8362734190790291,Prepaid,Visa,2022-05-05,2027-05-04,10000.0,Active,DOMINIC CHAD,615,Generated,Yes,No,2026-08-03 12:14:11.597459,,Enterprise System
CD00007355,ACC00007030,8255875932933723,Credit,American Express,2026-05-30,2031-05-29,200000.0,Lost,AARUSH JAYARAMAN,284,Generated,Yes,No,2026-08-03 12:14:11.597459,,Enterprise System
CD00007356,ACC00007030,9001320021503635,Credit,Visa,2026-07-16,2031-07-15,100000.0,Active,AARUSH JAYARAMAN,835,Generated,Yes,No,2026-08-03 12:14:11.597459,,Enterprise System
CD00007357,ACC00007031,4713159317360175,Debit,American Express,2023-09-14,2028-09-12,0.0,Active,ONKAR DUA,998,Generated,Yes,No,2026-08-03 12:14:11.597459,,Enterprise System
CD00007358,ACC00007032,1869312429805301,Credit,Visa,2021-03-28,2026-03-27,100000.0,Active,KAI KOTA,563,Generated,Yes,No,2026-08-03 12:14:11.598461,,Enterprise System
CD00007359,ACC00007032,6838148441246379,Debit,Visa,2019-02-10,2024-02-09,0.0,Active,KAI KOTA,719,Generated,Yes,No,2026-08-03 12:14:11.598461,,Enterprise System
CD00007360,ACC00007033,5755478941222924,Debit,RuPay,2026-03-27,2031-03-26,0.0,Active,ONVEER SODHI,535,Generated,Yes,No,2026-08-03 12:14:11.598461,,Enterprise System
CD00007361,ACC00007033,5040620674484859,Debit,Mastercard,2022-08-25,2027-08-24,0.0,Active,ONVEER SODHI,951,Generated,Yes,No,2026-08-03 12:14:11.598461,,Enterprise System
CD00007362,ACC00007034,8002830507513038,Debit,Mastercard,2020-05-02,2025-05-01,0.0,Active,RAJATA WASON,674,Generated,Yes,Yes,2026-08-03 12:14:11.599969,,Enterprise System
CD00007363,ACC00007034,4814360635502171,Debit,Visa,2020-07-17,2025-07-16,0.0,Active,RAJATA WASON,480,Generated,Yes,Yes,2026-08-03 12:14:11.599969,,Enterprise System
CD00007364,ACC00007035,3013567203919123,Debit,RuPay,2024-05-14,2029-05-13,0.0,Active,CHAKRADHAR TAILOR,665,Generated,Yes,Yes,2026-08-03 12:14:11.600978,,Enterprise System
CD00007365,ACC00007037,4396709795399609,Debit,Mastercard,2023-10-12,2028-10-10,0.0,Expired,HARINAKSHI SARIN,869,Generated,Yes,No,2026-08-03 12:14:11.600978,,Enterprise System
CD00007366,ACC00007038,8044135933997846,Debit,RuPay,2013-06-25,2018-06-24,0.0,Expired,CHARVI DEVI,348,Generated,No,Yes,2026-08-03 12:14:11.600978,,Enterprise System
CD00007367,ACC00007038,9095798041720412,Debit,Visa,2020-11-23,2025-11-22,0.0,Active,CHARVI DEVI,115,Pending,Yes,No,2026-08-03 12:14:11.602098,,Enterprise System
CD00007368,ACC00007039,9072871310921194,Debit,RuPay,2009-10-28,2014-10-27,0.0,Active,SNEHA MISHRA,636,Pending,Yes,Yes,2026-08-03 12:14:11.602098,,Enterprise System
CD00007369,ACC00007040,9308993190657404,Credit,Mastercard,2020-10-30,2025-10-29,100000.0,Active,DEVIKA GARA,927,Generated,Yes,Yes,2026-08-03 12:14:11.602098,,Enterprise System
CD00007370,ACC00007042,8010374189288750,Credit,Visa,2018-07-11,2023-07-10,1000000.0,Active,QARIN KALITA,252,Generated,Yes,No,2026-08-03 12:14:11.603125,,Enterprise System
CD00007371,ACC00007043,4894165911968582,Debit,Visa,2025-08-15,2030-08-14,0.0,Active,YATAN DESHPANDE,166,Generated,Yes,No,2026-08-03 12:14:11.603125,,Enterprise System
CD00007372,ACC00007044,9981387435000931,Debit,Visa,2014-04-02,2019-04-01,0.0,Active,ETA CHANDER,843,Generated,Yes,Yes,2026-08-03 12:14:11.604125,,Enterprise System
CD00007373,ACC00007045,8765756707894206,Credit,Mastercard,2024-08-12,2029-08-11,500000.0,Active,RISHI CHAWLA,371,Generated,Yes,No,2026-08-03 12:14:11.604125,,Enterprise System
CD00007374,ACC00007046,8301374852339842,Prepaid,RuPay,2024-10-14,2029-10-13,25000.0,Active,MAX BHARGAVA,177,Generated,No,No,2026-08-03 12:14:11.604125,,Enterprise System
CD00007375,ACC00007047,4989523794501737,Debit,RuPay,2018-06-14,2023-06-13,0.0,Active,GEORGE GARDE,396,Generated,Yes,Yes,2026-08-03 12:14:11.605125,,Enterprise System
CD00007376,ACC00007048,4538609354553871,Credit,RuPay,2015-09-09,2020-09-07,1000000.0,Active,DEVANSH BARIA,253,Pending,Yes,No,2026-08-03 12:14:11.605125,,Enterprise System
CD00007377,ACC00007049,4568873290951513,Credit,RuPay,2026-05-21,2031-05-20,200000.0,Active,HEMANGINI KHARE,131,Generated,Yes,No,2026-08-03 12:14:11.605125,,Enterprise System
CD00007378,ACC00007049,8118878658886929,Credit,Visa,2025-09-13,2030-09-12,100000.0,Active,HEMANGINI KHARE,155,Generated,Yes,No,2026-08-03 12:14:11.606124,,Enterprise System
CD00007379,ACC00007051,5190572969418916,Charge,RuPay,2014-03-23,2019-03-22,200000.0,Active,BALHAAR BASU,790,Generated,No,No,2026-08-03 12:14:11.606124,,Enterprise System
CD00007380,ACC00007053,9477459749768830,Debit,RuPay,2026-02-01,2031-01-31,0.0,Active,KARAN DOCTOR,416,Generated,Yes,No,2026-08-03 12:14:11.607124,,Enterprise System
CD00007381,ACC00007053,0865123987915490,Debit,Visa,2026-07-28,2031-07-27,0.0,Stolen,KARAN DOCTOR,481,Generated,Yes,Yes,2026-08-03 12:14:11.607124,,Enterprise System
CD00007382,ACC00007054,8903034621029481,Debit,Visa,2024-12-18,2029-12-17,0.0,Active,EDHITHA MANNE,292,Generated,Yes,Yes,2026-08-03 12:14:11.607124,,Enterprise System
CD00007383,ACC00007055,0888878853653612,Debit,RuPay,2025-09-09,2030-09-08,0.0,Active,LAJITA GUHA,883,Generated,Yes,No,2026-08-03 12:14:11.607124,,Enterprise System
CD00007384,ACC00007055,6537826617342685,Debit,Mastercard,2025-04-30,2030-04-29,0.0,Active,LAJITA GUHA,490,Generated,Yes,No,2026-08-03 12:14:11.608123,,Enterprise System
CD00007385,ACC00007056,7132251864925542,Debit,Mastercard,2024-06-28,2029-06-27,0.0,Active,HARDIK WABLE,674,Generated,Yes,Yes,2026-08-03 12:14:11.608123,,Enterprise System
CD00007386,ACC00007056,0680523361444540,Charge,Visa,2023-08-11,2028-08-09,100000.0,Expired,HARDIK WABLE,604,Generated,Yes,No,2026-08-03 12:14:11.608123,,Enterprise System
CD00007387,ACC00007057,8629525901699927,Debit,Mastercard,2023-04-12,2028-04-10,0.0,Active,ARYAN BAIL,809,Generated,Yes,No,2026-08-03 12:14:11.608123,,Enterprise System
CD00007388,ACC00007058,5404547633368128,Debit,Visa,2025-02-26,2030-02-25,0.0,Closed,BALENDRA KARNIK,811,Pending,Yes,No,2026-08-03 12:14:11.608123,,Enterprise System
CD00007389,ACC00007059,8440860308828178,Debit,Visa,2024-03-06,2029-03-05,0.0,Active,YASHODHARA SHA,585,Generated,Yes,No,2026-08-03 12:14:11.609626,,Enterprise System
CD00007390,ACC00007059,2693484271225913,Credit,American Express,2021-05-28,2026-05-27,50000.0,Closed,YASHODHARA SHA,351,Pending,Yes,No,2026-08-03 12:14:11.609626,,Enterprise System
CD00007391,ACC00007061,1737372003193209,Debit,Mastercard,2015-08-19,2020-08-17,0.0,Active,ETA SANGHVI,474,Generated,Yes,Yes,2026-08-03 12:14:11.609626,,Enterprise System
CD00007392,ACC00007061,9794908697519181,Credit,RuPay,2018-10-23,2023-10-22,500000.0,Active,ETA SANGHVI,340,Generated,Yes,No,2026-08-03 12:14:11.610630,,Enterprise System
CD00007393,ACC00007062,3451222200372693,Credit,RuPay,2016-03-01,2021-02-28,500000.0,Active,BALVAN DIN,356,Generated,Yes,Yes,2026-08-03 12:14:11.610630,,Enterprise System
CD00007394,ACC00007063,5436037092448201,Credit,Visa,2025-11-27,2030-11-26,50000.0,Closed,ATI CHANDA,462,Generated,Yes,No,2026-08-03 12:14:11.610630,,Enterprise System
CD00007395,ACC00007063,9122352416972685,Prepaid,Visa,2017-11-06,2022-11-05,25000.0,Active,ATI CHANDA,870,Generated,Yes,No,2026-08-03 12:14:11.611630,,Enterprise System
CD00007396,ACC00007065,8840530887428832,Credit,Mastercard,2023-02-03,2028-02-02,500000.0,Active,KEVIN DEO,186,Generated,Yes,No,2026-08-03 12:14:11.611630,,Enterprise System
CD00007397,ACC00007065,9977377963690984,Credit,Visa,2019-09-24,2024-09-22,100000.0,Active,KEVIN DEO,813,Pending,Yes,Yes,2026-08-03 12:14:11.611630,,Enterprise System
CD00007398,ACC00007066,9315173459321328,Debit,Visa,2016-08-17,2021-08-16,0.0,Active,ISHITA MITTER,541,Generated,Yes,No,2026-08-03 12:14:11.612630,,Enterprise System
CD00007399,ACC00007067,7279726596763315,Credit,Visa,2022-06-01,2027-05-31,200000.0,Active,DEEPA RAVEL,374,Pending,Yes,Yes,2026-08-03 12:14:11.612630,,Enterprise System
CD00007400,ACC00007067,1101224947687642,Debit,RuPay,2019-08-26,2024-08-24,0.0,Blocked,DEEPA RAVEL,950,Generated,Yes,Yes,2026-08-03 12:14:11.612630,,Enterprise System
CD00007401,ACC00007069,2390334527323857,Debit,Mastercard,2015-04-20,2020-04-18,0.0,Active,OJAS DHALIWAL,654,Generated,Yes,Yes,2026-08-03 12:14:11.612630,,Enterprise System
CD00007402,ACC00007070,6508070268151351,Debit,RuPay,2021-03-19,2026-03-18,0.0,Active,RANBIR NAYAK,482,Generated,Yes,Yes,2026-08-03 12:14:11.613630,,Enterprise System
CD00007403,ACC00007070,2342444012218255,Debit,RuPay,2022-01-12,2027-01-11,0.0,Active,RANBIR NAYAK,591,Generated,Yes,No,2026-08-03 12:14:11.613630,,Enterprise System
CD00007404,ACC00007071,2001901262471426,Debit,Visa,2012-06-12,2017-06-11,0.0,Active,ZINAL SANDHU,389,Generated,Yes,No,2026-08-03 12:14:11.614630,,Enterprise System
CD00007405,ACC00007073,5802466085138274,Debit,RuPay,2017-06-25,2022-06-24,0.0,Active,ABEER ROY,173,Generated,Yes,Yes,2026-08-03 12:14:11.614630,,Enterprise System
CD00007406,ACC00007073,1507515042382269,Debit,Visa,2025-03-25,2030-03-24,0.0,Active,ABEER ROY,992,Generated,Yes,No,2026-08-03 12:14:11.614630,,Enterprise System
CD00007407,ACC00007075,1583035619110683,Debit,Visa,2017-01-13,2022-01-12,0.0,Active,RIYA GILL,122,Generated,Yes,No,2026-08-03 12:14:11.615630,,Enterprise System
CD00007408,ACC00007076,3958407398446956,Debit,Visa,2011-11-22,2016-11-20,0.0,Active,SAMAKSH SEM,863,Generated,Yes,Yes,2026-08-03 12:14:11.615630,,Enterprise System
CD00007409,ACC00007077,1277391081799272,Prepaid,Mastercard,2020-10-06,2025-10-05,50000.0,Active,ARJUN GHOSE,175,Generated,Yes,No,2026-08-03 12:14:11.615630,,Enterprise System
CD00007410,ACC00007079,5852306460030272,Debit,Mastercard,2017-09-11,2022-09-10,0.0,Active,DARPAN KIBE,900,Generated,No,No,2026-08-03 12:14:11.616630,,Enterprise System
CD00007411,ACC00007080,1149377428625960,Debit,Visa,2025-11-22,2030-11-21,0.0,Active,GAURANG RAJU,166,Generated,No,No,2026-08-03 12:14:11.616630,,Enterprise System
CD00007412,ACC00007082,3050247132105678,Debit,RuPay,2022-10-08,2027-10-07,0.0,Active,SACHI SHANKER,688,Generated,Yes,No,2026-08-03 12:14:11.616630,,Enterprise System
CD00007413,ACC00007084,1876081556184667,Debit,American Express,2012-09-08,2017-09-07,0.0,Active,LAVANYA RAMACHANDRAN,309,Generated,Yes,Yes,2026-08-03 12:14:11.617631,,Enterprise System
CD00007414,ACC00007086,7121846744770741,Credit,Visa,2025-10-19,2030-10-18,500000.0,Active,LIBNI KAPADIA,941,Generated,Yes,No,2026-08-03 12:14:11.617631,,Enterprise System
CD00007415,ACC00007087,0366275960194602,Debit,Visa,2021-01-20,2026-01-19,0.0,Active,GOPAL PUROHIT,921,Generated,Yes,No,2026-08-03 12:14:11.617631,,Enterprise System
CD00007416,ACC00007089,6277834762236352,Credit,Mastercard,2026-03-09,2031-03-08,1000000.0,Active,HREDHAAN LALA,583,Generated,Yes,No,2026-08-03 12:14:11.618631,,Enterprise System
CD00007417,ACC00007091,1534356865364223,Debit,RuPay,2020-02-07,2025-02-05,0.0,Active,NIMRAT GOKHALE,734,Generated,Yes,No,2026-08-03 12:14:11.618631,,Enterprise System
CD00007418,ACC00007092,2731505951078267,Debit,Mastercard,2023-06-03,2028-06-01,0.0,Active,JHALAK DEY,736,Generated,Yes,Yes,2026-08-03 12:14:11.618631,,Enterprise System
CD00007419,ACC00007093,0357362889696732,Credit,Visa,2020-06-15,2025-06-14,200000.0,Active,NAKUL KALITA,634,Generated,Yes,No,2026-08-03 12:14:11.619630,,Enterprise System
CD00007420,ACC00007094,2081803378876892,Credit,RuPay,2026-06-23,2031-06-22,50000.0,Active,GIRIK KULKARNI,595,Generated,Yes,Yes,2026-08-03 12:14:11.619630,,Enterprise System
CD00007421,ACC00007095,7890227999730380,Debit,RuPay,2024-07-09,2029-07-08,0.0,Active,GAUTAMI MUNI,948,Generated,Yes,No,2026-08-03 12:14:11.619630,,Enterprise System
CD00007422,ACC00007095,4122067042270513,Credit,RuPay,2017-10-21,2022-10-20,50000.0,Active,GAUTAMI MUNI,509,Generated,Yes,No,2026-08-03 12:14:11.620672,,Enterprise System
CD00007423,ACC00007098,9345038882937049,Debit,Visa,2026-04-22,2031-04-21,0.0,Blocked,HITESH VENKATARAMAN,132,Generated,Yes,No,2026-08-03 12:14:11.620672,,Enterprise System
CD00007424,ACC00007099,3640977099209984,Debit,Mastercard,2014-06-14,2019-06-13,0.0,Active,EKAJA GABA,661,Generated,Yes,No,2026-08-03 12:14:11.620672,,Enterprise System
CD00007425,ACC00007100,3072713096981890,Debit,Visa,2012-11-23,2017-11-22,0.0,Expired,NIDHI BANERJEE,104,Generated,No,No,2026-08-03 12:14:11.620672,,Enterprise System
CD00007426,ACC00007100,8691466430844978,Debit,Visa,2021-10-21,2026-10-20,0.0,Active,NIDHI BANERJEE,312,Generated,Yes,No,2026-08-03 12:14:11.621672,,Enterprise System
CD00007427,ACC00007101,2440564774859657,Charge,Mastercard,2013-06-26,2018-06-25,50000.0,Active,SIDDHARTH JAIN,867,Generated,Yes,Yes,2026-08-03 12:14:11.621672,,Enterprise System
CD00007428,ACC00007102,8518035725462281,Debit,Visa,2024-11-07,2029-11-06,0.0,Active,LEELA SALVI,875,Generated,Yes,No,2026-08-03 12:14:11.621672,,Enterprise System
CD00007429,ACC00007104,3512350486968130,Debit,Visa,2024-12-03,2029-12-02,0.0,Closed,UDARSH MAND,169,Generated,Yes,Yes,2026-08-03 12:14:11.622671,,Enterprise System
CD00007430,ACC00007105,4760832088738214,Debit,Mastercard,2021-04-02,2026-04-01,0.0,Active,CHANAKYA DUTT,755,Generated,Yes,No,2026-08-03 12:14:11.622671,,Enterprise System
CD00007431,ACC00007105,2254965908556527,Debit,Mastercard,2010-12-12,2015-12-11,0.0,Active,CHANAKYA DUTT,103,Generated,Yes,Yes,2026-08-03 12:14:11.622671,,Enterprise System
CD00007432,ACC00007106,5720691551368807,Debit,RuPay,2023-12-06,2028-12-04,0.0,Active,ATHARV SURI,192,Generated,Yes,No,2026-08-03 12:14:11.623671,,Enterprise System
CD00007433,ACC00007107,4911467884717007,Credit,RuPay,2024-11-10,2029-11-09,200000.0,Active,NEEL BABU,327,Generated,Yes,No,2026-08-03 12:14:11.623671,,Enterprise System
CD00007434,ACC00007108,7380757640373839,Debit,Visa,2015-07-09,2020-07-07,0.0,Active,JONATHAN GROVER,589,Generated,Yes,No,2026-08-03 12:14:11.623671,,Enterprise System
CD00007435,ACC00007110,4489159944145140,Debit,Visa,2024-08-04,2029-08-03,0.0,Active,NIHARIKA DOSHI,648,Generated,Yes,No,2026-08-03 12:14:11.623671,,Enterprise System
CD00007436,ACC00007111,2208211392063477,Credit,RuPay,2020-12-27,2025-12-26,200000.0,Active,NIKITA MOHANTY,766,Generated,Yes,No,2026-08-03 12:14:11.624671,,Enterprise System
CD00007437,ACC00007112,2996173177332206,Credit,Visa,2017-05-09,2022-05-08,100000.0,Active,GANGA BUTALA,604,Generated,Yes,No,2026-08-03 12:14:11.624671,,Enterprise System
CD00007438,ACC00007113,1232552497847362,Debit,RuPay,2017-10-17,2022-10-16,0.0,Blocked,FORUM BALAKRISHNAN,413,Generated,Yes,No,2026-08-03 12:14:11.624671,,Enterprise System
CD00007439,ACC00007114,6465263233859377,Debit,Visa,2022-08-16,2027-08-15,0.0,Active,RAJESHRI DEWAN,366,Generated,Yes,No,2026-08-03 12:14:11.625671,,Enterprise System
CD00007440,ACC00007115,6590548585346909,Debit,Visa,2021-05-19,2026-05-18,0.0,Active,JAGRATI REGE,337,Generated,Yes,No,2026-08-03 12:14:11.625671,,Enterprise System
CD00007441,ACC00007118,3126636091057883,Debit,Mastercard,2024-02-24,2029-02-22,0.0,Active,AVNI DAS,651,Generated,Yes,No,2026-08-03 12:14:11.625671,,Enterprise System
CD00007442,ACC00007119,8444944205265848,Debit,Visa,2020-12-18,2025-12-17,0.0,Active,ETHAN PRABHAKAR,778,Generated,Yes,Yes,2026-08-03 12:14:11.626672,,Enterprise System
CD00007443,ACC00007120,3341282086561266,Credit,Visa,2020-08-31,2025-08-30,500000.0,Active,HEMA SENGUPTA,119,Pending,Yes,No,2026-08-03 12:14:11.626672,,Enterprise System
CD00007444,ACC00007123,9124428754415410,Credit,American Express,2022-10-23,2027-10-22,100000.0,Closed,MADHAVI KOTHARI,310,Generated,Yes,Yes,2026-08-03 12:14:11.626672,,Enterprise System
CD00007445,ACC00007123,6561507505521553,Debit,Visa,2024-12-15,2029-12-14,0.0,Active,MADHAVI KOTHARI,826,Generated,No,Yes,2026-08-03 12:14:11.627671,,Enterprise System
CD00007446,ACC00007124,5404167763277070,Debit,RuPay,2025-06-14,2030-06-13,0.0,Blocked,JACKSON DESHPANDE,257,Generated,Yes,Yes,2026-08-03 12:14:11.627671,,Enterprise System
CD00007447,ACC00007124,3403543388382379,Charge,Mastercard,2021-09-19,2026-09-18,50000.0,Active,JACKSON DESHPANDE,670,Generated,Yes,No,2026-08-03 12:14:11.627671,,Enterprise System
CD00007448,ACC00007125,7364979914184686,Debit,RuPay,2014-05-02,2019-05-01,0.0,Active,MANBIR SESHADRI,652,Generated,Yes,No,2026-08-03 12:14:11.628671,,Enterprise System
CD00007449,ACC00007126,0372337067127492,Debit,Visa,2024-10-31,2029-10-30,0.0,Active,GAYATHRI KARI,298,Generated,Yes,Yes,2026-08-03 12:14:11.628671,,Enterprise System
CD00007450,ACC00007128,3334918573279770,Debit,American Express,2026-06-29,2031-06-28,0.0,Active,HITESH DUBE,624,Pending,Yes,No,2026-08-03 12:14:11.628671,,Enterprise System
CD00007451,ACC00007130,3690095049460800,Debit,American Express,2024-10-18,2029-10-17,0.0,Active,ISHANVI PRASHAD,461,Generated,Yes,No,2026-08-03 12:14:11.629671,,Enterprise System
CD00007452,ACC00007130,0000730137569417,Debit,Mastercard,2026-07-09,2031-07-08,0.0,Active,ISHANVI PRASHAD,485,Generated,Yes,Yes,2026-08-03 12:14:11.629671,,Enterprise System
CD00007453,ACC00007131,2095058592196672,Debit,Visa,2020-03-25,2025-03-24,0.0,Active,YASHASVI MORAR,671,Pending,Yes,Yes,2026-08-03 12:14:11.629671,,Enterprise System
CD00007454,ACC00007131,3641893242641522,Debit,Mastercard,2018-01-31,2023-01-30,0.0,Active,YASHASVI MORAR,740,Generated,Yes,No,2026-08-03 12:14:11.629671,,Enterprise System
CD00007455,ACC00007132,0326011687951688,Debit,RuPay,2023-01-21,2028-01-20,0.0,Active,VANSHA DIN,892,Generated,Yes,No,2026-08-03 12:14:11.630771,,Enterprise System
CD00007456,ACC00007132,7637219374427125,Credit,RuPay,2013-12-11,2018-12-10,200000.0,Blocked,VANSHA DIN,267,Generated,Yes,No,2026-08-03 12:14:11.630771,,Enterprise System
CD00007457,ACC00007135,6697237335216649,Debit,RuPay,2009-02-20,2014-02-19,0.0,Active,HREDHAAN MITTER,877,Generated,Yes,No,2026-08-03 12:14:11.630771,,Enterprise System
CD00007458,ACC00007136,2100336306075539,Debit,Visa,2020-07-01,2025-06-30,0.0,Active,BAGHYAWATI BHAKTA,151,Generated,Yes,Yes,2026-08-03 12:14:11.631771,,Enterprise System
CD00007459,ACC00007136,3583537281559585,Debit,RuPay,2021-05-20,2026-05-19,0.0,Active,BAGHYAWATI BHAKTA,462,Generated,Yes,No,2026-08-03 12:14:11.631771,,Enterprise System
CD00007460,ACC00007137,0281177827589267,Debit,Mastercard,2022-05-29,2027-05-28,0.0,Active,HEMANI BALA,981,Generated,Yes,No,2026-08-03 12:14:11.631771,,Enterprise System
CD00007461,ACC00007141,7328354818756122,Debit,Mastercard,2025-12-14,2030-12-13,0.0,Active,VIRAJ PAREKH,840,Generated,No,Yes,2026-08-03 12:14:11.632772,,Enterprise System
CD00007462,ACC00007142,6904352110974558,Credit,Mastercard,2025-06-17,2030-06-16,50000.0,Closed,QARIN BAHL,467,Generated,Yes,No,2026-08-03 12:14:11.632772,,Enterprise System
