customer_id,first_name,last_name,dob,gender,email,phone,occupation,annual_income,customer_since,risk_rating,customer_status,created_at,updated_at,source_system
CUST00005089,Shivani,Mandal,1950-07-11,Female,shivani.mandal900@hotmail.com,+919048169300,Medical secretary,1200000.0,1974-03-08,Medium,Active,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005090,Fiyaz,Sarraf,1986-10-06,Non-Binary,fiyaz.sarraf432@yahoo.com,+919818526085,Actuary,1200000.0,2025-01-02,Medium,Dormant,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005091,Yamini,Hayre,2002-03-28,Non-Binary,yamini.hayre641@outlook.com,+919954727927,Press photographer,1200000.0,2024-09-29,Medium,Active,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005092,Dalbir,Ganguly,1946-12-03,Non-Binary,dalbir.ganguly952@gmail.com,+919780360488,Statistician,500000.0,1982-02-16,High,Blocked,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005093,Ikshita,Srinivasan,1980-01-23,Non-Binary,ikshita.srinivasan932@hotmail.com,+919217598088,Science writer,300000.0,2007-02-02,High,Active,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005094,Wakeeta,Kant,1961-12-31,Female,wakeeta.kant860@yahoo.com,+919013541516,Editorial assistant,300000.0,2007-01-11,High,Active,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005095,Tanvi,Chana,1968-03-05,Non-Binary,tanvi.chana591@yahoo.com,+919989030520,Financial controller,500000.0,1988-01-10,High,Active,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005096,Yashodhara,Thaman,1956-08-19,Prefer Not to Say,yashodhara.thaman417@yahoo.com,+919277862523,"Engineer, automotive",800000.0,2019-08-11,Medium,Active,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005097,Dakshesh,Mannan,2003-10-01,Female,dakshesh.mannan718@outlook.com,+919265087177,"Teacher, English as a foreign language",2000000.0,2025-03-06,Low,Dormant,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005098,Tara,Krishna,1961-10-27,Female,tara.krishna488@hotmail.com,+919325923714,Psychiatric nurse,300000.0,2002-10-01,High,Closed,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005099,Garima,Brar,2000-12-22,Female,garima.brar115@hotmail.com,+919663991092,Furniture conservator/restorer,500000.0,2025-03-01,High,Active,2026-08-03 12:12:08.842073,2026-08-03 12:12:08.842073,Enterprise System
CUST00005100,Isaac,Bera,1981-10-27,Non-Binary,isaac.bera764@yahoo.com,+919086285683,Drilling engineer,3500000.0,2001-12-05,Low,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005101,Peter,Chatterjee,1990-12-14,Non-Binary,peter.chatterjee231@yahoo.com,+919894375672,Musician,300000.0,2013-06-19,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005102,Gayathri,Warrior,1992-01-23,Male,gayathri.warrior931@outlook.com,+919013055800,"Therapist, drama",300000.0,2019-02-10,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005103,Advik,Prasad,1961-05-05,Prefer Not to Say,advik.prasad453@outlook.com,+919168345202,"Scientist, product/process development",300000.0,2005-12-18,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005104,Karan,Chaudhuri,1986-02-25,Female,karan.chaudhuri406@gmail.com,+919485773435,"Engineer, production",1200000.0,2019-10-05,Medium,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005105,Mekhala,Lata,1988-10-14,Male,mekhala.lata156@hotmail.com,+919799573004,Fashion designer,3500000.0,2026-05-31,Low,Dormant,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005106,Lohit,Chaudhuri,1951-06-28,Male,lohit.chaudhuri141@hotmail.com,+919561301325,"Designer, multimedia",300000.0,2015-11-19,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005107,Warjas,Kala,1978-03-06,Non-Binary,warjas.kala934@hotmail.com,+919816537218,"Research officer, political party",500000.0,2008-04-29,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005108,Praneel,Hayer,1961-10-29,Male,praneel.hayer549@gmail.com,+919080313635,Chief of Staff,300000.0,1991-04-26,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005109,Netra,Mishra,1998-07-10,Female,netra.mishra733@hotmail.com,+919511873103,Bonds trader,2000000.0,2017-11-11,Low,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005110,Sarthak,Gour,1996-06-22,Female,sarthak.gour910@gmail.com,+919814631295,"Engineer, civil (consulting)",500000.0,2019-07-27,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005111,Oni,Sood,1970-05-18,Prefer Not to Say,oni.sood394@yahoo.com,+919662651014,Advertising account executive,3500000.0,2021-02-10,Low,Dormant,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005112,Watika,Barad,1956-05-18,Male,watika.barad554@gmail.com,+919126713079,"Conservation officer, historic buildings",300000.0,1984-09-04,High,Dormant,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005113,Maanas,Bumb,1980-11-02,Non-Binary,maanas.bumb652@yahoo.com,+919524351206,Colour technologist,500000.0,2005-06-27,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005114,Manya,Dasgupta,1989-11-04,Male,manya.dasgupta648@hotmail.com,+919994618609,"Designer, fashion/clothing",300000.0,2025-11-16,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005115,Kritika,Roy,1987-04-09,Female,kritika.roy143@outlook.com,+919390422806,"Therapist, nutritional",800000.0,2013-03-17,Medium,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005116,Barkha,Walla,1976-08-27,Female,barkha.walla729@gmail.com,+919712296308,Estate agent,800000.0,2005-10-04,Medium,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005117,Dev,Lalla,1958-06-13,Male,dev.lalla541@yahoo.com,+919788001180,Chiropodist,300000.0,1986-03-13,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
CUST00005118,Adweta,Brahmbhatt,1957-11-28,Male,adweta.brahmbhatt723@yahoo.com,+919880419341,Print production planner,300000.0,1988-04-30,High,Active,2026-08-03 12:12:08.843059,2026-08-03 12:12:08.843059,Enterprise System
