account_id,customer_id,branch_id,account_opened_branch_id,account_number,account_type,currency,account_status,open_date,current_balance,interest_rate,account_created_city,account_created_state,created_at,updated_at,source_system
ACC00000023,CUST00000166,BR00000013,BR00000013,377867461243,Savings,INR,Active,2021-11-05,348831.65,3.91,KOREA,CHHATTISGARH,2026-07-25 05:50:26.780742,,Enterprise System
ACC00000024,CUST00002981,BR00000039,BR00000039,001940200396,NRE,INR,Active,2016-01-11,9637121.73,5.59,CHITTOOR,ANDHRA PRADESH,2026-07-25 05:50:26.780742,,Enterprise System
ACC00000025,CUST00004532,BR00000021,BR00000021,408951756663,Savings,INR,Active,2006-10-13,487847.3,2.67,DIBRUGARH,ASSAM,2026-07-25 05:50:26.780742,,Enterprise System
ACC00000026,CUST00001089,BR00000039,BR00000039,642079575538,Savings,INR,Active,2011-12-30,481565.51,3.41,CHITTOOR,ANDHRA PRADESH,2026-07-25 05:50:26.780742,,Enterprise System
ACC00000027,CUST00004545,BR00000020,BR00000020,155531525724,Savings,INR,Active,2020-12-10,242331.32,2.99,PALAKKAD,KERALA,2026-07-25 05:50:26.781645,,Enterprise System
ACC00000028,CUST00002721,BR00000013,BR00000013,688423727843,Salary,INR,Active,2018-02-20,210245.57,2.9,KOREA,CHHATTISGARH,2026-07-25 05:50:26.781645,,Enterprise System
ACC00000029,CUST00000810,BR00000028,BR00000028,735132517917,Savings,INR,Active,2016-01-07,121786.2,3.03,PURBI CHAMPARAN,BIHAR,2026-07-25 05:50:26.781645,,Enterprise System
ACC00000030,CUST00000834,BR00000019,BR00000019,837109408983,Fixed Deposit,INR,Active,2011-11-08,4493152.97,7.26,GHAZIABAD,UTTAR PRADESH,2026-07-25 05:50:26.781645,,Enterprise System
ACC00000031,CUST00001663,BR00000028,BR00000028,175371549038,Savings,INR,Active,2013-11-20,229140.82,2.74,PURBI CHAMPARAN,BIHAR,2026-07-25 05:50:26.781645,,Enterprise System
ACC00000032,CUST00004517,BR00000021,BR00000021,063138122931,Savings,INR,Active,2018-01-06,210127.38,4.0,DIBRUGARH,ASSAM,2026-07-25 05:50:26.782741,,Enterprise System
ACC00000033,CUST00002334,BR00000037,BR00000037,459687858187,Savings,INR,Active,2010-01-15,5861.4,3.34,PURNIA,BIHAR,2026-07-25 05:50:26.782741,,Enterprise System
ACC00000034,CUST00001447,BR00000047,BR00000047,653428001228,Recurring Deposit,INR,Active,2009-09-19,745870.25,5.52,MALAPPURAM,KERALA,2026-07-25 05:50:26.782741,,Enterprise System
ACC00000035,CUST00003884,BR00000049,BR00000049,834366565923,Current,INR,Active,2019-06-28,2326485.66,0.0,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.783644,,Enterprise System
ACC00000036,CUST00003208,BR00000030,BR00000030,498694649033,Current,INR,Active,2009-11-07,2134196.12,0.0,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.783644,,Enterprise System
ACC00000037,CUST00000999,BR00000041,BR00000041,797541812277,Recurring Deposit,INR,Active,2018-10-11,400060.36,5.19,UTTARA KANNADA,KARNATAKA,2026-07-25 05:50:26.783644,,Enterprise System
ACC00000038,CUST00000372,BR00000001,BR00000012,075916093274,Savings,INR,Active,2018-04-07,263844.43,2.84,BALOD,CHHATTISGARH,2026-07-25 05:50:26.783644,,Enterprise System
ACC00000039,CUST00000016,BR00000044,BR00000044,984895195547,Savings,INR,Active,2015-07-25,218053.71,3.78,HYDERABAD,TELANGANA,2026-07-25 05:50:26.784727,,Enterprise System
ACC00000040,CUST00001079,BR00000025,BR00000025,420341057125,Recurring Deposit,INR,Active,2008-01-15,494472.0,6.51,WEST JAINTIA HILLS,MEGHALAYA,2026-07-25 05:50:26.784727,,Enterprise System
ACC00000041,CUST00002472,BR00000011,BR00000011,757518427682,Salary,INR,Active,2022-03-12,187596.9,3.27,KABIRDHAM,CHHATTISGARH,2026-07-25 05:50:26.784727,,Enterprise System
ACC00000042,CUST00002773,BR00000033,BR00000033,626521011447,Current,INR,Active,2024-10-22,968724.73,0.0,ANAND,GUJARAT,2026-07-25 05:50:26.784727,,Enterprise System
ACC00000043,CUST00004387,BR00000045,BR00000027,921400024743,Savings,INR,Active,2010-10-23,16836.82,2.66,EAST,DELHI,2026-07-25 05:50:26.785731,,Enterprise System
ACC00000044,CUST00003903,BR00000045,BR00000045,235182309739,Savings,INR,Active,2019-06-11,497273.17,2.9,TIRUCHIRAPPALLI,TAMIL NADU,2026-07-25 05:50:26.785731,,Enterprise System
ACC00000045,CUST00001348,BR00000011,BR00000011,623991775142,Savings,INR,Active,2009-03-30,26991.67,3.83,KABIRDHAM,CHHATTISGARH,2026-07-25 05:50:26.785731,,Enterprise System
ACC00000046,CUST00000696,BR00000013,BR00000024,407532956617,Savings,INR,Active,2025-05-06,250459.68,3.87,KARUR,TAMIL NADU,2026-07-25 05:50:26.786731,,Enterprise System
ACC00000047,CUST00001917,BR00000030,BR00000030,703151435638,NRE,EUR,Active,2016-07-15,3808800.92,6.59,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.786731,,Enterprise System
ACC00000048,CUST00004099,BR00000043,BR00000043,755455348581,Savings,INR,Active,2018-11-13,225242.72,4.14,JHANSI,UTTAR PRADESH,2026-07-25 05:50:26.786731,,Enterprise System
ACC00000049,CUST00002312,BR00000006,BR00000006,757863630981,Savings,INR,Active,2026-03-17,383101.31,2.81,SUNDARGARH,ODISHA,2026-07-25 05:50:26.787731,,Enterprise System
ACC00000050,CUST00000934,BR00000024,BR00000024,306091011063,Savings,INR,Active,2013-02-07,312361.27,3.68,KARUR,TAMIL NADU,2026-07-25 05:50:26.787731,,Enterprise System
ACC00000051,CUST00000631,BR00000027,BR00000027,709698463788,Savings,INR,Active,2008-12-05,30091.71,3.73,EAST,DELHI,2026-07-25 05:50:26.787731,,Enterprise System
ACC00000052,CUST00003993,BR00000045,BR00000045,802512316595,Salary,INR,Active,2008-02-14,223832.51,3.65,TIRUCHIRAPPALLI,TAMIL NADU,2026-07-25 05:50:26.787731,,Enterprise System
ACC00000053,CUST00001851,BR00000011,BR00000011,741755655995,Salary,INR,Closed,2014-04-26,253456.2,3.12,KABIRDHAM,CHHATTISGARH,2026-07-25 05:50:26.787731,,Enterprise System
ACC00000054,CUST00000156,BR00000034,BR00000034,325357349002,Fixed Deposit,INR,Active,2016-05-29,697051.4,7.28,NAVSARI,GUJARAT,2026-07-25 05:50:26.788736,,Enterprise System
ACC00000055,CUST00002885,BR00000027,BR00000027,237989555041,NRO,GBP,Active,2009-04-11,1750645.56,3.58,EAST,DELHI,2026-07-25 05:50:26.788736,,Enterprise System
ACC00000056,CUST00001669,BR00000044,BR00000044,397771865953,Savings,INR,Active,2014-06-26,288565.56,2.66,HYDERABAD,TELANGANA,2026-07-25 05:50:26.788736,,Enterprise System
ACC00000057,CUST00000493,BR00000006,BR00000006,384882660733,Salary,INR,Active,2009-12-31,161978.92,2.72,SUNDARGARH,ODISHA,2026-07-25 05:50:26.788736,,Enterprise System
ACC00000058,CUST00004756,BR00000027,BR00000027,073455223105,Savings,INR,Active,2019-07-01,200196.46,2.67,EAST,DELHI,2026-07-25 05:50:26.788736,,Enterprise System
ACC00000059,CUST00002624,BR00000036,BR00000036,115461672073,Salary,INR,Dormant,2016-01-08,26878.39,3.51,SONIPAT,HARYANA,2026-07-25 05:50:26.789743,,Enterprise System
ACC00000060,CUST00001195,BR00000048,BR00000048,350396941081,Savings,INR,Active,2021-12-27,379109.16,4.21,MANCHERIAL,TELANGANA,2026-07-25 05:50:26.789743,,Enterprise System
ACC00000061,CUST00001182,BR00000028,BR00000028,998806140252,Savings,INR,Active,2018-12-22,130070.34,3.47,PURBI CHAMPARAN,BIHAR,2026-07-25 05:50:26.789743,,Enterprise System
ACC00000062,CUST00004884,BR00000010,BR00000010,605601276060,Savings,INR,Active,2012-02-05,136383.88,4.2,KANNAUJ,UTTAR PRADESH,2026-07-25 05:50:26.789743,,Enterprise System
ACC00000063,CUST00004708,BR00000042,BR00000042,086239038515,Fixed Deposit,INR,Active,2019-02-27,4633591.12,5.54,BHAVNAGAR,GUJARAT,2026-07-25 05:50:26.789743,,Enterprise System
ACC00000064,CUST00003565,BR00000002,BR00000002,331336295868,Savings,INR,Dormant,2018-08-26,407614.46,2.56,CHENGALPATTU,TAMIL NADU,2026-07-25 05:50:26.790741,,Enterprise System
ACC00000065,CUST00004591,BR00000040,BR00000040,186039662219,Savings,INR,Dormant,2013-09-09,165313.08,3.58,CHIKKABALLAPURA,KARNATAKA,2026-07-25 05:50:26.790741,,Enterprise System
ACC00000066,CUST00001760,BR00000013,BR00000013,588375199199,Savings,INR,Active,2015-08-24,279112.81,4.4,KOREA,CHHATTISGARH,2026-07-25 05:50:26.790741,,Enterprise System
ACC00000067,CUST00003839,BR00000044,BR00000044,877844498927,Savings,INR,Active,2008-12-28,93188.5,4.02,HYDERABAD,TELANGANA,2026-07-25 05:50:26.790741,,Enterprise System
ACC00000068,CUST00004487,BR00000012,BR00000012,522636456738,Savings,INR,Active,2012-05-20,69618.85,2.89,BALOD,CHHATTISGARH,2026-07-25 05:50:26.790741,,Enterprise System
ACC00000069,CUST00000019,BR00000022,BR00000022,024797099843,Salary,INR,Active,2024-09-26,74035.15,3.11,HAVERI,KARNATAKA,2026-07-25 05:50:26.791731,,Enterprise System
ACC00000070,CUST00002150,BR00000014,BR00000014,336755875480,Salary,INR,Closed,2014-11-22,155610.8,3.09,Tirupathur,TAMIL NADU,2026-07-25 05:50:26.791731,,Enterprise System
ACC00000071,CUST00002622,BR00000018,BR00000018,560233844605,Current,INR,Active,2012-02-14,2491381.58,0.0,ALAPPUZHA,KERALA,2026-07-25 05:50:26.791731,,Enterprise System
ACC00000072,CUST00002582,BR00000005,BR00000005,796144157242,Savings,INR,Active,2022-04-16,453674.07,4.09,BHOPAL,MADHYA PRADESH,2026-07-25 05:50:26.791731,,Enterprise System
ACC00000073,CUST00004683,BR00000031,BR00000031,143537593379,Savings,INR,Active,2019-06-22,330105.64,2.8,LUDHIANA,PUNJAB,2026-07-25 05:50:26.792737,,Enterprise System
ACC00000074,CUST00001741,BR00000015,BR00000019,743746112624,Savings,INR,Active,2015-09-30,272207.08,2.51,GHAZIABAD,UTTAR PRADESH,2026-07-25 05:50:26.792737,,Enterprise System
ACC00000075,CUST00001454,BR00000021,BR00000009,544062565801,Savings,INR,Active,2025-07-06,19323.8,4.21,KASARAGOD,KERALA,2026-07-25 05:50:26.793737,,Enterprise System
ACC00000076,CUST00004242,BR00000009,BR00000009,290416665714,Fixed Deposit,INR,Active,2014-01-13,4659112.1,5.69,KASARAGOD,KERALA,2026-07-25 05:50:26.793737,,Enterprise System
ACC00000077,CUST00004447,BR00000039,BR00000039,304521625566,Savings,INR,Active,2017-08-06,365134.53,3.76,CHITTOOR,ANDHRA PRADESH,2026-07-25 05:50:26.793737,,Enterprise System
ACC00000078,CUST00004766,BR00000038,BR00000044,699263593155,Savings,INR,Active,2008-06-19,246759.72,2.86,HYDERABAD,TELANGANA,2026-07-25 05:50:26.794653,,Enterprise System
ACC00000079,CUST00003769,BR00000019,BR00000019,900618794356,Salary,INR,Active,2014-05-10,60356.14,2.92,GHAZIABAD,UTTAR PRADESH,2026-07-25 05:50:26.794653,,Enterprise System
ACC00000080,CUST00001200,BR00000036,BR00000036,530637601336,Savings,INR,Dormant,2007-08-27,398829.94,3.79,SONIPAT,HARYANA,2026-07-25 05:50:26.794653,,Enterprise System
ACC00000081,CUST00001618,BR00000024,BR00000024,853747827352,Current,INR,Active,2017-04-18,2400610.65,0.0,KARUR,TAMIL NADU,2026-07-25 05:50:26.794653,,Enterprise System
ACC00000082,CUST00000239,BR00000049,BR00000049,209685358773,NRE,USD,Active,2020-03-18,913637.96,6.82,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.795746,,Enterprise System
ACC00000083,CUST00002437,BR00000046,BR00000046,351302057913,Fixed Deposit,INR,Active,2015-09-03,4372548.49,6.12,MADURAI,TAMIL NADU,2026-07-25 05:50:26.795746,,Enterprise System
ACC00000084,CUST00004847,BR00000039,BR00000039,095920381308,Salary,INR,Active,2008-10-24,99986.93,3.83,CHITTOOR,ANDHRA PRADESH,2026-07-25 05:50:26.795746,,Enterprise System
ACC00000085,CUST00003122,BR00000049,BR00000049,707622257621,Salary,INR,Active,2013-09-28,287489.42,3.34,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.795746,,Enterprise System
ACC00000086,CUST00001604,BR00000048,BR00000048,529851385009,Savings,INR,Active,2025-11-10,192416.22,2.67,MANCHERIAL,TELANGANA,2026-07-25 05:50:26.796739,,Enterprise System
ACC00000087,CUST00002906,BR00000019,BR00000019,866433178097,Salary,INR,Active,2017-04-08,27874.85,3.7,GHAZIABAD,UTTAR PRADESH,2026-07-25 05:50:26.796739,,Enterprise System
ACC00000088,CUST00002107,BR00000030,BR00000030,367491823193,Savings,INR,Active,2013-10-18,163055.78,3.48,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.796739,,Enterprise System
ACC00000089,CUST00004771,BR00000048,BR00000048,482355471503,Savings,INR,Active,2023-07-20,295677.44,2.98,MANCHERIAL,TELANGANA,2026-07-25 05:50:26.796739,,Enterprise System
ACC00000090,CUST00000825,BR00000038,BR00000038,402649536167,Savings,INR,Active,2020-01-09,418537.35,2.73,DHANBAD,JHARKHAND,2026-07-25 05:50:26.796739,,Enterprise System
ACC00000091,CUST00001244,BR00000009,BR00000009,043456583602,Savings,INR,Active,2022-03-05,290803.18,4.01,KASARAGOD,KERALA,2026-07-25 05:50:26.797737,,Enterprise System
ACC00000092,CUST00000858,BR00000017,BR00000017,642642827699,Salary,INR,Active,2011-06-04,274535.37,3.99,JAMNAGAR,GUJARAT,2026-07-25 05:50:26.797737,,Enterprise System
ACC00000093,CUST00002830,BR00000023,BR00000023,588099059120,Current,INR,Active,2015-07-29,1774589.99,0.0,MAHABUBABAD,TELANGANA,2026-07-25 05:50:26.797737,,Enterprise System
ACC00000094,CUST00000794,BR00000013,BR00000013,421158342810,Savings,INR,Active,2011-04-25,72853.95,4.27,KOREA,CHHATTISGARH,2026-07-25 05:50:26.797737,,Enterprise System
ACC00000095,CUST00001092,BR00000006,BR00000006,118886964483,NRO,EUR,Active,2014-12-14,1817674.04,4.44,SUNDARGARH,ODISHA,2026-07-25 05:50:26.797737,,Enterprise System
ACC00000096,CUST00002506,BR00000016,BR00000016,545395714617,Savings,INR,Closed,2025-08-30,491850.52,4.06,UNA,HIMACHAL PRADESH,2026-07-25 05:50:26.798733,,Enterprise System
ACC00000097,CUST00002802,BR00000032,BR00000032,804790673037,Savings,INR,Active,2024-11-25,256818.89,3.44,GONDIA,MAHARASHTRA,2026-07-25 05:50:26.798733,,Enterprise System
ACC00000098,CUST00001123,BR00000011,BR00000011,972097750410,Savings,INR,Closed,2015-07-03,404638.99,3.75,KABIRDHAM,CHHATTISGARH,2026-07-25 05:50:26.798733,,Enterprise System
ACC00000099,CUST00002000,BR00000049,BR00000049,582128011514,Savings,INR,Active,2026-06-14,131365.04,3.9,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.798733,,Enterprise System
ACC00000100,CUST00002076,BR00000010,BR00000010,830191497246,Salary,INR,Active,2021-02-20,220308.33,3.02,KANNAUJ,UTTAR PRADESH,2026-07-25 05:50:26.798733,,Enterprise System
ACC00000101,CUST00001135,BR00000039,BR00000039,113377537418,Salary,INR,Active,2026-06-01,278166.76,3.17,CHITTOOR,ANDHRA PRADESH,2026-07-25 05:50:26.799737,,Enterprise System
ACC00000102,CUST00004060,BR00000030,BR00000030,609694983206,NRE,AED,Active,2020-02-25,6769146.64,5.86,PASCHIM BARDHAMAN,WEST BENGAL,2026-07-25 05:50:26.799737,,Enterprise System
ACC00000103,CUST00002975,BR00000014,BR00000014,569300045637,Salary,INR,Active,2018-11-17,10212.53,3.43,Tirupathur,TAMIL NADU,2026-07-25 05:50:26.799737,,Enterprise System
ACC00000104,CUST00003808,BR00000043,BR00000043,825190637681,Current,INR,Active,2014-01-09,560946.35,0.0,JHANSI,UTTAR PRADESH,2026-07-25 05:50:26.799737,,Enterprise System
ACC00000105,CUST00000332,BR00000022,BR00000022,497667272039,Savings,INR,Active,2011-04-09,406587.63,2.86,HAVERI,KARNATAKA,2026-07-25 05:50:26.799737,,Enterprise System
ACC00000106,CUST00002139,BR00000024,BR00000024,236154614200,NRO,GBP,Active,2023-11-25,66106.73,4.24,KARUR,TAMIL NADU,2026-07-25 05:50:26.800741,,Enterprise System
ACC00000107,CUST00000552,BR00000027,BR00000027,031330774478,Savings,INR,Active,2023-05-10,113697.57,3.27,EAST,DELHI,2026-07-25 05:50:26.800741,,Enterprise System
ACC00000108,CUST00004259,BR00000038,BR00000038,159330963838,Salary,INR,Active,2009-08-27,86987.6,2.8,DHANBAD,JHARKHAND,2026-07-25 05:50:26.800741,,Enterprise System
ACC00000109,CUST00003586,BR00000033,BR00000033,623164841009,NRE,EUR,Active,2008-03-01,676776.68,6.31,ANAND,GUJARAT,2026-07-25 05:50:26.801442,,Enterprise System
ACC00000110,CUST00004885,BR00000006,BR00000006,849007018646,Savings,INR,Active,2010-04-17,75327.86,3.66,SUNDARGARH,ODISHA,2026-07-25 05:50:26.801442,,Enterprise System
ACC00000111,CUST00004607,BR00000037,BR00000039,164907110374,Savings,INR,Active,2011-10-06,295930.2,4.14,CHITTOOR,ANDHRA PRADESH,2026-07-25 05:50:26.801442,,Enterprise System
ACC00000112,CUST00000295,BR00000043,BR00000043,728489639518,Savings,INR,Active,2012-01-03,382349.71,3.69,JHANSI,UTTAR PRADESH,2026-07-25 05:50:26.802562,,Enterprise System
ACC00000113,CUST00002234,BR00000042,BR00000042,146549008670,Savings,INR,Active,2020-12-04,4168.44,2.86,BHAVNAGAR,GUJARAT,2026-07-25 05:50:26.802562,,Enterprise System
ACC00000114,CUST00002476,BR00000037,BR00000037,848762654960,Salary,INR,Active,2008-09-21,149966.29,3.93,PURNIA,BIHAR,2026-07-25 05:50:26.802562,,Enterprise System
ACC00000115,CUST00002857,BR00000042,BR00000042,302150375276,Salary,INR,Active,2019-08-27,58115.7,3.69,BHAVNAGAR,GUJARAT,2026-07-25 05:50:26.802562,,Enterprise System
ACC00000116,CUST00001148,BR00000016,BR00000016,416062438707,NRE,INR,Active,2019-07-19,7865645.58,6.23,UNA,HIMACHAL PRADESH,2026-07-25 05:50:26.802562,,Enterprise System
ACC00000117,CUST00002995,BR00000003,BR00000003,753163730783,Recurring Deposit,INR,Active,2022-06-27,473635.31,5.97,SUNDARGARH,ODISHA,2026-07-25 05:50:26.803567,,Enterprise System
ACC00000118,CUST00002901,BR00000001,BR00000019,943176921601,Savings,INR,Active,2024-07-25,229830.88,2.84,GHAZIABAD,UTTAR PRADESH,2026-07-25 05:50:26.803567,,Enterprise System
ACC00000119,CUST00001453,BR00000029,BR00000029,676619808495,Recurring Deposit,INR,Active,2015-02-12,282775.02,6.46,BALESHWAR,ODISHA,2026-07-25 05:50:26.803567,,Enterprise System
ACC00000120,CUST00004133,BR00000010,BR00000010,358515090470,Savings,INR,Active,2025-05-21,240155.4,4.1,KANNAUJ,UTTAR PRADESH,2026-07-25 05:50:26.804566,,Enterprise System
ACC00000121,CUST00003943,BR00000003,BR00000003,250791260437,Savings,INR,Active,2006-12-14,373896.06,2.55,SUNDARGARH,ODISHA,2026-07-25 05:50:26.804566,,Enterprise System
ACC00000122,CUST00003610,BR00000015,BR00000015,847346808304,Salary,INR,Active,2010-06-17,283828.65,3.31,JALAUN,UTTAR PRADESH,2026-07-25 05:50:26.804566,,Enterprise System
ACC00000123,CUST00001659,BR00000007,BR00000007,087096813631,Salary,INR,Active,2024-10-31,20101.77,3.56,SPSR NELLORE,ANDHRA PRADESH,2026-07-25 05:50:26.804566,,Enterprise System
ACC00000124,CUST00000089,BR00000016,BR00000016,214959272326,NRO,GBP,Active,2015-08-22,1124713.2,4.13,UNA,HIMACHAL PRADESH,2026-07-25 05:50:26.804566,,Enterprise System
ACC00000125,CUST00002166,BR00000045,BR00000045,458843669818,Fixed Deposit,INR,Active,2018-02-19,1968645.45,5.86,TIRUCHIRAPPALLI,TAMIL NADU,2026-07-25 05:50:26.805566,,Enterprise System
ACC00000126,CUST00003921,BR00000025,BR00000038,111129046944,Savings,INR,Active,2010-05-11,11719.67,2.88,DHANBAD,JHARKHAND,2026-07-25 05:50:26.805566,,Enterprise System
ACC00000127,CUST00001350,BR00000024,BR00000024,853567465545,Fixed Deposit,INR,Dormant,2016-07-19,1549812.65,7.08,KARUR,TAMIL NADU,2026-07-25 05:50:26.805566,,Enterprise System
ACC00000128,CUST00000873,BR00000028,BR00000028,281296151179,Savings,INR,Active,2021-05-10,81466.1,2.73,PURBI CHAMPARAN,BIHAR,2026-07-25 05:50:26.806571,,Enterprise System
ACC00000129,CUST00000915,BR00000027,BR00000031,432769149510,Current,INR,Frozen,2011-12-11,2307869.32,0.0,LUDHIANA,PUNJAB,2026-07-25 05:50:26.806571,,Enterprise System
ACC00000130,CUST00004564,BR00000024,BR00000012,955628979677,Savings,INR,Dormant,2021-12-31,170003.53,2.72,BALOD,CHHATTISGARH,2026-07-25 05:50:26.806571,,Enterprise System
ACC00000131,CUST00000774,BR00000014,BR00000014,610623361577,Savings,INR,Active,2006-09-03,42711.19,4.2,Tirupathur,TAMIL NADU,2026-07-25 05:50:26.807572,,Enterprise System
ACC00000132,CUST00001059,BR00000009,BR00000009,934650637430,NRE,GBP,Active,2015-07-11,9776360.1,6.81,KASARAGOD,KERALA,2026-07-25 05:50:26.807572,,Enterprise System
ACC00000133,CUST00001972,BR00000009,BR00000009,498289481502,Salary,INR,Active,2023-08-06,260257.75,3.98,KASARAGOD,KERALA,2026-07-25 05:50:26.807572,,Enterprise System
ACC00000134,CUST00003214,BR00000039,BR00000039,704945771135,NRE,USD,Active,2012-08-22,3054829.35,6.38,CHITTOOR,ANDHRA PRADESH,2026-07-25 05:50:26.807572,,Enterprise System
ACC00000135,CUST00001026,BR00000035,BR00000035,271366162196,Salary,INR,Active,2023-11-02,229415.51,3.24,PANCH MAHALS,GUJARAT,2026-07-25 05:50:26.808582,,Enterprise System
ACC00000136,CUST00001492,BR00000016,BR00000018,344269837025,Current,INR,Active,2010-03-08,1388521.46,0.0,ALAPPUZHA,KERALA,2026-07-25 05:50:26.808582,,Enterprise System
ACC00000137,CUST00002273,BR00000029,BR00000029,369026016751,Savings,INR,Active,2016-09-18,158789.01,4.19,BALESHWAR,ODISHA,2026-07-25 05:50:26.808582,,Enterprise System
ACC00000138,CUST00004964,BR00000021,BR00000021,635311274912,Savings,INR,Active,2023-11-02,415955.2,4.09,DIBRUGARH,ASSAM,2026-07-25 05:50:26.809576,,Enterprise System
ACC00000139,CUST00001013,BR00000044,BR00000044,987784911036,Salary,INR,Active,2013-04-30,132581.37,3.98,HYDERABAD,TELANGANA,2026-07-25 05:50:26.809576,,Enterprise System
ACC00000140,CUST00003678,BR00000006,BR00000006,137116632947,NRO,USD,Active,2011-10-06,2326330.0,4.89,SUNDARGARH,ODISHA,2026-07-25 05:50:26.809576,,Enterprise System
