customer_id,pan_number,aadhaar_number,pan_verified,aadhaar_verified,address_verified,kyc_status,verification_date
CUST00000162,BFVPD2162Q,502976706440,True,True,True,Pending,
CUST00000163,LVQHA3515M,005428635740,True,False,False,Pending,
CUST00000164,HHYGT9943E,582355263733,False,True,False,Pending,
CUST00000165,MQNBW4421R,100631059507,True,False,True,Pending,
CUST00000166,RNNCR1972P,338210920091,True,False,True,Pending,
CUST00000167,OWOXZ5578O,939836469061,True,True,False,Pending,
CUST00000168,XNEUD4433R,223537557270,False,True,True,Pending,
CUST00000169,QYWQN3484B,696577677887,True,False,True,Pending,
CUST00000170,PDXKL3130T,568986574893,True,False,True,Pending,
CUST00000171,OWMJA9584C,404388015315,True,False,True,Pending,
CUST00000172,ATSFR5955W,858425561417,True,True,True,Verified,2020-07-10
CUST00000173,HWWLA9547X,325798169535,True,True,True,Verified,2013-01-17
CUST00000174,BTEOP5229X,019395898184,False,True,False,Pending,
CUST00000175,XJSVI3998K,951228695293,True,False,False,Pending,
CUST00000176,LOOJC1703B,735901325704,True,True,True,Pending,
CUST00000177,DTUAW6312Q,885573939742,True,False,True,Pending,
CUST00000178,JDREV2793I,353959569172,False,True,False,Pending,
CUST00000179,MGSQV9251T,373630152773,True,True,True,Verified,1982-01-22
CUST00000180,HMPAD2651R,440900255878,True,True,False,Pending,
CUST00000181,ZAEVY8417Y,354053340164,False,True,True,Pending,
CUST00000182,VROJB7821B,933719865851,True,True,True,Verified,2025-04-07
CUST00000183,INCVR3841Z,206152501917,True,False,False,Pending,
CUST00000184,WHQAW7559F,250177591748,False,False,True,Pending,
CUST00000185,WUFWS5596P,070660579652,True,True,True,Pending,
CUST00000186,EVPWD2401Q,987016244451,True,True,True,Pending,
CUST00000187,MGAOH8780Q,531502743939,False,True,True,Pending,
CUST00000188,JIHOK1897S,527958607250,True,True,False,Pending,
CUST00000189,UABKO3334A,538452813497,True,True,True,Pending,
CUST00000190,VXDJZ4437R,211862050255,False,False,True,Pending,
CUST00000191,PEUZH9162Y,707034562155,True,False,True,Pending,
CUST00000192,YCOCW8946L,941904549065,False,False,True,Pending,
CUST00000193,HRNKL2209V,187007498900,False,True,True,Pending,
CUST00000194,XCJXM6193F,163592444507,True,True,True,Pending,
CUST00000195,NXPUU4950T,897751425807,False,False,False,Pending,
CUST00000196,EUZUT7775A,014523232914,True,True,True,Pending,
CUST00000197,MFOFH1244P,184660903514,True,False,True,Pending,
CUST00000198,ZGFJA6828W,720731156762,True,True,True,Pending,
CUST00000199,NLNKY2581W,618030387942,True,True,True,Verified,2019-12-31
CUST00000200,HMJIT7587T,832299181280,False,True,False,Pending,
CUST00000201,MAORE8986O,179567858766,True,True,False,Pending,
CUST00000202,STZGC7186L,743759824813,True,False,False,Pending,
CUST00000203,YQJNR6191O,352640714913,True,True,True,Pending,
CUST00000204,DIZGL6258I,312903826512,False,False,False,Pending,
CUST00000205,ODUFA1548T,511391222761,False,False,True,Pending,
CUST00000206,SCYTM5849F,231858313297,False,True,False,Pending,
CUST00000207,XALDY9772C,485436274818,True,True,False,Pending,
CUST00000208,DMHVN7393R,519261758692,True,False,False,Pending,
CUST00000209,VBQDD3260Q,111170404787,False,True,True,Pending,
CUST00000210,DSMAB4964S,701631629581,False,True,False,Pending,
CUST00000211,PRMMT5197C,660648588844,False,False,True,Pending,
CUST00000212,BHQNK6800H,868451265276,True,False,False,Pending,
CUST00000213,IEVCM9832G,211268186850,False,True,True,Pending,
CUST00000214,IYRKR9054P,104568826342,False,True,False,Pending,
CUST00000215,QNNMX6437E,513627258618,True,True,False,Pending,
CUST00000216,SHYNG7764D,547121627573,True,False,True,Pending,
CUST00000217,KCQPF6658E,974802335235,True,True,True,Pending,
CUST00000218,GOZRI2021O,491698155561,False,False,False,Pending,
CUST00000219,MITWA4025I,258465899333,False,True,False,Pending,
CUST00000220,LLUJN5441S,940847727972,False,False,True,Pending,
CUST00000221,TBAAW5668Z,640879817361,True,False,False,Pending,
CUST00000222,DXECH3701U,011808295485,False,False,False,Pending,
CUST00000223,ZSOIK4084H,817984276901,True,True,True,Pending,
CUST00000224,RIFFB3023T,363998651436,True,False,True,Pending,
CUST00000225,ISEPU3725M,712584047608,True,False,True,Pending,
CUST00000226,GTLIH1784A,797407685644,True,True,True,Verified,2026-03-24
CUST00000227,ZGGXJ6229J,680022097646,True,False,False,Pending,
CUST00000228,RQODR8759I,233412834370,True,False,False,Pending,
CUST00000229,WVNMF2062M,913946893327,False,True,False,Pending,
CUST00000230,QHCDD3437K,125748153246,True,False,True,Pending,
CUST00000231,QAIHA7414A,993960078949,False,True,True,Pending,
CUST00000232,KXLYX3192B,751134865796,True,False,True,Pending,
CUST00000233,EDGCF3624R,159543124674,True,True,True,Pending,
CUST00000234,ZGOWB7134Q,736063405130,True,False,True,Pending,
CUST00000235,OFLON4715H,167162996817,False,True,True,Pending,
CUST00000236,HDSFV3548V,156023247468,False,True,False,Pending,
CUST00000237,MOYCJ2168H,703597978087,True,True,True,Verified,2006-02-15
CUST00000238,NKXQU4532N,939499572020,False,True,False,Pending,
CUST00000239,BOXDV7838Q,138933138634,False,True,True,Pending,
CUST00000240,TPMUB5567D,762851030164,True,False,True,Pending,
CUST00000241,ZSTRD2811Q,806904389114,False,True,True,Pending,
CUST00000242,EJVGH9653K,016641509957,True,True,True,Pending,
CUST00000243,BFFIV4640D,493928223596,False,False,True,Pending,
CUST00000244,EHLXT4824S,165277308724,False,True,False,Pending,
CUST00000245,NXARR6817V,406467651727,True,False,False,Pending,
CUST00000246,PZFJT8133J,414930015903,False,True,True,Pending,
CUST00000247,EYGPD9310H,436445663090,True,True,True,Verified,2021-04-29
CUST00000248,UHYZV5938J,651571792300,False,True,False,Pending,
CUST00000249,NFUPR9787I,455074298280,False,False,False,Rejected,2021-10-02
CUST00000250,ABBWI9690S,779036496442,False,False,False,Pending,
CUST00000251,DYVPV9575T,286979793485,True,True,True,Verified,2025-04-24
CUST00000252,DURSI7597B,579481575810,True,False,False,Pending,
CUST00000253,LBGJG9863I,800203287078,False,False,False,Pending,
CUST00000254,NWGDW3180L,091557322223,False,True,False,Pending,
CUST00000255,LJDQS9697Q,320991242348,False,True,True,Pending,
CUST00000256,SHISM8183Q,573023948477,True,False,True,Pending,
CUST00000257,FPSQD8249B,183274031694,False,False,True,Pending,
CUST00000258,GNCTJ8319U,651502186459,False,False,True,Pending,
CUST00000259,JMTGK1444R,540303253555,True,False,True,Pending,
CUST00000260,EUZTI7781A,064209225973,False,True,False,Pending,
CUST00000261,LXXBS1361D,130322323543,False,False,True,Pending,
CUST00000262,FLWKU7392P,412163824596,False,False,False,Pending,
CUST00000263,DRNGO1809T,960793910515,True,True,False,Pending,
CUST00000264,YNCTV4277W,598515320928,False,True,True,Pending,
CUST00000265,DHPAC3791W,800648615779,False,True,False,Pending,
CUST00000266,SQRPE9573S,638999680126,True,False,False,Pending,
CUST00000267,ILHXE5716T,442828183255,True,True,True,Pending,
CUST00000268,UTPMN8191F,972136908660,True,False,False,Pending,
CUST00000269,BJBSH1976J,034176097137,True,False,True,Pending,
CUST00000270,AMAVD9906N,647863594301,True,False,False,Pending,
CUST00000271,DGIVD8717Z,050982216259,True,False,False,Pending,
CUST00000272,AUVNY1269U,749383416232,True,True,False,Pending,
CUST00000273,IXDCF3228E,760392191658,True,False,False,Pending,
CUST00000274,XNUTD9307N,631805830976,False,False,True,Pending,
CUST00000275,VAMYC9787K,937753359409,False,False,True,Pending,
CUST00000276,UZRRZ4166F,433506984433,False,False,False,Rejected,2020-11-09
CUST00000277,XMCXM9907A,664485678689,True,True,False,Pending,
CUST00000278,DTBCN4338N,063705545651,False,False,True,Pending,
CUST00000279,XSNBH1351T,413822581401,True,False,True,Pending,
CUST00000280,IRSTR2667N,458081063551,True,True,True,Pending,
CUST00000281,HHIJO5757P,682584597220,True,False,True,Pending,
CUST00000282,AZLHP8794O,761920297637,True,True,False,Pending,
CUST00000283,QHGRP7274M,711625352293,False,False,False,Pending,
CUST00000284,OEXQN4292V,759372751315,True,True,True,Verified,2023-12-28
CUST00000285,MZWOG8633V,854079453934,False,True,True,Pending,
CUST00000286,HKEVI7148S,672064740550,True,True,False,Pending,
CUST00000287,XTAJT5548P,871237287357,False,True,True,Pending,
CUST00000288,DKFUW2006T,547177416867,False,False,False,Pending,
CUST00000289,RYWRL1284R,044358351006,False,False,True,Pending,
CUST00000290,QAXRT7001H,007341527421,False,True,False,Pending,
CUST00000291,NGYPH9612B,180875374126,False,False,False,Rejected,1989-02-04
CUST00000292,GRNBN5220E,062488782028,True,False,False,Pending,
CUST00000293,UDAEN9581B,302515716195,True,False,False,Pending,
CUST00000294,EARHH9953L,071138351463,False,False,True,Pending,
CUST00000295,NNSOU5896Y,762069348673,False,False,False,Pending,
CUST00000296,KDVFU5970X,172255145885,True,True,False,Pending,
CUST00000297,ACEGY1646A,199073948834,True,True,True,Pending,
CUST00000298,RLMWB9734O,297034505882,True,True,False,Pending,
CUST00000299,XRPQV8719J,225779830421,True,False,False,Pending,
CUST00000300,GCSAV4578R,682267235611,True,True,True,Pending,
CUST00000301,CMIDL9898E,355318444690,False,True,False,Pending,
CUST00000302,FHCYO9635B,177108696540,True,False,False,Pending,
CUST00000303,FKHCT8723O,142105435137,True,True,True,Pending,
CUST00000304,SOUPB9958B,778585991928,True,False,False,Pending,
CUST00000305,LVPLB4723R,347862646161,True,True,False,Pending,
CUST00000306,AAIAV1214U,786114076703,True,True,False,Pending,
CUST00000307,NKEYR5631M,225074762198,False,True,True,Pending,
CUST00000308,OAKUO2004O,199257511714,True,True,False,Pending,
CUST00000309,EVIQL2855X,101766027912,True,True,False,Pending,
CUST00000310,BHYNX7002M,910393481003,False,False,False,Rejected,2020-08-16
CUST00000311,CMSDL9208D,157913678953,False,True,True,Pending,
CUST00000312,KGXRD9552C,729713115825,False,True,True,Pending,
CUST00000313,RCTZC9950X,288291454705,False,True,False,Pending,
CUST00000314,HGEDP6873U,432443922078,True,True,True,Verified,2025-12-22
CUST00000315,QVIXV5422X,081672336935,True,True,True,Verified,1998-10-24
CUST00000316,NBVFQ6921N,794154094617,True,False,True,Pending,
CUST00000317,UOBNZ6343C,300634096129,False,False,True,Pending,
CUST00000318,EURUT7345D,815797764237,True,True,True,Verified,2023-12-03
CUST00000319,XSQYL6704F,303350123290,False,True,False,Pending,
CUST00000320,UPHQJ9300E,212151108809,True,True,True,Pending,
CUST00000321,KJUVI2538W,400814528606,False,True,False,Pending,
CUST00000322,TGSYG6441F,249949897639,True,True,False,Pending,
CUST00000323,KHSIO1433X,152950635416,True,True,False,Pending,
CUST00000324,HIMWX9406V,186324335085,False,True,True,Pending,
CUST00000325,GNQCD9685L,205660599932,True,True,False,Pending,
CUST00000326,KZFQD7699T,028761976813,True,False,False,Pending,
CUST00000327,QOSAY4808N,500319085788,True,True,True,Pending,
CUST00000328,AXJDB9165J,860256378116,False,True,True,Pending,
CUST00000329,BPDLE9199L,577974840852,False,False,False,Rejected,2026-01-08
CUST00000330,ZNLKV1106M,576829967282,True,False,True,Pending,
CUST00000331,NVNBE9830P,892598672419,False,True,False,Pending,
CUST00000332,BLKJV9754S,257655514659,True,False,False,Pending,
CUST00000333,FBYZF2684R,931530586548,True,True,False,Pending,
CUST00000334,MPMEY9411V,697566717524,True,True,False,Pending,
CUST00000335,NCURU4769I,749500441850,True,False,False,Pending,
CUST00000336,AMUSN4907Y,634861565887,False,True,True,Pending,
CUST00000337,XGKYG5335C,370787033014,True,False,True,Pending,
CUST00000338,LBKES2324P,976467057420,True,False,True,Pending,
CUST00000339,YBRKA7543F,011990688709,True,True,True,Pending,
CUST00000340,GYTVF5598L,645040794259,True,False,True,Pending,
CUST00000341,YQVUA7773I,359325618370,True,True,True,Pending,
CUST00000342,HCKXD5691W,598484716936,False,False,False,Pending,
CUST00000343,CRJZR7545R,141550145700,True,True,True,Verified,2025-10-15
CUST00000344,ZQLPC3791Q,613188395570,True,True,False,Pending,
CUST00000345,CPTSV5868F,535253709420,True,True,False,Pending,
CUST00000346,QHHOA6193R,928215496308,False,False,False,Pending,
CUST00000347,RIZXF6497H,491026398649,False,False,True,Pending,
CUST00000348,AIIJN3790E,340917089574,False,False,False,Pending,
CUST00000349,NOLPN8411M,807981051314,True,False,False,Pending,
CUST00000350,ZNTFJ8953F,363628584981,True,True,True,Pending,
CUST00000351,JSFNK9941Q,050745115247,False,False,False,Pending,
CUST00000352,QAFXG3189V,751728632494,False,True,True,Pending,
CUST00000353,XZSBD9277J,558281461727,False,True,False,Pending,
CUST00000354,UDMDO7599A,696688448794,True,True,False,Pending,
CUST00000355,FDAWH1504O,274358569328,True,False,True,Pending,
CUST00000356,TZYGZ5745E,050240905083,True,True,True,Verified,2025-05-25
CUST00000357,FVVJP7291Y,925261751541,False,False,True,Pending,
CUST00000358,ADWLQ4540T,992323987445,True,True,False,Pending,
CUST00000359,KRAWL9752N,607644207077,True,True,False,Pending,
CUST00000360,XCOPI2453Q,605423112625,False,True,True,Pending,
CUST00000361,KMKIA8395K,194342548250,False,False,False,Pending,
CUST00000362,JTBJU5346O,504653425422,True,True,True,Verified,2020-09-09
CUST00000363,KEMTT5741Y,805796873352,True,True,True,Pending,
CUST00000364,CRPVZ1634F,866535818985,False,False,True,Pending,
CUST00000365,EGKNQ6854L,151093466730,False,True,False,Pending,
CUST00000366,NEMZW5548N,001115663110,True,False,True,Pending,
CUST00000367,LPWWR4674Q,124014766964,False,False,False,Pending,
CUST00000368,PAHEO8258U,173043113875,False,True,False,Pending,
CUST00000369,TSXZF6655V,997177721664,True,True,True,Pending,
CUST00000370,IIYJL8751E,808937259561,True,False,True,Pending,
CUST00000371,AHYTB3770P,036465761052,True,False,False,Pending,
CUST00000372,VIFIM1917D,526074869935,True,True,False,Pending,
CUST00000373,LCYRX6289S,144450323124,True,False,False,Pending,
CUST00000374,MDRNC7225K,458273720416,True,False,True,Pending,
CUST00000375,GNIAN1965A,606708762408,True,False,True,Pending,
CUST00000376,OYFYA3993P,338528925702,False,False,False,Rejected,2026-06-18
CUST00000377,BEMVU8413P,317536397869,False,False,True,Pending,
CUST00000378,GSNEP4083G,691957178300,False,True,False,Pending,
CUST00000379,ICOKP8948J,828758331839,True,False,False,Pending,
CUST00000380,SGQEZ9755G,616228794731,True,True,False,Pending,
CUST00000381,WPVBH2831N,113362885701,True,True,True,Verified,2012-07-15
CUST00000382,OJQQW1152F,669803273996,False,False,True,Pending,
CUST00000383,FYBEU2170V,756735082204,True,True,True,Pending,
CUST00000384,PGRWH9355Q,241833567207,True,True,True,Pending,
CUST00000385,HMTTD3834F,089580901517,True,True,True,Pending,
CUST00000386,AKYMK5500H,894152359820,False,True,True,Pending,
CUST00000387,SKXJM9061O,234366647984,True,True,False,Pending,
CUST00000388,GAJUB2675K,276509603075,False,True,True,Pending,
CUST00000389,VTQKG3166F,991945763433,False,False,True,Pending,
CUST00000390,GFADF8288W,706198780187,False,True,True,Pending,
CUST00000391,RZZGC6403K,672427420784,True,False,False,Pending,
CUST00000392,YBLIZ6004R,671436489361,False,True,False,Pending,
CUST00000393,IXYWN8822W,002518828160,False,False,False,Rejected,2025-12-15
CUST00000394,GBWUY3813F,013921609228,False,True,True,Pending,
CUST00000395,TPQME7858H,329330023285,True,False,True,Pending,
CUST00000396,BVDCY9650M,006498824769,True,False,True,Pending,
CUST00000397,MPPAU5395K,082026927829,True,True,True,Pending,
CUST00000398,SMILB4054M,849085643206,False,True,True,Pending,
CUST00000399,DGGTX3897O,906545734854,False,True,True,Pending,
CUST00000400,JXKVE1526V,819733494520,True,True,False,Pending,
CUST00000401,RBERF9364T,076131876395,True,False,True,Pending,
CUST00000402,VAESL8468R,869512705702,True,True,True,Pending,
CUST00000403,ZBAAP2462D,080092821038,True,True,True,Pending,
CUST00000404,CHMPE7012J,016242955538,False,True,False,Pending,
CUST00000405,REYXT1840L,832837158754,False,True,False,Pending,
CUST00000406,GDHXK6112P,294842209001,False,True,True,Pending,
CUST00000407,ZLBLA8057O,043024193508,True,True,True,Pending,
CUST00000408,VFUMB2981R,134288151473,True,False,False,Pending,
CUST00000409,MXSPC6663V,572876841816,True,False,True,Pending,
CUST00000410,VFKGQ2941S,173959329544,True,False,True,Pending,
CUST00000411,GQGDO8267A,062686108447,True,False,False,Pending,
CUST00000412,PVZOR3576Q,674333989852,True,False,False,Pending,
CUST00000413,RJJSW1480H,153953131352,True,False,False,Pending,
CUST00000414,BGUYP4037U,621973145726,False,False,False,Pending,
CUST00000415,XRTAD5316M,116081074525,False,True,False,Pending,
CUST00000416,BNICW9811A,306154710578,False,True,False,Pending,
CUST00000417,CTCTI3190W,710036660632,True,True,False,Pending,
CUST00000418,PSRLZ2006M,955991524275,False,True,False,Pending,
CUST00000419,UCFQW7410I,431623003004,True,True,False,Pending,
CUST00000420,FAVJN9392V,831149638676,True,True,True,Pending,
CUST00000421,RYCPB1838M,221789426032,False,False,True,Pending,
CUST00000422,QCIJI3497Q,398112105970,True,True,True,Pending,
CUST00000423,RXSFA3328K,673229171232,True,True,False,Pending,
CUST00000424,AFFJN9850N,914803066569,False,False,False,Pending,
CUST00000425,NMQKW8361M,134282334430,True,True,True,Pending,
CUST00000426,EDUJT4163T,541491611128,False,True,False,Pending,
